xSet,ySet,RFQPAH_R,RFBPAH_R,TO1IN,TO3IN,D7TOR
159.0,224.0,159.002685546875,224.951171875,23.925361377453,21.42783222919922,21.047532161219515
161.0,224.0,161.004638671875,224.98779296875,24.01273715918884,21.449955359819338,21.00500575766098
163.0,224.0,163.00048828125,224.9267578125,23.781815450315552,21.118108400517578,20.719471333767977
165.0,224.0,165.00244140625,224.9267578125,23.77869488668213,20.865272622001953,20.403560907333162
167.0,224.0,167.00439453125,224.98779296875,23.722524741280516,20.492339848691408,20.081575280389984
169.0,224.0,169.000244140625,225.0,23.887914613851926,20.410168220673828,19.92969526768094
171.0,224.0,171.002197265625,225.01220703125,23.666354595878904,19.82864593008789,19.376852021420014
173.0,224.0,173.004150390625,225.0732421875,24.009616595555418,19.509440759711914,18.997151989647403
175.0,224.0,175.0,225.03662109375,23.71316305038025,18.713008057387697,18.277240729406525
177.0,224.0,177.001953125,225.0244140625,23.510326414207764,17.78699701857422,17.341659851118806
179.0,224.0,179.00390625,224.98779296875,23.75060981398132,17.61949331530762,17.229268641714114
181.0,224.0,181.005859375,225.06103515625,23.853588413884275,17.006366552407226,16.58225978757358
183.0,224.0,183.001708984375,225.06103515625,23.794297704849242,16.083515960825196,15.610227706235689
185.0,224.0,185.003662109375,225.0732421875,23.58521994140991,15.031087032753907,14.471127610917847
145.0,225.0,145.001220703125,225.78125,24.159403649959717,21.794444108046875,21.36040498740015
147.0,225.0,147.003173828125,225.7568359375,23.476000214240113,21.276130762089846,20.910840149781375
149.0,225.0,149.005126953125,225.830078125,24.068907304590454,21.788123213583987,21.390780989941955
151.0,225.0,151.0009765625,225.7568359375,24.13131857725891,21.889257524990235,21.442420194263033
153.0,225.0,153.0029296875,225.74462890625,23.80053883211609,21.63642174647461,21.244976177741272
155.0,225.0,155.0048828125,225.84228515625,23.94408475925354,21.661705324326174,21.254088978503816
157.0,225.0,157.000732421875,225.81787109375,23.869191232051392,21.620619510317383,21.311803383333253
159.0,225.0,159.002685546875,225.79345703125,23.91287912291931,21.661705324326174,21.175111371895113
161.0,225.0,161.004638671875,225.830078125,23.831744468450317,21.402548651347658,20.99893055715262
163.0,225.0,163.00048828125,225.7568359375,23.766212632148438,21.254007631469726,20.77111053808905
165.0,225.0,165.00244140625,225.84228515625,24.04394279552307,21.174996450683594,20.752884936563966
167.0,225.0,167.00439453125,225.69580078125,23.7474892503479,20.65984355195801,20.172703288015413
169.0,225.0,169.000244140625,225.84228515625,24.009616595555418,20.606115949023437,20.081575280389984
171.0,225.0,171.002197265625,225.732421875,23.959687577420652,20.23318317571289,19.780852855226076
173.0,225.0,173.004150390625,225.79345703125,23.666354595878904,19.67378401574707,19.076129596256106
175.0,225.0,175.0,225.7080078125,23.700680795846555,19.427269131694338,18.85742237795508
177.0,225.0,177.001953125,225.79345703125,23.547773177808835,18.475974515029296,17.982593504750977
179.0,225.0,179.00390625,225.78125,23.959687577420652,17.98926564138672,17.46316386128604
181.0,225.0,181.005859375,225.732421875,23.610184450477295,17.15174712505371,16.679462995707368
183.0,225.0,183.001708984375,225.79345703125,23.62578726864441,16.83570240190918,16.34836456800165
185.0,225.0,185.003662109375,225.732421875,23.925361377453,15.947616729873047,15.464422894035005
145.0,226.0,145.001220703125,226.94091796875,24.24053830442871,21.89873886668457,21.478871397313203
147.0,226.0,147.003173828125,226.953125,24.125077449992066,21.79128366081543,21.351292186637604
149.0,226.0,149.005126953125,226.91650390625,23.903517432019044,21.69014934940918,21.281427380791445
151.0,226.0,151.0009765625,226.9775390625,24.13131857725891,21.84501126375,21.4636833960423
153.0,226.0,153.0029296875,226.84326171875,23.722524741280516,21.585854590771486,21.06879536299878
155.0,226.0,155.0048828125,226.96533203125,24.274864504396362,21.990391836396483,21.6064506079888
157.0,226.0,157.000732421875,226.96533203125,23.9659287046875,21.72491426895508,21.29661538206235
159.0,226.0,159.002685546875,226.94091796875,23.881673486585083,21.750197846806643,21.290540181553986
161.0,226.0,161.004638671875,226.9287109375,24.062666177323607,21.693309796640627,21.281427380791445
163.0,226.0,163.00048828125,226.9287109375,24.18748872266052,21.810246344204103,21.37255538841687
165.0,226.0,165.00244140625,226.904296875,24.096992377291258,21.377265073496094,20.956404153594086
167.0,226.0,167.00439453125,226.96533203125,23.981531522854613,21.168675556220705,20.686057730971985
169.0,226.0,169.000244140625,226.98974609375,23.62578726864441,20.593474160097657,20.075500079881625
171.0,226.0,171.002197265625,226.953125,23.97841095922119,20.634559974106445,20.13017688445688
173.0,226.0,173.004150390625,227.0263671875,23.928481941086424,20.22686228125,19.777815254971895
175.0,226.0,175.0,226.91650390625,23.853588413884275,19.91713845256836,19.367739220657473
177.0,226.0,177.001953125,226.94091796875,23.828623904816894,19.26292587565918,18.675166362704225
179.0,226.0,179.00390625,227.001953125,23.763092068515014,18.659280454453125,18.134473517460023
181.0,226.0,181.005859375,227.001953125,23.510326414207764,18.05563503324707,17.499615064336215
183.0,226.0,183.001708984375,226.9775390625,23.75997150488159,17.38878066741211,16.937659017312747
185.0,226.0,185.003662109375,227.03857421875,23.894155741118773,16.608150201245117,16.132694949954804
145.0,227.0,145.001220703125,228.16162109375,24.1843681590271,21.800765002509767,21.293577781808168
147.0,227.0,147.003173828125,228.173828125,24.068907304590454,21.72491426895508,21.266239379520538
149.0,227.0,149.005126953125,228.21044921875,24.190609286293945,21.876615736064455,21.484946597821565
151.0,227.0,151.0009765625,228.22265625,24.047063359156493,21.8797761832959,21.478871397313203
153.0,227.0,153.0029296875,228.173828125,24.234297177161864,22.06624256995117,21.673277813580782
155.0,227.0,155.0048828125,228.16162109375,23.822382777550047,21.728074716186523,21.314840983587434
157.0,227.0,157.000732421875,228.13720703125,23.84734728661743,21.721753821723635,21.23586337697873
159.0,227.0,159.002685546875,228.16162109375,23.806779959382933,21.592175485234375,21.156885770370028
161.0,227.0,161.004638671875,228.16162109375,23.972169831954343,21.655384429863282,21.293577781808168
163.0,227.0,163.00048828125,228.1494140625,23.82550334118347,21.551089671225586,21.156885770370028
165.0,227.0,165.00244140625,228.16162109375,23.753730377614744,21.449955359819338,21.09613376528641
167.0,227.0,167.00439453125,228.25927734375,24.215573795361326,21.525806093374023,21.05664496198206
169.0,227.0,169.000244140625,228.125,23.862950104784545,21.02329498357422,20.643531327413452
171.0,227.0,171.002197265625,228.18603515625,23.831744468450317,21.0011718529541,20.50380171572113
173.0,227.0,173.004150390625,228.1494140625,24.115715759091795,20.858951727539065,20.288132097674286
175.0,227.0,175.0,228.13720703125,23.70380135947998,20.22054138678711,19.635048043025392
177.0,227.0,177.001953125,228.18603515625,23.853588413884275,19.60109372942383,19.05790399473102
179.0,227.0,179.00390625,228.23486328125,23.997134341021727,19.341937056445314,18.86349757846344
181.0,227.0,181.005859375,228.21044921875,23.61642557774414,18.38116109808594,17.86108949458374
183.0,227.0,183.001708984375,228.13720703125,24.115715759091795,18.093560400024415,17.633269475520173
185.0,227.0,185.003662109375,228.16162109375,23.735006995814206,17.05061281364746,16.55188378503177
145.0,228.0,145.001220703125,228.857421875,24.26550281349609,21.84501126375,21.37255538841687
147.0,228.0,147.003173828125,228.9306640625,24.04394279552307,21.66486577155762,21.23282577672455
149.0,228.0,149.005126953125,228.94287109375,24.072027868223877,21.85133215821289,21.46672099629648
151.0,228.0,151.0009765625,228.94287109375,24.215573795361326,22.00619407255371,21.60341300773462
153.0,228.0,153.0029296875,228.955078125,23.93472306835327,21.85133215821289,21.457608195533936
155.0,228.0,155.0048828125,228.955078125,24.02209885008911,21.984070941933595,21.59733780722626
157.0,228.0,157.000732421875,228.96728515625,24.047063359156493,21.908220208378907,21.50013459909247
159.0,228.0,159.002685546875,228.79638671875,24.17500646812683,22.031477650405275,21.6702402133266
161.0,228.0,161.004638671875,228.90625,23.959687577420652,21.822888133129883,20.995892956898437
163.0,228.0,163.00048828125,228.8818359375,24.093871813657834,21.94614557515625,21.481908997567384
165.0,228.0,165.00244140625,228.94287109375,23.84734728661743,21.58901503800293,21.193336973420198
167.0,228.0,167.00439453125,228.91845703125,23.61642557774414,21.272970314858398,20.90172734901883
169.0,228.0,169.000244140625,228.82080078125,23.84734728661743,21.26664942039551,20.76503533758069
171.0,228.0,171.002197265625,228.91845703125,23.797418268482666,21.168675556220705,20.719471333767977
173.0,228.0,173.004150390625,228.94287109375,23.769333195781858,20.76729875782715,20.26383129564084
175.0,228.0,175.0,228.9306640625,23.681957414046018,20.40384732621094,19.83552965980133
177.0,228.0,177.001953125,228.9306640625,23.691319104946288,19.831806377319335,19.39811522319928
179.0,228.0,179.00390625,228.8818359375,23.897276304752197,19.6548213323584,19.15814480311899
181.0,228.0,181.005859375,228.9306640625,23.69443966857971,18.94688115251465,18.447346343640657
183.0,228.0,183.001708984375,228.96728515625,23.603943323210448,18.54866480135254,18.06460871161386
185.0,228.0,185.003662109375,228.86962890625,23.635148959544676,17.717467179482423,17.15636623561377
145.0,229.0,145.001220703125,230.0537109375,23.887914613851926,21.633261299243166,21.181186572403476
147.0,229.0,147.003173828125,230.11474609375,23.919120250186158,21.63010085201172,21.23282577672455
149.0,229.0,149.005126953125,230.09033203125,24.168765340859984,21.99987317809082,21.582149805955353
151.0,229.0,151.0009765625,230.078125,23.575858250509643,21.440474018125002,21.017156158677704
153.0,229.0,153.0029296875,230.01708984375,23.83798559571716,21.766000082963867,21.3361041853667
155.0,229.0,155.0048828125,230.029296875,23.850467850250855,21.77864187188965,21.421156992483766
157.0,229.0,157.000732421875,230.1025390625,24.146921395426023,22.01883586147949,21.6702402133266
159.0,229.0,159.002685546875,230.1025390625,24.037701668256226,21.942985127924807,21.59733780722626
161.0,229.0,161.004638671875,230.09033203125,23.75997150488159,21.671186666020507,21.26927697977472
163.0,229.0,163.00048828125,229.98046875,23.691319104946288,21.63010085201172,21.7340298186644
165.0,229.0,165.00244140625,229.99267578125,23.788056577582395,21.6775075604834,21.293577781808168
167.0,229.0,167.00439453125,230.1025390625,23.819262213916623,21.43415312366211,21.062720162490418
169.0,229.0,169.000244140625,230.04150390625,23.454156268806152,21.15603376729492,20.75896013707233
171.0,229.0,171.002197265625,230.06591796875,23.83486503208374,21.355141942875978,20.89868974876465
173.0,229.0,173.004150390625,230.11474609375,23.728765868547363,21.102306164360353,20.619230525380008
175.0,229.0,175.0,230.09033203125,23.90039686838562,20.925321119399413,20.403560907333162
177.0,229.0,177.001953125,230.06591796875,23.9659287046875,20.568190582246096,20.05423687810236
179.0,229.0,179.00390625,230.0537109375,23.7474892503479,20.068839919677735,19.49835603158725
181.0,229.0,181.005859375,230.029296875,23.87855292295166,19.6548213323584,19.112580799306276
183.0,229.0,183.001708984375,230.09033203125,23.7474892503479,19.14914977532715,18.559737553045352
185.0,229.0,185.003662109375,230.0537109375,23.981531522854613,18.425407359326172,17.976518304242617
145.0,230.0,145.001220703125,230.87158203125,23.959687577420652,21.383585967958986,21.023231359186067
147.0,230.0,147.003173828125,230.712890625,23.972169831954343,21.595335932465822,21.244976177741272
149.0,230.0,149.005126953125,230.859375,23.86607066841797,21.68382845494629,21.357367387145967
151.0,230.0,151.0009765625,230.859375,24.10635406819153,21.91138065561035,21.484946597821565
153.0,230.0,153.0029296875,230.859375,23.9659287046875,21.794444108046875,21.43938259400885
155.0,230.0,155.0048828125,230.87158203125,24.02521941372253,21.949306022387695,21.518360200617554
157.0,230.0,157.000732421875,230.859375,23.85982954115112,21.841850816518555,21.42723219299213
159.0,230.0,159.002685546875,230.8837890625,23.962808141054076,21.977750047470703,21.542661002651002
161.0,230.0,161.004638671875,230.82275390625,23.884794050218506,21.83869036928711,21.451532995025577
163.0,230.0,163.00048828125,230.87158203125,24.03146054098938,21.936664233461915,21.56696180468445
165.0,230.0,165.00244140625,230.77392578125,23.71316305038025,21.620619510317383,21.26927697977472
167.0,230.0,167.00439453125,230.84716796875,23.909758559285887,21.734395610649415,21.30876578307907
169.0,230.0,169.000244140625,230.859375,24.018978286455688,21.775481424658203,21.342179385875063
171.0,230.0,171.002197265625,230.859375,23.809900523016356,21.415190440273438,20.983742555881715
173.0,230.0,173.004150390625,230.859375,23.984652086488037,21.298253892709962,20.883501747493746
175.0,230.0,175.0,230.8837890625,23.766212632148438,20.979048722333985,20.49468891495859
177.0,230.0,177.001953125,230.76171875,23.61642557774414,20.681966682578125,20.124101683948517
179.0,230.0,179.00390625,230.87158203125,23.741248123081053,20.2616272007959,19.69883764836319
181.0,230.0,181.005859375,230.82275390625,23.578978814143067,19.67378401574707,19.149032002356446
183.0,230.0,183.001708984375,230.859375,23.741248123081053,19.386183317685546,18.82704637541327
185.0,230.0,185.003662109375,230.8837890625,23.77245375941528,18.842586393876953,18.319767132965058
145.0,231.0,145.001220703125,232.03125,24.343516904331665,21.72491426895508,21.257126578757997
147.0,231.0,147.003173828125,232.04345703125,23.9659287046875,21.55741056568848,21.114359366811495
149.0,231.0,149.005126953125,232.12890625,24.07826899549072,21.813406791435547,21.339141785620882
151.0,231.0,151.0009765625,232.06787109375,23.94408475925354,21.699630691103515,21.287502581299805
153.0,231.0,153.0029296875,231.89697265625,23.9659287046875,21.766000082963867,21.412044191721222
155.0,231.0,155.0048828125,232.09228515625,24.103233504558105,22.050440333793947,21.664165012818238
157.0,231.0,157.000732421875,232.080078125,23.884794050218506,21.83869036928711,21.442420194263033
159.0,231.0,159.002685546875,231.982421875,24.10011294092468,22.110488831191407,21.922361034423616
161.0,231.0,161.004638671875,232.01904296875,23.82550334118347,21.813406791435547,21.487984198075747
163.0,231.0,163.00048828125,232.0556640625,23.77869488668213,21.680668007714843,21.314840983587434
165.0,231.0,165.00244140625,232.0556640625,23.94408475925354,21.86397394713867,21.46672099629648
167.0,231.0,167.00439453125,232.04345703125,23.819262213916623,21.633261299243166,21.317878583841615
169.0,231.0,169.000244140625,232.0068359375,23.87855292295166,21.671186666020507,21.287502581299805
171.0,231.0,171.002197265625,232.2021484375,23.588340505043334,21.307735234404298,20.953366553339904
173.0,231.0,173.004150390625,232.04345703125,23.70380135947998,21.282451656552734,20.853125744951935
175.0,231.0,175.0,232.01904296875,23.678836850412598,20.950604697250977,20.446087310891695
177.0,231.0,177.001953125,232.04345703125,23.6382695231781,20.900037541547853,20.42786170936661
179.0,231.0,179.00390625,232.0556640625,23.681957414046018,20.498660743154296,20.011710474543825
181.0,231.0,181.005859375,232.06787109375,23.781815450315552,20.315354803730468,19.747439252430084
183.0,231.0,183.001708984375,232.04345703125,24.009616595555418,19.822325035625,19.28572401379459
185.0,231.0,185.003662109375,232.0068359375,23.984652086488037,19.487317629091798,18.99107678913904
145.0,232.0,145.001220703125,232.65380859375,24.35911972249878,21.69014934940918,21.281427380791445
147.0,232.0,147.003173828125,232.82470703125,24.10011294092468,21.639582193706055,21.153848170115847
149.0,232.0,149.005126953125,232.7880859375,24.249899995328978,21.901899313916015,21.40293139095868
151.0,232.0,151.0009765625,232.7880859375,24.08763068639099,21.800765002509767,21.390780989941955
153.0,232.0,153.0029296875,232.77587890625,23.969049268320923,21.788123213583987,21.33306658511252
155.0,232.0,155.0048828125,232.8125,23.55089374144226,21.551089671225586,21.06879536299878
157.0,232.0,157.000732421875,232.7392578125,24.112595195458372,22.012514967016603,21.585187406209535
159.0,232.0,159.002685546875,232.82470703125,23.710042486746826,21.781802319121095,21.348254586383426
161.0,232.0,161.004638671875,232.71484375,23.77869488668213,21.84501126375,21.43330739350049
163.0,232.0,163.00048828125,232.72705078125,23.975290395587766,22.02199630871094,21.676315413834963
165.0,232.0,165.00244140625,232.82470703125,23.90039686838562,21.977750047470703,21.59430020697208
167.0,232.0,167.00439453125,232.87353515625,24.096992377291258,21.980910494702147,21.582149805955353
169.0,232.0,169.000244140625,232.7880859375,23.856708977517698,21.83869036928711,21.69757861561423
171.0,232.0,171.002197265625,232.7880859375,24.015857722822265,21.769160530195315,21.3998937907045
173.0,232.0,173.004150390625,232.77587890625,23.741248123081053,21.484720279365234,21.077908163761325
175.0,232.0,175.0,232.7392578125,23.981531522854613,21.48155983213379,21.011080958169345
177.0,232.0,177.001953125,232.72705078125,23.79117714121582,21.260328525932618,20.755922536818147
179.0,232.0,179.00390625,232.861328125,23.578978814143067,20.530265215468752,20.108913682677613
181.0,232.0,181.005859375,232.763671875,23.884794050218506,20.602955501791993,20.048161677593995
183.0,232.0,183.001708984375,232.82470703125,23.600822759577024,20.040395894594727,19.48924323082471
185.0,232.0,185.003662109375,232.84912109375,23.663234032245484,19.6895862519043,19.109543199052094
145.0,233.0,145.001220703125,233.935546875,24.203091540827636,21.52264564614258,20.989817756390078
147.0,233.0,147.003173828125,233.935546875,24.256141122595825,21.680668007714843,21.16599857113257
149.0,233.0,149.005126953125,233.87451171875,23.981531522854613,21.595335932465822,21.178148972149295
151.0,233.0,151.0009765625,233.92333984375,24.1438008317926,21.747037399575195,21.293577781808168
153.0,233.0,153.0029296875,234.0087890625,23.81302108664978,21.639582193706055,21.150810569861665
155.0,233.0,155.0048828125,234.033203125,23.881673486585083,21.854492605444335,21.345216986129245
157.0,233.0,157.000732421875,233.97216796875,23.769333195781858,21.705951585566407,21.257126578757997
159.0,233.0,159.002685546875,233.99658203125,23.981531522854613,21.942985127924807,21.56392420443027
161.0,233.0,161.004638671875,234.033203125,23.80053883211609,21.857653052675783,21.40293139095868
163.0,233.0,163.00048828125,233.99658203125,23.822382777550047,21.83869036928711,21.454570595279755
165.0,233.0,165.00244140625,233.984375,23.822382777550047,21.870294841601563,21.418119392229585
167.0,233.0,167.00439453125,233.984375,23.735006995814206,21.74387695234375,21.357367387145967
169.0,233.0,169.000244140625,233.984375,23.70380135947998,21.626940404780274,21.30876578307907
171.0,233.0,171.002197265625,233.9599609375,23.681957414046018,21.686988902177735,21.26320177926636
173.0,233.0,173.004150390625,233.92333984375,23.850467850250855,21.68382845494629,21.32395378434998
175.0,233.0,175.0,234.0087890625,23.73812755944763,21.459436701513674,21.008043357915163
177.0,233.0,177.001953125,233.984375,23.710042486746826,21.269809867626954,20.716433733513796
179.0,233.0,179.00390625,233.94775390625,23.413588941571653,20.811545019067385,20.36103450377463
181.0,233.0,181.005859375,233.935546875,23.678836850412598,20.67880623534668,20.13321448471106
183.0,233.0,183.001708984375,233.97216796875,23.466638523339842,20.195257808935548,19.72313845039664
185.0,233.0,185.003662109375,233.984375,23.728765868547363,20.128888417075196,19.589484039212678
145.0,234.0,145.001220703125,235.205078125,24.29670844983032,21.48155983213379,20.983742555881715
147.0,234.0,147.003173828125,235.11962890625,24.096992377291258,21.38674641519043,20.877426546985383
149.0,234.0,149.005126953125,235.21728515625,24.068907304590454,21.52264564614258,21.09309616503223
151.0,234.0,151.0009765625,235.205078125,24.103233504558105,21.620619510317383,21.144735369353302
153.0,234.0,153.0029296875,235.16845703125,24.281105631663205,21.908220208378907,21.487984198075747
155.0,234.0,155.0048828125,235.1318359375,24.10011294092468,21.829209027592775,21.454570595279755
157.0,234.0,157.000732421875,235.205078125,24.14068026815918,21.920861997304687,21.524435401125917
159.0,234.0,159.002685546875,235.107421875,24.02209885008911,21.96194781131348,21.457608195533936
161.0,234.0,161.004638671875,235.14404296875,24.05330448642334,21.99987317809082,21.60341300773462
163.0,234.0,163.00048828125,235.15625,23.77245375941528,21.693309796640627,21.32699138460416
165.0,234.0,165.00244140625,235.1318359375,24.134439140892333,22.072563464414063,21.64290181103897
167.0,234.0,167.00439453125,235.107421875,23.940964195620115,21.83869036928711,21.409006591467044
169.0,234.0,169.000244140625,235.1806640625,24.134439140892333,21.94614557515625,21.524435401125917
171.0,234.0,171.002197265625,235.1806640625,23.644510650444946,21.525806093374023,21.114359366811495
173.0,234.0,173.004150390625,235.15625,23.700680795846555,21.626940404780274,21.229788176470368
175.0,234.0,175.0,235.15625,23.828623904816894,21.63010085201172,21.23282577672455
177.0,234.0,177.001953125,235.16845703125,24.072027868223877,21.73755605788086,21.305728182824893
179.0,234.0,179.00390625,235.11962890625,23.80053883211609,21.295093445478518,20.82578734266431
181.0,234.0,181.005859375,235.1318359375,24.00025490465515,21.241365842543946,20.646568927667634
183.0,234.0,183.001708984375,235.16845703125,23.947205322886962,21.00433230018555,20.452162511400058
185.0,234.0,185.003662109375,235.1806640625,23.884794050218506,20.669324893652345,20.045124077339814
145.0,235.0,145.001220703125,235.986328125,24.52450959507019,21.487880726596682,20.93210335156064
147.0,235.0,147.003173828125,235.87646484375,24.20621210446106,21.443634465356446,20.92602815105228
149.0,235.0,149.005126953125,235.888671875,24.125077449992066,21.440474018125002,21.181186572403476
151.0,235.0,151.0009765625,235.8154296875,24.062666177323607,21.63010085201172,21.13258496833658
153.0,235.0,153.0029296875,236.0107421875,24.1843681590271,21.81972768589844,21.354329786891785
155.0,235.0,155.0048828125,235.9375,24.237417740795287,21.97458960023926,21.515322600363373
157.0,235.0,157.000732421875,235.9130859375,24.03146054098938,21.74387695234375,21.33306658511252
159.0,235.0,159.002685546875,235.6689453125,24.249899995328978,22.09468659503418,21.636826610530612
161.0,235.0,161.004638671875,235.888671875,24.115715759091795,22.072563464414063,21.676315413834963
163.0,235.0,163.00048828125,235.87646484375,24.249899995328978,22.265350745532228,21.813007425273103
165.0,235.0,165.00244140625,235.90087890625,24.003375468288574,21.971429153007815,21.548736203159365
167.0,235.0,167.00439453125,235.97412109375,23.73812755944763,21.83869036928711,21.393818590196137
169.0,235.0,169.000244140625,235.87646484375,23.775574323048705,21.6775075604834,21.29965298231653
171.0,235.0,171.002197265625,235.9619140625,23.937843631986695,21.81972768589844,21.481908997567384
173.0,235.0,173.004150390625,235.9375,23.86607066841797,21.81972768589844,21.405968991212863
175.0,235.0,175.0,236.02294921875,23.79117714121582,21.674347113251955,21.275352180283083
177.0,235.0,177.001953125,235.888671875,24.050183922789916,21.718593374492187,21.238900977232912
179.0,235.0,179.00390625,235.9375,23.919120250186158,21.513164304448242,21.044494560965333
181.0,235.0,181.005859375,235.90087890625,23.61330501411072,21.114947953286133,20.646568927667634
183.0,235.0,183.001708984375,235.986328125,23.962808141054076,21.26664942039551,20.752884936563966
185.0,235.0,185.003662109375,235.9130859375,23.603943323210448,20.486018954228516,20.00259767378128
145.0,236.0,145.001220703125,237.14599609375,24.21869435899475,21.118108400517578,20.588854522838197
147.0,236.0,147.003173828125,237.158203125,24.41528986790039,21.503682962753906,20.99893055715262
149.0,236.0,149.005126953125,237.0849609375,24.14068026815918,21.424671781967774,20.87135134647702
151.0,236.0,151.0009765625,237.04833984375,23.984652086488037,21.383585967958986,20.892614548256287
153.0,236.0,153.0029296875,237.1826171875,24.212453231727903,21.873455288833007,21.29661538206235
155.0,236.0,155.0048828125,237.07275390625,23.922240813819577,21.60481727416016,21.09613376528641
157.0,236.0,157.000732421875,237.12158203125,24.047063359156493,21.873455288833007,21.469758596550662
159.0,236.0,159.002685546875,237.12158203125,24.150041959059447,22.056761228256835,21.573037005192813
161.0,236.0,161.004638671875,236.9384765625,24.19372984992737,22.123130620117188,21.645939411293153
163.0,236.0,163.00048828125,237.060546875,23.59458163231018,21.639582193706055,21.229788176470368
165.0,236.0,165.00244140625,237.0361328125,23.77245375941528,21.766000082963867,21.381668189179415
167.0,236.0,167.00439453125,237.1337890625,23.769333195781858,21.905059761147463,21.481908997567384
169.0,236.0,169.000244140625,237.0849609375,23.881673486585083,21.955626916850587,21.478871397313203
171.0,236.0,171.002197265625,237.04833984375,23.922240813819577,22.078884358876955,21.685428214597504
173.0,236.0,173.004150390625,237.07275390625,24.075148431857297,22.050440333793947,21.652014611801516
175.0,236.0,175.0,237.04833984375,23.68507797767944,21.740716505112307,21.26927697977472
177.0,236.0,177.001953125,237.04833984375,24.146921395426023,22.037798544868163,21.615563408751346
179.0,236.0,179.00390625,236.99951171875,23.90039686838562,21.63642174647461,21.153848170115847
181.0,236.0,181.005859375,237.158203125,23.809900523016356,21.424671781967774,20.916915350289734
183.0,236.0,183.001708984375,237.060546875,24.17500646812683,21.491041173828126,21.020193758931885
185.0,236.0,185.003662109375,237.060546875,24.137559704525756,21.250847184238282,20.743772135801425
145.0,237.0,145.001220703125,237.8662109375,24.24053830442871,21.121268847749025,20.59796732360074
147.0,237.0,147.003173828125,237.9150390625,24.259261686229248,21.162354661757814,20.69517053173453
149.0,237.0,149.005126953125,237.80517578125,24.040822231889646,21.32669791779297,20.810599341393402
151.0,237.0,151.0009765625,237.8662109375,24.29670844983032,21.560571012919922,21.1295473680824
153.0,237.0,153.0029296875,237.87841796875,24.256141122595825,21.762839635732423,21.223712975962005
155.0,237.0,155.0048828125,237.890625,23.806779959382933,21.465757595976562,20.944253752577364
157.0,237.0,157.000732421875,237.8173828125,23.85982954115112,21.55425011845703,21.062720162490418
159.0,237.0,159.002685546875,237.90283203125,24.084510122757568,21.889257524990235,21.412044191721222
161.0,237.0,161.004638671875,237.890625,23.931602504719848,21.813406791435547,21.393818590196137
163.0,237.0,163.00048828125,237.8662109375,24.050183922789916,22.02199630871094,21.585187406209535
165.0,237.0,165.00244140625,237.7685546875,23.959687577420652,21.882936630527343,21.42723219299213
167.0,237.0,167.00439453125,237.8173828125,23.769333195781858,21.75651874126953,21.378630588925233
