idx,tag,stamp,data,name,di
0,7,2021-12-20 22:37:24.420000+00:00,24.391930041072694,L:D7TOR,82678
1,5,2021-12-20 22:37:24.420000+00:00,25.379168629680176,L:TO3IN,3834
2,1,2021-12-20 22:37:24.420000+00:00,176.8310546875,L:RFQPAH,256085
3,3,2021-12-20 22:37:24.420000+00:00,11.602783203125,L:D7LMSM,166543
4,8,2021-12-20 22:37:24.420000+00:00,0.2227783203125,L:D00LM,89506
5,9,2021-12-20 22:37:24.420000+00:00,0.3692626953125,L:D11LM,83525
6,10,2021-12-20 22:37:24.420000+00:00,-0.128173828125,L:D12LM,83526
7,11,2021-12-20 22:37:24.420000+00:00,0.23193359375,L:D13LM,83527
8,12,2021-12-20 22:37:24.420000+00:00,1.1322021484375,L:D14LM,83528
9,13,2021-12-20 22:37:24.420000+00:00,1.019287109375,L:D21LM,83529
10,14,2021-12-20 22:37:24.420000+00:00,0.0579833984375,L:D22LM,83530
11,15,2021-12-20 22:37:24.420000+00:00,0.2838134765625,L:D23LM,83531
12,16,2021-12-20 22:37:24.420000+00:00,0.439453125,L:D24LM,83532
13,17,2021-12-20 22:37:24.420000+00:00,0.7537841796875,L:D31LM,83533
14,18,2021-12-20 22:37:24.420000+00:00,0.0579833984375,L:D32LM,83534
15,19,2021-12-20 22:37:24.420000+00:00,0.592041015625,L:D33LM,83535
16,20,2021-12-20 22:37:24.420000+00:00,0.86669921875,L:D34LM,83536
17,21,2021-12-20 22:37:24.420000+00:00,0.091552734375,L:D41LM,83537
18,22,2021-12-20 22:37:24.420000+00:00,0.1373291015625,L:D42LM,83538
19,23,2021-12-20 22:37:24.420000+00:00,0.4302978515625,L:D43LM,83539
20,24,2021-12-20 22:37:24.420000+00:00,0.3143310546875,L:D44LM,83540
21,25,2021-12-20 22:37:24.420000+00:00,0.048828125,L:D51LM,83541
22,26,2021-12-20 22:37:24.420000+00:00,-0.103759765625,L:D52LM,83542
23,27,2021-12-20 22:37:24.420000+00:00,-0.03662109375,L:D53LM,83543
24,28,2021-12-20 22:37:24.420000+00:00,0.3814697265625,L:D54LM,83544
25,29,2021-12-20 22:37:24.420000+00:00,-0.0946044921875,L:D61LM,83545
26,30,2021-12-20 22:37:24.420000+00:00,0.18310546875,L:D62LM,83546
27,31,2021-12-20 22:37:24.420000+00:00,0.177001953125,L:D63LM,83547
28,32,2021-12-20 22:37:24.420000+00:00,1.37939453125,L:D64LM,83548
29,33,2021-12-20 22:37:24.420000+00:00,0.201416015625,L:D71LM,83549
30,34,2021-12-20 22:37:24.420000+00:00,0.47607421875,L:D72LM,83550
31,35,2021-12-20 22:37:24.420000+00:00,-0.067138671875,L:D73LM,83551
32,36,2021-12-20 22:37:24.420000+00:00,0.1220703125,L:D74LM,83552
33,6,2021-12-20 22:37:24.420000+00:00,24.80809526267047,L:TO5OUT,3961
34,0,2021-12-20 22:37:24.420000+00:00,229.3406982421875,L:RFBPAH,8505
35,4,2021-12-20 22:37:24.420000+00:00,26.499826375026853,L:TO1IN,3679
36,2,2021-12-20 22:37:24.421000+00:00,-31.965028762817383,L:V5QSET,226471
37,1,2021-12-20 22:37:24.487000+00:00,176.8310546875,L:RFQPAH,256085
38,7,2021-12-20 22:37:24.487000+00:00,24.370666839293428,L:D7TOR,82678
39,5,2021-12-20 22:37:24.487000+00:00,25.277625750547486,L:TO3IN,3834
40,6,2021-12-20 22:37:24.487000+00:00,24.829586094529724,L:TO5OUT,3961
41,0,2021-12-20 22:37:24.487000+00:00,234.2962646484375,L:RFBPAH,8505
42,4,2021-12-20 22:37:24.487000+00:00,26.48422355685974,L:TO1IN,3679
43,3,2021-12-20 22:37:24.487000+00:00,12.26806640625,L:D7LMSM,166543
44,8,2021-12-20 22:37:24.487000+00:00,0.3082275390625,L:D00LM,89506
45,9,2021-12-20 22:37:24.487000+00:00,0.4119873046875,L:D11LM,83525
46,10,2021-12-20 22:37:24.487000+00:00,-0.0640869140625,L:D12LM,83526
47,11,2021-12-20 22:37:24.487000+00:00,0.213623046875,L:D13LM,83527
48,12,2021-12-20 22:37:24.487000+00:00,1.4984130859375,L:D14LM,83528
49,13,2021-12-20 22:37:24.487000+00:00,1.37939453125,L:D21LM,83529
50,14,2021-12-20 22:37:24.487000+00:00,-0.0091552734375,L:D22LM,83530
51,15,2021-12-20 22:37:24.487000+00:00,0.4974365234375,L:D23LM,83531
52,16,2021-12-20 22:37:24.487000+00:00,0.299072265625,L:D24LM,83532
53,17,2021-12-20 22:37:24.487000+00:00,0.3753662109375,L:D31LM,83533
54,18,2021-12-20 22:37:24.487000+00:00,0.0579833984375,L:D32LM,83534
55,19,2021-12-20 22:37:24.487000+00:00,0.35400390625,L:D33LM,83535
56,20,2021-12-20 22:37:24.487000+00:00,0.84228515625,L:D34LM,83536
57,21,2021-12-20 22:37:24.487000+00:00,0.1434326171875,L:D41LM,83537
58,22,2021-12-20 22:37:24.487000+00:00,0.1220703125,L:D42LM,83538
59,23,2021-12-20 22:37:24.487000+00:00,0.35400390625,L:D43LM,83539
60,24,2021-12-20 22:37:24.487000+00:00,0.5645751953125,L:D44LM,83540
61,25,2021-12-20 22:37:24.487000+00:00,0.1312255859375,L:D51LM,83541
62,26,2021-12-20 22:37:24.487000+00:00,0.1556396484375,L:D52LM,83542
63,27,2021-12-20 22:37:24.487000+00:00,0.0274658203125,L:D53LM,83543
64,28,2021-12-20 22:37:24.487000+00:00,0.3662109375,L:D54LM,83544
65,29,2021-12-20 22:37:24.487000+00:00,0.1007080078125,L:D61LM,83545
66,30,2021-12-20 22:37:24.487000+00:00,0.3326416015625,L:D62LM,83546
67,31,2021-12-20 22:37:24.487000+00:00,-0.091552734375,L:D63LM,83547
68,32,2021-12-20 22:37:24.487000+00:00,1.226806640625,L:D64LM,83548
69,33,2021-12-20 22:37:24.487000+00:00,0.2716064453125,L:D71LM,83549
70,34,2021-12-20 22:37:24.487000+00:00,0.439453125,L:D72LM,83550
71,35,2021-12-20 22:37:24.487000+00:00,0.048828125,L:D73LM,83551
72,36,2021-12-20 22:37:24.487000+00:00,0.244140625,L:D74LM,83552
73,2,2021-12-20 22:37:24.488000+00:00,-31.965028762817383,L:V5QSET,226471
74,1,2021-12-20 22:37:24.554000+00:00,176.8310546875,L:RFQPAH,256085
75,7,2021-12-20 22:37:24.554000+00:00,24.255238029634555,L:D7TOR,82678
76,6,2021-12-20 22:37:24.554000+00:00,24.63309848895941,L:TO5OUT,3961
77,5,2021-12-20 22:37:24.554000+00:00,25.22849209935425,L:TO3IN,3834
78,3,2021-12-20 22:37:24.554000+00:00,11.43798828125,L:D7LMSM,166543
79,8,2021-12-20 22:37:24.554000+00:00,0.2410888671875,L:D00LM,89506
80,9,2021-12-20 22:37:24.554000+00:00,0.201416015625,L:D11LM,83525
81,10,2021-12-20 22:37:24.554000+00:00,-0.0335693359375,L:D12LM,83526
82,11,2021-12-20 22:37:24.554000+00:00,0.1678466796875,L:D13LM,83527
83,12,2021-12-20 22:37:24.554000+00:00,1.5899658203125,L:D14LM,83528
84,13,2021-12-20 22:37:24.554000+00:00,1.446533203125,L:D21LM,83529
85,14,2021-12-20 22:37:24.554000+00:00,0.1251220703125,L:D22LM,83530
86,15,2021-12-20 22:37:24.554000+00:00,0.225830078125,L:D23LM,83531
87,16,2021-12-20 22:37:24.554000+00:00,0.1312255859375,L:D24LM,83532
88,17,2021-12-20 22:37:24.554000+00:00,0.5218505859375,L:D31LM,83533
89,18,2021-12-20 22:37:24.554000+00:00,-0.1373291015625,L:D32LM,83534
90,19,2021-12-20 22:37:24.554000+00:00,0.518798828125,L:D33LM,83535
91,20,2021-12-20 22:37:24.554000+00:00,0.8514404296875,L:D34LM,83536
92,21,2021-12-20 22:37:24.554000+00:00,0.15869140625,L:D41LM,83537
93,22,2021-12-20 22:37:24.554000+00:00,0.3570556640625,L:D42LM,83538
94,23,2021-12-20 22:37:24.554000+00:00,0.5401611328125,L:D43LM,83539
95,24,2021-12-20 22:37:24.554000+00:00,0.1983642578125,L:D44LM,83540
96,25,2021-12-20 22:37:24.554000+00:00,0.128173828125,L:D51LM,83541
97,26,2021-12-20 22:37:24.554000+00:00,0.048828125,L:D52LM,83542
98,27,2021-12-20 22:37:24.554000+00:00,-0.054931640625,L:D53LM,83543
99,28,2021-12-20 22:37:24.554000+00:00,0.3326416015625,L:D54LM,83544
100,29,2021-12-20 22:37:24.554000+00:00,-0.1251220703125,L:D61LM,83545
101,30,2021-12-20 22:37:24.554000+00:00,0.2410888671875,L:D62LM,83546
102,31,2021-12-20 22:37:24.554000+00:00,0.018310546875,L:D63LM,83547
103,32,2021-12-20 22:37:24.554000+00:00,1.1199951171875,L:D64LM,83548
104,33,2021-12-20 22:37:24.554000+00:00,0.311279296875,L:D71LM,83549
105,34,2021-12-20 22:37:24.554000+00:00,0.421142578125,L:D72LM,83550
106,35,2021-12-20 22:37:24.554000+00:00,0.2166748046875,L:D73LM,83551
107,36,2021-12-20 22:37:24.554000+00:00,0.25634765625,L:D74LM,83552
108,0,2021-12-20 22:37:24.554000+00:00,234.18695068359375,L:RFBPAH,8505
109,4,2021-12-20 22:37:24.554000+00:00,26.48422355685974,L:TO1IN,3679
110,2,2021-12-20 22:37:24.554000+00:00,-31.965028762817383,L:V5QSET,226471
111,1,2021-12-20 22:37:24.620000+00:00,176.8310546875,L:RFQPAH,256085
112,7,2021-12-20 22:37:24.620000+00:00,24.06994441412952,L:D7TOR,82678
113,5,2021-12-20 22:37:24.620000+00:00,25.17280729466858,L:TO3IN,3834
114,6,2021-12-20 22:37:24.620000+00:00,24.580906468729797,L:TO5OUT,3961
115,3,2021-12-20 22:37:24.620000+00:00,12.237548828125,L:D7LMSM,166543
116,8,2021-12-20 22:37:24.620000+00:00,0.3265380859375,L:D00LM,89506
117,9,2021-12-20 22:37:24.620000+00:00,0.3173828125,L:D11LM,83525
118,10,2021-12-20 22:37:24.620000+00:00,0.0213623046875,L:D12LM,83526
119,11,2021-12-20 22:37:24.620000+00:00,0.13427734375,L:D13LM,83527
120,12,2021-12-20 22:37:24.620000+00:00,1.7547607421875,L:D14LM,83528
121,13,2021-12-20 22:37:24.620000+00:00,1.6021728515625,L:D21LM,83529
122,14,2021-12-20 22:37:24.620000+00:00,0.006103515625,L:D22LM,83530
123,15,2021-12-20 22:37:24.620000+00:00,0.1800537109375,L:D23LM,83531
124,16,2021-12-20 22:37:24.620000+00:00,0.421142578125,L:D24LM,83532
125,17,2021-12-20 22:37:24.620000+00:00,0.54931640625,L:D31LM,83533
126,18,2021-12-20 22:37:24.620000+00:00,-0.0396728515625,L:D32LM,83534
127,19,2021-12-20 22:37:24.620000+00:00,0.3997802734375,L:D33LM,83535
128,20,2021-12-20 22:37:24.620000+00:00,0.860595703125,L:D34LM,83536
129,21,2021-12-20 22:37:24.620000+00:00,0.1373291015625,L:D41LM,83537
130,22,2021-12-20 22:37:24.620000+00:00,0.048828125,L:D42LM,83538
131,23,2021-12-20 22:37:24.620000+00:00,0.469970703125,L:D43LM,83539
132,24,2021-12-20 22:37:24.620000+00:00,0.2410888671875,L:D44LM,83540
133,25,2021-12-20 22:37:24.620000+00:00,0.0732421875,L:D51LM,83541
134,26,2021-12-20 22:37:24.620000+00:00,0.1495361328125,L:D52LM,83542
135,27,2021-12-20 22:37:24.620000+00:00,-0.1739501953125,L:D53LM,83543
136,28,2021-12-20 22:37:24.620000+00:00,0.396728515625,L:D54LM,83544
137,29,2021-12-20 22:37:24.620000+00:00,-0.20751953125,L:D61LM,83545
138,30,2021-12-20 22:37:24.620000+00:00,0.421142578125,L:D62LM,83546
139,31,2021-12-20 22:37:24.620000+00:00,0.0244140625,L:D63LM,83547
140,32,2021-12-20 22:37:24.620000+00:00,1.1993408203125,L:D64LM,83548
141,33,2021-12-20 22:37:24.620000+00:00,0.299072265625,L:D71LM,83549
142,34,2021-12-20 22:37:24.620000+00:00,0.5340576171875,L:D72LM,83550
143,35,2021-12-20 22:37:24.620000+00:00,-0.0640869140625,L:D73LM,83551
144,36,2021-12-20 22:37:24.620000+00:00,0.238037109375,L:D74LM,83552
145,0,2021-12-20 22:37:24.620000+00:00,234.07763671875,L:RFBPAH,8505
146,4,2021-12-20 22:37:24.620000+00:00,26.378124393323365,L:TO1IN,3679
147,2,2021-12-20 22:37:24.621000+00:00,-31.965028762817383,L:V5QSET,226471
148,1,2021-12-20 22:37:24.687000+00:00,176.8310546875,L:RFQPAH,256085
149,7,2021-12-20 22:37:24.687000+00:00,24.227899627346925,L:D7TOR,82678
150,5,2021-12-20 22:37:24.687000+00:00,25.277625750547486,L:TO3IN,3834
151,6,2021-12-20 22:37:24.687000+00:00,24.709851459885314,L:TO5OUT,3961
152,0,2021-12-20 22:37:24.687000+00:00,233.96832275390625,L:RFBPAH,8505
153,4,2021-12-20 22:37:24.687000+00:00,26.474861865959472,L:TO1IN,3679
154,3,2021-12-20 22:37:24.687000+00:00,14.678955078125,L:D7LMSM,166543
155,8,2021-12-20 22:37:24.687000+00:00,0.3448486328125,L:D00LM,89506
156,9,2021-12-20 22:37:24.687000+00:00,0.3662109375,L:D11LM,83525
157,10,2021-12-20 22:37:24.687000+00:00,0.018310546875,L:D12LM,83526
158,11,2021-12-20 22:37:24.687000+00:00,0.2410888671875,L:D13LM,83527
159,12,2021-12-20 22:37:24.687000+00:00,1.6204833984375,L:D14LM,83528
160,13,2021-12-20 22:37:24.687000+00:00,1.7852783203125,L:D21LM,83529
161,14,2021-12-20 22:37:24.687000+00:00,0.030517578125,L:D22LM,83530
162,15,2021-12-20 22:37:24.687000+00:00,0.2777099609375,L:D23LM,83531
163,16,2021-12-20 22:37:24.687000+00:00,0.2471923828125,L:D24LM,83532
164,17,2021-12-20 22:37:24.687000+00:00,0.84228515625,L:D31LM,83533
165,18,2021-12-20 22:37:24.687000+00:00,0.06103515625,L:D32LM,83534
166,19,2021-12-20 22:37:24.687000+00:00,0.6072998046875,L:D33LM,83535
167,20,2021-12-20 22:37:24.687000+00:00,1.129150390625,L:D34LM,83536
168,21,2021-12-20 22:37:24.687000+00:00,0.1953125,L:D41LM,83537
169,22,2021-12-20 22:37:24.687000+00:00,0.0518798828125,L:D42LM,83538
170,23,2021-12-20 22:37:24.687000+00:00,0.8392333984375,L:D43LM,83539
171,24,2021-12-20 22:37:24.687000+00:00,0.2288818359375,L:D44LM,83540
172,25,2021-12-20 22:37:24.687000+00:00,0.238037109375,L:D51LM,83541
173,26,2021-12-20 22:37:24.687000+00:00,0.3143310546875,L:D52LM,83542
174,27,2021-12-20 22:37:24.687000+00:00,0.0640869140625,L:D53LM,83543
175,28,2021-12-20 22:37:24.687000+00:00,0.3448486328125,L:D54LM,83544
176,29,2021-12-20 22:37:24.687000+00:00,-0.0823974609375,L:D61LM,83545
177,30,2021-12-20 22:37:24.687000+00:00,0.3173828125,L:D62LM,83546
178,31,2021-12-20 22:37:24.687000+00:00,-0.0213623046875,L:D63LM,83547
179,32,2021-12-20 22:37:24.687000+00:00,1.318359375,L:D64LM,83548
180,33,2021-12-20 22:37:24.687000+00:00,0.30517578125,L:D71LM,83549
181,34,2021-12-20 22:37:24.687000+00:00,0.4486083984375,L:D72LM,83550
182,35,2021-12-20 22:37:24.687000+00:00,-0.0274658203125,L:D73LM,83551
183,36,2021-12-20 22:37:24.687000+00:00,0.1495361328125,L:D74LM,83552
184,2,2021-12-20 22:37:24.688000+00:00,-31.965028762817383,L:V5QSET,226471
185,1,2021-12-20 22:37:24.754000+00:00,176.8310546875,L:RFQPAH,256085
186,7,2021-12-20 22:37:24.754000+00:00,24.048681212350253,L:D7TOR,82678
187,5,2021-12-20 22:37:24.754000+00:00,25.17280729466858,L:TO3IN,3834
188,6,2021-12-20 22:37:24.754000+00:00,24.5302495079187,L:TO5OUT,3961
189,0,2021-12-20 22:37:24.754000+00:00,233.8590087890625,L:RFBPAH,8505
190,4,2021-12-20 22:37:24.754000+00:00,26.281386920687254,L:TO1IN,3679
191,3,2021-12-20 22:37:24.754000+00:00,13.19580078125,L:D7LMSM,166543
192,8,2021-12-20 22:37:24.754000+00:00,0.189208984375,L:D00LM,89506
193,9,2021-12-20 22:37:24.754000+00:00,0.3936767578125,L:D11LM,83525
194,10,2021-12-20 22:37:24.754000+00:00,-0.0244140625,L:D12LM,83526
195,11,2021-12-20 22:37:24.754000+00:00,0.2593994140625,L:D13LM,83527
196,12,2021-12-20 22:37:24.754000+00:00,1.94091796875,L:D14LM,83528
197,13,2021-12-20 22:37:24.754000+00:00,1.409912109375,L:D21LM,83529
198,14,2021-12-20 22:37:24.754000+00:00,0.0213623046875,L:D22LM,83530
199,15,2021-12-20 22:37:24.754000+00:00,0.177001953125,L:D23LM,83531
200,16,2021-12-20 22:37:24.754000+00:00,0.2777099609375,L:D24LM,83532
201,17,2021-12-20 22:37:24.754000+00:00,0.6378173828125,L:D31LM,83533
202,18,2021-12-20 22:37:24.754000+00:00,0.03662109375,L:D32LM,83534
203,19,2021-12-20 22:37:24.754000+00:00,0.37841796875,L:D33LM,83535
204,20,2021-12-20 22:37:24.754000+00:00,1.0009765625,L:D34LM,83536
205,21,2021-12-20 22:37:24.754000+00:00,0.2197265625,L:D41LM,83537
206,22,2021-12-20 22:37:24.754000+00:00,0.1190185546875,L:D42LM,83538
207,23,2021-12-20 22:37:24.754000+00:00,0.372314453125,L:D43LM,83539
208,24,2021-12-20 22:37:24.754000+00:00,0.2960205078125,L:D44LM,83540
209,25,2021-12-20 22:37:24.754000+00:00,0.1953125,L:D51LM,83541
210,26,2021-12-20 22:37:24.754000+00:00,0.1556396484375,L:D52LM,83542
211,27,2021-12-20 22:37:24.754000+00:00,-0.06103515625,L:D53LM,83543
212,28,2021-12-20 22:37:24.754000+00:00,0.6256103515625,L:D54LM,83544
213,29,2021-12-20 22:37:24.754000+00:00,-0.0396728515625,L:D61LM,83545
214,30,2021-12-20 22:37:24.754000+00:00,0.299072265625,L:D62LM,83546
215,31,2021-12-20 22:37:24.754000+00:00,0.067138671875,L:D63LM,83547
216,32,2021-12-20 22:37:24.754000+00:00,1.1871337890625,L:D64LM,83548
217,33,2021-12-20 22:37:24.754000+00:00,0.2655029296875,L:D71LM,83549
218,34,2021-12-20 22:37:24.754000+00:00,0.5157470703125,L:D72LM,83550
219,35,2021-12-20 22:37:24.754000+00:00,-0.0030517578125,L:D73LM,83551
220,36,2021-12-20 22:37:24.754000+00:00,0.042724609375,L:D74LM,83552
221,2,2021-12-20 22:37:24.754000+00:00,-31.965028762817383,L:V5QSET,226471
222,1,2021-12-20 22:37:24.821000+00:00,176.8310546875,L:RFQPAH,256085
223,7,2021-12-20 22:37:24.821000+00:00,24.285614032176362,L:D7TOR,82678
224,5,2021-12-20 22:37:24.821000+00:00,25.326759401740723,L:TO3IN,3834
225,6,2021-12-20 22:37:24.821000+00:00,24.78353431197418,L:TO5OUT,3961
226,3,2021-12-20 22:37:24.821000+00:00,11.419677734375,L:D7LMSM,166543
227,8,2021-12-20 22:37:24.821000+00:00,0.2166748046875,L:D00LM,89506
228,9,2021-12-20 22:37:24.821000+00:00,0.3173828125,L:D11LM,83525
229,10,2021-12-20 22:37:24.821000+00:00,-0.128173828125,L:D12LM,83526
230,11,2021-12-20 22:37:24.821000+00:00,0.13427734375,L:D13LM,83527
231,12,2021-12-20 22:37:24.821000+00:00,1.8310546875,L:D14LM,83528
232,13,2021-12-20 22:37:24.821000+00:00,1.5380859375,L:D21LM,83529
233,14,2021-12-20 22:37:24.821000+00:00,0.079345703125,L:D22LM,83530
234,15,2021-12-20 22:37:24.821000+00:00,0.25634765625,L:D23LM,83531
235,16,2021-12-20 22:37:24.821000+00:00,0.311279296875,L:D24LM,83532
236,17,2021-12-20 22:37:24.821000+00:00,0.4302978515625,L:D31LM,83533
237,18,2021-12-20 22:37:24.821000+00:00,0.030517578125,L:D32LM,83534
238,19,2021-12-20 22:37:24.821000+00:00,0.433349609375,L:D33LM,83535
239,20,2021-12-20 22:37:24.821000+00:00,0.8453369140625,L:D34LM,83536
240,21,2021-12-20 22:37:24.821000+00:00,0.1708984375,L:D41LM,83537
241,22,2021-12-20 22:37:24.821000+00:00,0.0701904296875,L:D42LM,83538
242,23,2021-12-20 22:37:24.821000+00:00,0.433349609375,L:D43LM,83539
243,24,2021-12-20 22:37:24.821000+00:00,0.213623046875,L:D44LM,83540
244,25,2021-12-20 22:37:24.821000+00:00,0.189208984375,L:D51LM,83541
245,26,2021-12-20 22:37:24.821000+00:00,0.1068115234375,L:D52LM,83542
246,27,2021-12-20 22:37:24.821000+00:00,-0.1953125,L:D53LM,83543
247,28,2021-12-20 22:37:24.821000+00:00,0.4058837890625,L:D54LM,83544
248,29,2021-12-20 22:37:24.821000+00:00,0.0244140625,L:D61LM,83545
249,30,2021-12-20 22:37:24.821000+00:00,0.18310546875,L:D62LM,83546
