idx,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:TO3IN,L:TO3IN Timestamp,L:RFQPAH,L:RFQPAH Timestamp,L:D7TOR,L:D7TOR Timestamp,L:TO5OUT,L:TO5OUT Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:V5QSET,L:V5QSET Timestamp
59,14.971923828125,2021-11-28 22:32:45.183000+00:00,0.52490234375,2021-11-28 22:32:45.183000+00:00,0.0640869140625,2021-11-28 22:32:45.183000+00:00,-0.0335693359375,2021-11-28 22:32:45.183000+00:00,-0.140380859375,2021-11-28 22:32:45.183000+00:00,2.337646484375,2021-11-28 22:32:45.183000+00:00,1.605224609375,2021-11-28 22:32:45.183000+00:00,-0.06103515625,2021-11-28 22:32:45.183000+00:00,0.06103515625,2021-11-28 22:32:45.183000+00:00,0.6195068359375,2021-11-28 22:32:45.183000+00:00,1.79443359375,2021-11-28 22:32:45.183000+00:00,0.189208984375,2021-11-28 22:32:45.183000+00:00,0.958251953125,2021-11-28 22:32:45.183000+00:00,0.8941650390625,2021-11-28 22:32:45.183000+00:00,0.0518798828125,2021-11-28 22:32:45.183000+00:00,0.1251220703125,2021-11-28 22:32:45.183000+00:00,0.2899169921875,2021-11-28 22:32:45.183000+00:00,0.10986328125,2021-11-28 22:32:45.183000+00:00,0.213623046875,2021-11-28 22:32:45.183000+00:00,0.0,2021-11-28 22:32:45.183000+00:00,0.0701904296875,2021-11-28 22:32:45.183000+00:00,0.3997802734375,2021-11-28 22:32:45.183000+00:00,-0.01220703125,2021-11-28 22:32:45.183000+00:00,-0.0274658203125,2021-11-28 22:32:45.183000+00:00,0.1129150390625,2021-11-28 22:32:45.183000+00:00,0.738525390625,2021-11-28 22:32:45.183000+00:00,0.335693359375,2021-11-28 22:32:45.183000+00:00,0.164794921875,2021-11-28 22:32:45.183000+00:00,-0.048828125,2021-11-28 22:32:45.183000+00:00,0.1190185546875,2021-11-28 22:32:45.183000+00:00,24.9074855782251,2021-11-28 22:32:45.183000+00:00,170.83740234375,2021-11-28 22:32:45.183000+00:00,23.90895160065793,2021-11-28 22:32:45.183000+00:00,24.385953922578,2021-11-28 22:32:45.183000+00:00,227.60009765625,2021-11-28 22:32:45.183000+00:00,26.1784083207843,2021-11-28 22:32:45.183000+00:00,-31.899999618530277,2021-11-28 22:32:45.184000+00:00
60,15.972900390625,2021-11-28 22:32:45.250000+00:00,0.4852294921875,2021-11-28 22:32:45.250000+00:00,0.3875732421875,2021-11-28 22:32:45.250000+00:00,-0.0701904296875,2021-11-28 22:32:45.250000+00:00,-0.006103515625,2021-11-28 22:32:45.250000+00:00,2.606201171875,2021-11-28 22:32:45.250000+00:00,1.678466796875,2021-11-28 22:32:45.250000+00:00,0.13427734375,2021-11-28 22:32:45.250000+00:00,0.091552734375,2021-11-28 22:32:45.250000+00:00,0.5096435546875,2021-11-28 22:32:45.250000+00:00,2.093505859375,2021-11-28 22:32:45.250000+00:00,0.213623046875,2021-11-28 22:32:45.250000+00:00,0.9552001953125,2021-11-28 22:32:45.250000+00:00,1.06201171875,2021-11-28 22:32:45.250000+00:00,-0.0030517578125,2021-11-28 22:32:45.250000+00:00,0.0885009765625,2021-11-28 22:32:45.250000+00:00,0.262451171875,2021-11-28 22:32:45.250000+00:00,-0.042724609375,2021-11-28 22:32:45.250000+00:00,0.164794921875,2021-11-28 22:32:45.250000+00:00,0.06103515625,2021-11-28 22:32:45.250000+00:00,0.18310546875,2021-11-28 22:32:45.250000+00:00,0.47607421875,2021-11-28 22:32:45.250000+00:00,-0.146484375,2021-11-28 22:32:45.250000+00:00,0.079345703125,2021-11-28 22:32:45.250000+00:00,0.0213623046875,2021-11-28 22:32:45.250000+00:00,0.6591796875,2021-11-28 22:32:45.250000+00:00,0.225830078125,2021-11-28 22:32:45.250000+00:00,0.1708984375,2021-11-28 22:32:45.250000+00:00,-0.0274658203125,2021-11-28 22:32:45.250000+00:00,0.2960205078125,2021-11-28 22:32:45.250000+00:00,25.25142113657776,2021-11-28 22:32:45.250000+00:00,170.73974609375,2021-11-28 22:32:45.250000+00:00,24.18233562353421,2021-11-28 22:32:45.250000+00:00,24.70524628162976,2021-11-28 22:32:45.250000+00:00,227.47802734375,2021-11-28 22:32:45.250000+00:00,26.481102993226315,2021-11-28 22:32:45.250000+00:00,-31.899999618530277,2021-11-28 22:32:45.250000+00:00
61,15.155029296875,2021-11-28 22:32:45.316000+00:00,0.689697265625,2021-11-28 22:32:45.316000+00:00,0.1922607421875,2021-11-28 22:32:45.316000+00:00,-0.0335693359375,2021-11-28 22:32:45.316000+00:00,-0.0732421875,2021-11-28 22:32:45.316000+00:00,2.496337890625,2021-11-28 22:32:45.316000+00:00,1.4404296875,2021-11-28 22:32:45.316000+00:00,0.079345703125,2021-11-28 22:32:45.316000+00:00,-0.1007080078125,2021-11-28 22:32:45.316000+00:00,0.6683349609375,2021-11-28 22:32:45.316000+00:00,1.59912109375,2021-11-28 22:32:45.316000+00:00,0.250244140625,2021-11-28 22:32:45.316000+00:00,0.9552001953125,2021-11-28 22:32:45.316000+00:00,0.6805419921875,2021-11-28 22:32:45.316000+00:00,0.0244140625,2021-11-28 22:32:45.316000+00:00,0.1953125,2021-11-28 22:32:45.316000+00:00,0.3326416015625,2021-11-28 22:32:45.316000+00:00,0.103759765625,2021-11-28 22:32:45.316000+00:00,0.0823974609375,2021-11-28 22:32:45.316000+00:00,0.0335693359375,2021-11-28 22:32:45.316000+00:00,0.15869140625,2021-11-28 22:32:45.316000+00:00,0.37841796875,2021-11-28 22:32:45.316000+00:00,0.1861572265625,2021-11-28 22:32:45.316000+00:00,0.018310546875,2021-11-28 22:32:45.316000+00:00,0.0732421875,2021-11-28 22:32:45.316000+00:00,0.714111328125,2021-11-28 22:32:45.316000+00:00,0.1739501953125,2021-11-28 22:32:45.316000+00:00,0.146484375,2021-11-28 22:32:45.316000+00:00,0.030517578125,2021-11-28 22:32:45.316000+00:00,0.079345703125,2021-11-28 22:32:45.316000+00:00,24.992650573626708,2021-11-28 22:32:45.316000+00:00,170.64208984375,2021-11-28 22:32:45.316000+00:00,23.93629000294556,2021-11-28 22:32:45.316000+00:00,24.445821239900205,2021-11-28 22:32:45.316000+00:00,227.6123046875,2021-11-28 22:32:45.316000+00:00,26.31259255702148,2021-11-28 22:32:45.316000+00:00,-31.899999618530277,2021-11-28 22:32:45.317000+00:00
62,14.300537109375,2021-11-28 22:32:45.383000+00:00,0.5584716796875,2021-11-28 22:32:45.383000+00:00,0.37841796875,2021-11-28 22:32:45.383000+00:00,0.042724609375,2021-11-28 22:32:45.383000+00:00,0.08544921875,2021-11-28 22:32:45.383000+00:00,2.4658203125,2021-11-28 22:32:45.383000+00:00,1.5960693359375,2021-11-28 22:32:45.383000+00:00,-0.0762939453125,2021-11-28 22:32:45.383000+00:00,0.1617431640625,2021-11-28 22:32:45.383000+00:00,0.6805419921875,2021-11-28 22:32:45.383000+00:00,1.593017578125,2021-11-28 22:32:45.383000+00:00,0.13427734375,2021-11-28 22:32:45.383000+00:00,0.9124755859375,2021-11-28 22:32:45.383000+00:00,0.64697265625,2021-11-28 22:32:45.383000+00:00,0.2349853515625,2021-11-28 22:32:45.383000+00:00,0.1373291015625,2021-11-28 22:32:45.383000+00:00,0.4180908203125,2021-11-28 22:32:45.383000+00:00,-0.042724609375,2021-11-28 22:32:45.383000+00:00,0.103759765625,2021-11-28 22:32:45.383000+00:00,0.1312255859375,2021-11-28 22:32:45.383000+00:00,0.1739501953125,2021-11-28 22:32:45.383000+00:00,0.3692626953125,2021-11-28 22:32:45.383000+00:00,-0.28076171875,2021-11-28 22:32:45.383000+00:00,-0.15869140625,2021-11-28 22:32:45.383000+00:00,0.1556396484375,2021-11-28 22:32:45.383000+00:00,0.5706787109375,2021-11-28 22:32:45.383000+00:00,0.177001953125,2021-11-28 22:32:45.383000+00:00,0.18310546875,2021-11-28 22:32:45.383000+00:00,-0.079345703125,2021-11-28 22:32:45.383000+00:00,0.2288818359375,2021-11-28 22:32:45.383000+00:00,25.012304034104005,2021-11-28 22:32:45.383000+00:00,170.54443359375,2021-11-28 22:32:45.383000+00:00,23.93629000294556,2021-11-28 22:32:45.383000+00:00,24.455031596411317,2021-11-28 22:32:45.383000+00:00,227.5634765625,2021-11-28 22:32:45.383000+00:00,26.296989738854368,2021-11-28 22:32:45.383000+00:00,-31.899999618530277,2021-11-28 22:32:45.384000+00:00
63,16.4306640625,2021-11-28 22:32:45.450000+00:00,0.5340576171875,2021-11-28 22:32:45.450000+00:00,0.3814697265625,2021-11-28 22:32:45.450000+00:00,0.0396728515625,2021-11-28 22:32:45.450000+00:00,0.140380859375,2021-11-28 22:32:45.450000+00:00,2.4169921875,2021-11-28 22:32:45.450000+00:00,1.513671875,2021-11-28 22:32:45.450000+00:00,-0.311279296875,2021-11-28 22:32:45.450000+00:00,0.4119873046875,2021-11-28 22:32:45.450000+00:00,0.616455078125,2021-11-28 22:32:45.450000+00:00,2.11181640625,2021-11-28 22:32:45.450000+00:00,0.1800537109375,2021-11-28 22:32:45.450000+00:00,0.897216796875,2021-11-28 22:32:45.450000+00:00,0.89111328125,2021-11-28 22:32:45.450000+00:00,-0.0030517578125,2021-11-28 22:32:45.450000+00:00,0.06103515625,2021-11-28 22:32:45.450000+00:00,0.4974365234375,2021-11-28 22:32:45.450000+00:00,0.0885009765625,2021-11-28 22:32:45.450000+00:00,0.2685546875,2021-11-28 22:32:45.450000+00:00,0.0701904296875,2021-11-28 22:32:45.450000+00:00,0.48828125,2021-11-28 22:32:45.450000+00:00,0.3997802734375,2021-11-28 22:32:45.450000+00:00,-0.0823974609375,2021-11-28 22:32:45.450000+00:00,-0.2166748046875,2021-11-28 22:32:45.450000+00:00,0.048828125,2021-11-28 22:32:45.450000+00:00,0.7476806640625,2021-11-28 22:32:45.450000+00:00,-0.0457763671875,2021-11-28 22:32:45.450000+00:00,0.1556396484375,2021-11-28 22:32:45.450000+00:00,0.0091552734375,2021-11-28 22:32:45.450000+00:00,0.2532958984375,2021-11-28 22:32:45.450000+00:00,25.16625614117615,2021-11-28 22:32:45.450000+00:00,170.44677734375,2021-11-28 22:32:45.450000+00:00,24.11854601819641,2021-11-28 22:32:45.450000+00:00,24.64844908314459,2021-11-28 22:32:45.450000+00:00,227.57568359375,2021-11-28 22:32:45.450000+00:00,26.381244956956785,2021-11-28 22:32:45.450000+00:00,-31.899999618530277,2021-11-28 22:32:45.450000+00:00
64,16.357421875,2021-11-28 22:32:45.516000+00:00,0.4364013671875,2021-11-28 22:32:45.516000+00:00,0.35400390625,2021-11-28 22:32:45.516000+00:00,0.006103515625,2021-11-28 22:32:45.516000+00:00,-0.054931640625,2021-11-28 22:32:45.516000+00:00,2.50244140625,2021-11-28 22:32:45.516000+00:00,1.470947265625,2021-11-28 22:32:45.516000+00:00,-0.47607421875,2021-11-28 22:32:45.516000+00:00,0.457763671875,2021-11-28 22:32:45.516000+00:00,0.6622314453125,2021-11-28 22:32:45.516000+00:00,1.8157958984375,2021-11-28 22:32:45.516000+00:00,0.115966796875,2021-11-28 22:32:45.516000+00:00,1.1260986328125,2021-11-28 22:32:45.516000+00:00,0.9246826171875,2021-11-28 22:32:45.516000+00:00,0.0396728515625,2021-11-28 22:32:45.516000+00:00,0.103759765625,2021-11-28 22:32:45.516000+00:00,0.4241943359375,2021-11-28 22:32:45.516000+00:00,0.2044677734375,2021-11-28 22:32:45.516000+00:00,0.0946044921875,2021-11-28 22:32:45.516000+00:00,-0.01220703125,2021-11-28 22:32:45.516000+00:00,0.3082275390625,2021-11-28 22:32:45.516000+00:00,0.3662109375,2021-11-28 22:32:45.516000+00:00,0.3570556640625,2021-11-28 22:32:45.516000+00:00,-0.0152587890625,2021-11-28 22:32:45.516000+00:00,-0.0518798828125,2021-11-28 22:32:45.516000+00:00,0.592041015625,2021-11-28 22:32:45.516000+00:00,0.1556396484375,2021-11-28 22:32:45.516000+00:00,0.250244140625,2021-11-28 22:32:45.516000+00:00,0.0518798828125,2021-11-28 22:32:45.516000+00:00,0.29296875,2021-11-28 22:32:45.516000+00:00,24.86162750377808,2021-11-28 22:32:45.516000+00:00,170.34912109375,2021-11-28 22:32:45.516000+00:00,23.787447590490693,2021-11-28 22:32:45.516000+00:00,24.28310494153729,2021-11-28 22:32:45.516000+00:00,227.52685546875,2021-11-28 22:32:45.516000+00:00,26.081670848148192,2021-11-28 22:32:45.516000+00:00,-31.899999618530277,2021-11-28 22:32:45.517000+00:00
65,14.66064453125,2021-11-28 22:32:45.583000+00:00,0.50048828125,2021-11-28 22:32:45.583000+00:00,0.2197265625,2021-11-28 22:32:45.583000+00:00,-0.201416015625,2021-11-28 22:32:45.583000+00:00,0.018310546875,2021-11-28 22:32:45.583000+00:00,2.50244140625,2021-11-28 22:32:45.583000+00:00,1.6265869140625,2021-11-28 22:32:45.583000+00:00,-0.1251220703125,2021-11-28 22:32:45.583000+00:00,0.0335693359375,2021-11-28 22:32:45.583000+00:00,0.7598876953125,2021-11-28 22:32:45.583000+00:00,1.434326171875,2021-11-28 22:32:45.583000+00:00,0.15869140625,2021-11-28 22:32:45.583000+00:00,0.8453369140625,2021-11-28 22:32:45.583000+00:00,1.007080078125,2021-11-28 22:32:45.583000+00:00,0.1739501953125,2021-11-28 22:32:45.583000+00:00,0.1312255859375,2021-11-28 22:32:45.583000+00:00,0.1434326171875,2021-11-28 22:32:45.583000+00:00,0.0823974609375,2021-11-28 22:32:45.583000+00:00,0.1373291015625,2021-11-28 22:32:45.583000+00:00,0.006103515625,2021-11-28 22:32:45.583000+00:00,0.286865234375,2021-11-28 22:32:45.583000+00:00,0.811767578125,2021-11-28 22:32:45.583000+00:00,-0.018310546875,2021-11-28 22:32:45.583000+00:00,-0.4241943359375,2021-11-28 22:32:45.583000+00:00,0.0518798828125,2021-11-28 22:32:45.583000+00:00,0.7476806640625,2021-11-28 22:32:45.583000+00:00,0.1708984375,2021-11-28 22:32:45.583000+00:00,0.2166748046875,2021-11-28 22:32:45.583000+00:00,-0.103759765625,2021-11-28 22:32:45.583000+00:00,0.1556396484375,2021-11-28 22:32:45.583000+00:00,25.04505980156616,2021-11-28 22:32:45.583000+00:00,170.25146484375,2021-11-28 22:32:45.583000+00:00,23.893763599387025,2021-11-28 22:32:45.583000+00:00,24.462706893503903,2021-11-28 22:32:45.583000+00:00,227.587890625,2021-11-28 22:32:45.583000+00:00,26.2876280479541,2021-11-28 22:32:45.583000+00:00,-31.899999618530277,2021-11-28 22:32:45.584000+00:00
66,16.021728515625,2021-11-28 22:32:45.650000+00:00,0.4669189453125,2021-11-28 22:32:45.650000+00:00,0.408935546875,2021-11-28 22:32:45.650000+00:00,0.1373291015625,2021-11-28 22:32:45.650000+00:00,-0.067138671875,2021-11-28 22:32:45.650000+00:00,2.6153564453125,2021-11-28 22:32:45.650000+00:00,1.654052734375,2021-11-28 22:32:45.650000+00:00,-0.09765625,2021-11-28 22:32:45.650000+00:00,0.140380859375,2021-11-28 22:32:45.650000+00:00,0.7415771484375,2021-11-28 22:32:45.650000+00:00,1.708984375,2021-11-28 22:32:45.650000+00:00,0.164794921875,2021-11-28 22:32:45.650000+00:00,0.7659912109375,2021-11-28 22:32:45.650000+00:00,1.220703125,2021-11-28 22:32:45.650000+00:00,0.0518798828125,2021-11-28 22:32:45.650000+00:00,0.067138671875,2021-11-28 22:32:45.650000+00:00,0.4302978515625,2021-11-28 22:32:45.650000+00:00,0.018310546875,2021-11-28 22:32:45.650000+00:00,0.1800537109375,2021-11-28 22:32:45.650000+00:00,-0.0335693359375,2021-11-28 22:32:45.650000+00:00,0.2716064453125,2021-11-28 22:32:45.650000+00:00,0.543212890625,2021-11-28 22:32:45.650000+00:00,0.0091552734375,2021-11-28 22:32:45.650000+00:00,0.115966796875,2021-11-28 22:32:45.650000+00:00,-0.1007080078125,2021-11-28 22:32:45.650000+00:00,0.5401611328125,2021-11-28 22:32:45.650000+00:00,0.054931640625,2021-11-28 22:32:45.650000+00:00,0.1556396484375,2021-11-28 22:32:45.650000+00:00,-0.0885009765625,2021-11-28 22:32:45.650000+00:00,0.1007080078125,2021-11-28 22:32:45.650000+00:00,25.51674285302124,2021-11-28 22:32:45.650000+00:00,170.15380859375,2021-11-28 22:32:45.650000+00:00,24.431418844377045,2021-11-28 22:32:45.650000+00:00,24.961601204522275,2021-11-28 22:32:45.650000+00:00,227.55126953125,2021-11-28 22:32:45.650000+00:00,26.777556538401488,2021-11-28 22:32:45.650000+00:00,-31.899999618530277,2021-11-28 22:32:45.650000+00:00
67,16.607666015625,2021-11-28 22:32:45.716000+00:00,0.54931640625,2021-11-28 22:32:45.716000+00:00,0.2471923828125,2021-11-28 22:32:45.716000+00:00,0.18310546875,2021-11-28 22:32:45.716000+00:00,-0.0091552734375,2021-11-28 22:32:45.716000+00:00,2.8564453125,2021-11-28 22:32:45.716000+00:00,1.6754150390625,2021-11-28 22:32:45.716000+00:00,-0.1739501953125,2021-11-28 22:32:45.716000+00:00,0.4791259765625,2021-11-28 22:32:45.716000+00:00,0.68359375,2021-11-28 22:32:45.716000+00:00,2.0050048828125,2021-11-28 22:32:45.716000+00:00,0.15869140625,2021-11-28 22:32:45.716000+00:00,1.0986328125,2021-11-28 22:32:45.716000+00:00,0.9765625,2021-11-28 22:32:45.716000+00:00,0.1678466796875,2021-11-28 22:32:45.716000+00:00,0.0732421875,2021-11-28 22:32:45.716000+00:00,0.3265380859375,2021-11-28 22:32:45.716000+00:00,0.1190185546875,2021-11-28 22:32:45.716000+00:00,0.1556396484375,2021-11-28 22:32:45.716000+00:00,-0.0762939453125,2021-11-28 22:32:45.716000+00:00,0.0823974609375,2021-11-28 22:32:45.716000+00:00,0.4058837890625,2021-11-28 22:32:45.716000+00:00,-0.067138671875,2021-11-28 22:32:45.716000+00:00,-0.0946044921875,2021-11-28 22:32:45.716000+00:00,-0.0335693359375,2021-11-28 22:32:45.716000+00:00,0.6805419921875,2021-11-28 22:32:45.716000+00:00,0.0244140625,2021-11-28 22:32:45.716000+00:00,0.3021240234375,2021-11-28 22:32:45.716000+00:00,0.0762939453125,2021-11-28 22:32:45.716000+00:00,-0.0152587890625,2021-11-28 22:32:45.716000+00:00,25.0319574945813,2021-11-28 22:32:45.716000+00:00,170.05615234375,2021-11-28 22:32:45.716000+00:00,23.945402803708102,2021-11-28 22:32:45.716000+00:00,24.502618438385376,2021-11-28 22:32:45.716000+00:00,227.5634765625,2021-11-28 22:32:45.716000+00:00,26.31883368428833,2021-11-28 22:32:45.716000+00:00,-31.899999618530277,2021-11-28 22:32:45.717000+00:00
68,15.44189453125,2021-11-28 22:32:45.783000+00:00,0.57373046875,2021-11-28 22:32:45.783000+00:00,0.274658203125,2021-11-28 22:32:45.783000+00:00,-0.0274658203125,2021-11-28 22:32:45.783000+00:00,-0.1312255859375,2021-11-28 22:32:45.783000+00:00,2.6763916015625,2021-11-28 22:32:45.783000+00:00,1.7608642578125,2021-11-28 22:32:45.783000+00:00,-0.0823974609375,2021-11-28 22:32:45.783000+00:00,0.1068115234375,2021-11-28 22:32:45.783000+00:00,0.74462890625,2021-11-28 22:32:45.783000+00:00,1.5625,2021-11-28 22:32:45.783000+00:00,0.0518798828125,2021-11-28 22:32:45.783000+00:00,0.9490966796875,2021-11-28 22:32:45.783000+00:00,1.007080078125,2021-11-28 22:32:45.783000+00:00,0.1495361328125,2021-11-28 22:32:45.783000+00:00,0.03662109375,2021-11-28 22:32:45.783000+00:00,0.4608154296875,2021-11-28 22:32:45.783000+00:00,0.0213623046875,2021-11-28 22:32:45.783000+00:00,0.140380859375,2021-11-28 22:32:45.783000+00:00,-0.189208984375,2021-11-28 22:32:45.783000+00:00,0.286865234375,2021-11-28 22:32:45.783000+00:00,0.6683349609375,2021-11-28 22:32:45.783000+00:00,-0.018310546875,2021-11-28 22:32:45.783000+00:00,-0.146484375,2021-11-28 22:32:45.783000+00:00,0.054931640625,2021-11-28 22:32:45.783000+00:00,0.726318359375,2021-11-28 22:32:45.783000+00:00,0.1312255859375,2021-11-28 22:32:45.783000+00:00,0.421142578125,2021-11-28 22:32:45.783000+00:00,0.067138671875,2021-11-28 22:32:45.783000+00:00,0.177001953125,2021-11-28 22:32:45.783000+00:00,25.310381518009645,2021-11-28 22:32:45.783000+00:00,169.95849609375,2021-11-28 22:32:45.783000+00:00,24.24308762861783,2021-11-28 22:32:45.783000+00:00,24.786604430811217,2021-11-28 22:32:45.783000+00:00,227.62451171875,2021-11-28 22:32:45.783000+00:00,26.60592553856323,2021-11-28 22:32:45.783000+00:00,-31.899999618530277,2021-11-28 22:32:45.784000+00:00
69,15.4541015625,2021-11-28 22:32:45.850000+00:00,0.3631591796875,2021-11-28 22:32:45.850000+00:00,0.311279296875,2021-11-28 22:32:45.850000+00:00,-0.1129150390625,2021-11-28 22:32:45.850000+00:00,-0.0152587890625,2021-11-28 22:32:45.850000+00:00,2.72216796875,2021-11-28 22:32:45.850000+00:00,1.86767578125,2021-11-28 22:32:45.850000+00:00,0.213623046875,2021-11-28 22:32:45.850000+00:00,0.103759765625,2021-11-28 22:32:45.850000+00:00,0.6683349609375,2021-11-28 22:32:45.850000+00:00,1.1474609375,2021-11-28 22:32:45.850000+00:00,0.1312255859375,2021-11-28 22:32:45.850000+00:00,0.8544921875,2021-11-28 22:32:45.850000+00:00,1.025390625,2021-11-28 22:32:45.850000+00:00,0.1495361328125,2021-11-28 22:32:45.850000+00:00,0.1220703125,2021-11-28 22:32:45.850000+00:00,0.2227783203125,2021-11-28 22:32:45.850000+00:00,0.1434326171875,2021-11-28 22:32:45.850000+00:00,0.0732421875,2021-11-28 22:32:45.850000+00:00,0.2288818359375,2021-11-28 22:32:45.850000+00:00,0.335693359375,2021-11-28 22:32:45.850000+00:00,0.555419921875,2021-11-28 22:32:45.850000+00:00,-0.13427734375,2021-11-28 22:32:45.850000+00:00,-0.0701904296875,2021-11-28 22:32:45.850000+00:00,0.079345703125,2021-11-28 22:32:45.850000+00:00,0.701904296875,2021-11-28 22:32:45.850000+00:00,0.08544921875,2021-11-28 22:32:45.850000+00:00,0.2044677734375,2021-11-28 22:32:45.850000+00:00,-0.2105712890625,2021-11-28 22:32:45.850000+00:00,0.1129150390625,2021-11-28 22:32:45.850000+00:00,25.294003634278564,2021-11-28 22:32:45.850000+00:00,169.86083984375,2021-11-28 22:32:45.850000+00:00,24.230937227601107,2021-11-28 22:32:45.850000+00:00,24.75897336127789,2021-11-28 22:32:45.850000+00:00,227.52685546875,2021-11-28 22:32:45.850000+00:00,26.63713117489746,2021-11-28 22:32:45.850000+00:00,-31.899999618530277,2021-11-28 22:32:45.850000+00:00
70,15.00244140625,2021-11-28 22:32:45.916000+00:00,0.4913330078125,2021-11-28 22:32:45.916000+00:00,0.2716064453125,2021-11-28 22:32:45.916000+00:00,0.0244140625,2021-11-28 22:32:45.916000+00:00,0.03662109375,2021-11-28 22:32:45.916000+00:00,2.496337890625,2021-11-28 22:32:45.916000+00:00,1.6998291015625,2021-11-28 22:32:45.916000+00:00,-0.0396728515625,2021-11-28 22:32:45.916000+00:00,0.0946044921875,2021-11-28 22:32:45.916000+00:00,0.5767822265625,2021-11-28 22:32:45.916000+00:00,1.409912109375,2021-11-28 22:32:45.916000+00:00,0.0732421875,2021-11-28 22:32:45.916000+00:00,0.86669921875,2021-11-28 22:32:45.916000+00:00,0.799560546875,2021-11-28 22:32:45.916000+00:00,-0.03662109375,2021-11-28 22:32:45.916000+00:00,0.274658203125,2021-11-28 22:32:45.916000+00:00,0.3570556640625,2021-11-28 22:32:45.916000+00:00,0.1129150390625,2021-11-28 22:32:45.916000+00:00,0.13427734375,2021-11-28 22:32:45.916000+00:00,-0.0762939453125,2021-11-28 22:32:45.916000+00:00,0.2655029296875,2021-11-28 22:32:45.916000+00:00,0.37841796875,2021-11-28 22:32:45.916000+00:00,0.0518798828125,2021-11-28 22:32:45.916000+00:00,0.0885009765625,2021-11-28 22:32:45.916000+00:00,0.1251220703125,2021-11-28 22:32:45.916000+00:00,0.823974609375,2021-11-28 22:32:45.916000+00:00,0.15869140625,2021-11-28 22:32:45.916000+00:00,0.262451171875,2021-11-28 22:32:45.916000+00:00,0.0,2021-11-28 22:32:45.916000+00:00,0.1495361328125,2021-11-28 22:32:45.916000+00:00,24.56355001987244,2021-11-28 22:32:45.916000+00:00,169.76318359375,2021-11-28 22:32:45.916000+00:00,23.55355237091876,2021-11-28 22:32:45.916000+00:00,24.017539662133665,2021-11-28 22:32:45.916000+00:00,227.60009765625,2021-11-28 22:32:45.916000+00:00,25.83202575747437,2021-11-28 22:32:45.916000+00:00,-31.899999618530277,2021-11-28 22:32:45.917000+00:00
