idx,L:RFQPAH,L:RFQPAH Timestamp,L:TO3IN,L:TO3IN Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:TO5OUT,L:TO5OUT Timestamp,L:D7TOR,L:D7TOR Timestamp,L:V5QSET,L:V5QSET Timestamp
27,172.96142578125,2021-11-26 17:33:29.636000+00:00,24.6388882850354,2021-11-26 17:33:29.636000+00:00,227.57568359375,2021-11-26 17:33:29.636000+00:00,25.97557168461181,2021-11-26 17:33:29.636000+00:00,14.593505859375,2021-11-26 17:33:29.636000+00:00,0.4974365234375,2021-11-26 17:33:29.636000+00:00,0.1800537109375,2021-11-26 17:33:29.636000+00:00,0.0946044921875,2021-11-26 17:33:29.636000+00:00,-0.250244140625,2021-11-26 17:33:29.636000+00:00,2.447509765625,2021-11-26 17:33:29.636000+00:00,0.8544921875,2021-11-26 17:33:29.636000+00:00,-0.15869140625,2021-11-26 17:33:29.636000+00:00,0.274658203125,2021-11-26 17:33:29.636000+00:00,0.421142578125,2021-11-26 17:33:29.636000+00:00,2.630615234375,2021-11-26 17:33:29.636000+00:00,0.4486083984375,2021-11-26 17:33:29.636000+00:00,1.214599609375,2021-11-26 17:33:29.636000+00:00,0.8026123046875,2021-11-26 17:33:29.636000+00:00,-0.0091552734375,2021-11-26 17:33:29.636000+00:00,0.457763671875,2021-11-26 17:33:29.636000+00:00,0.18310546875,2021-11-26 17:33:29.636000+00:00,0.18310546875,2021-11-26 17:33:29.636000+00:00,0.09765625,2021-11-26 17:33:29.636000+00:00,-0.0732421875,2021-11-26 17:33:29.636000+00:00,0.1617431640625,2021-11-26 17:33:29.636000+00:00,0.6988525390625,2021-11-26 17:33:29.636000+00:00,-0.1220703125,2021-11-26 17:33:29.636000+00:00,-0.0946044921875,2021-11-26 17:33:29.636000+00:00,-0.09765625,2021-11-26 17:33:29.636000+00:00,0.1983642578125,2021-11-26 17:33:29.636000+00:00,0.01220703125,2021-11-26 17:33:29.636000+00:00,0.1007080078125,2021-11-26 17:33:29.636000+00:00,-0.4730224609375,2021-11-26 17:33:29.636000+00:00,0.0091552734375,2021-11-26 17:33:29.636000+00:00,24.03135519690033,2021-11-26 17:33:29.636000+00:00,23.57177797244385,2021-11-26 17:33:29.636000+00:00,-32.29999542236328,2021-11-26 17:33:29.637000+00:00
28,172.86376953125,2021-11-26 17:33:29.703000+00:00,25.081091145774536,2021-11-26 17:33:29.703000+00:00,227.6123046875,2021-11-26 17:33:29.703000+00:00,26.48422355685974,2021-11-26 17:33:29.703000+00:00,11.6943359375,2021-11-26 17:33:29.703000+00:00,0.408935546875,2021-11-26 17:33:29.703000+00:00,0.115966796875,2021-11-26 17:33:29.703000+00:00,0.018310546875,2021-11-26 17:33:29.703000+00:00,-0.5615234375,2021-11-26 17:33:29.703000+00:00,1.629638671875,2021-11-26 17:33:29.703000+00:00,0.7598876953125,2021-11-26 17:33:29.703000+00:00,-0.1312255859375,2021-11-26 17:33:29.703000+00:00,0.1739501953125,2021-11-26 17:33:29.703000+00:00,0.408935546875,2021-11-26 17:33:29.703000+00:00,2.4688720703125,2021-11-26 17:33:29.703000+00:00,0.0701904296875,2021-11-26 17:33:29.703000+00:00,0.994873046875,2021-11-26 17:33:29.703000+00:00,0.8148193359375,2021-11-26 17:33:29.703000+00:00,-0.0335693359375,2021-11-26 17:33:29.703000+00:00,0.4058837890625,2021-11-26 17:33:29.703000+00:00,0.09765625,2021-11-26 17:33:29.703000+00:00,0.1953125,2021-11-26 17:33:29.703000+00:00,0.1251220703125,2021-11-26 17:33:29.703000+00:00,-0.0091552734375,2021-11-26 17:33:29.703000+00:00,0.2685546875,2021-11-26 17:33:29.703000+00:00,0.5889892578125,2021-11-26 17:33:29.703000+00:00,-0.2838134765625,2021-11-26 17:33:29.703000+00:00,0.0030517578125,2021-11-26 17:33:29.703000+00:00,-0.1617431640625,2021-11-26 17:33:29.703000+00:00,0.2532958984375,2021-11-26 17:33:29.703000+00:00,0.0396728515625,2021-11-26 17:33:29.703000+00:00,0.1190185546875,2021-11-26 17:33:29.703000+00:00,-0.384521484375,2021-11-26 17:33:29.703000+00:00,-0.042724609375,2021-11-26 17:33:29.703000+00:00,24.57937140931128,2021-11-26 17:33:29.703000+00:00,24.17018522251749,2021-11-26 17:33:29.703000+00:00,-32.29999542236328,2021-11-26 17:33:29.703000+00:00
29,172.76611328125,2021-11-26 17:33:29.770000+00:00,24.992650573626708,2021-11-26 17:33:29.770000+00:00,227.57568359375,2021-11-26 17:33:29.770000+00:00,26.36564213878967,2021-11-26 17:33:29.770000+00:00,14.019775390625,2021-11-26 17:33:29.770000+00:00,0.4608154296875,2021-11-26 17:33:29.770000+00:00,0.0732421875,2021-11-26 17:33:29.770000+00:00,-0.10986328125,2021-11-26 17:33:29.770000+00:00,-0.2227783203125,2021-11-26 17:33:29.770000+00:00,2.239990234375,2021-11-26 17:33:29.770000+00:00,0.91552734375,2021-11-26 17:33:29.770000+00:00,0.054931640625,2021-11-26 17:33:29.770000+00:00,-0.1007080078125,2021-11-26 17:33:29.770000+00:00,0.37841796875,2021-11-26 17:33:29.770000+00:00,2.52685546875,2021-11-26 17:33:29.770000+00:00,0.347900390625,2021-11-26 17:33:29.770000+00:00,1.1627197265625,2021-11-26 17:33:29.770000+00:00,0.8453369140625,2021-11-26 17:33:29.770000+00:00,-0.0335693359375,2021-11-26 17:33:29.770000+00:00,0.5035400390625,2021-11-26 17:33:29.770000+00:00,0.2716064453125,2021-11-26 17:33:29.770000+00:00,0.1953125,2021-11-26 17:33:29.770000+00:00,0.1312255859375,2021-11-26 17:33:29.770000+00:00,0.0762939453125,2021-11-26 17:33:29.770000+00:00,0.25634765625,2021-11-26 17:33:29.770000+00:00,0.8209228515625,2021-11-26 17:33:29.770000+00:00,-0.115966796875,2021-11-26 17:33:29.770000+00:00,-0.0518798828125,2021-11-26 17:33:29.770000+00:00,-0.128173828125,2021-11-26 17:33:29.770000+00:00,0.262451171875,2021-11-26 17:33:29.770000+00:00,0.2685546875,2021-11-26 17:33:29.770000+00:00,0.2471923828125,2021-11-26 17:33:29.770000+00:00,-0.616455078125,2021-11-26 17:33:29.770000+00:00,0.1007080078125,2021-11-26 17:33:29.770000+00:00,24.42433040804095,2021-11-26 17:33:29.770000+00:00,23.990966807520813,2021-11-26 17:33:29.770000+00:00,-32.29999542236328,2021-11-26 17:33:29.770000+00:00
30,172.66845703125,2021-11-26 17:33:29.836000+00:00,24.85180077353943,2021-11-26 17:33:29.836000+00:00,227.5634765625,2021-11-26 17:33:29.836000+00:00,26.203372829851684,2021-11-26 17:33:29.836000+00:00,13.232421875,2021-11-26 17:33:29.836000+00:00,0.3570556640625,2021-11-26 17:33:29.836000+00:00,0.177001953125,2021-11-26 17:33:29.836000+00:00,-0.0030517578125,2021-11-26 17:33:29.836000+00:00,-0.274658203125,2021-11-26 17:33:29.836000+00:00,2.24609375,2021-11-26 17:33:29.836000+00:00,0.970458984375,2021-11-26 17:33:29.836000+00:00,0.06103515625,2021-11-26 17:33:29.836000+00:00,-0.0213623046875,2021-11-26 17:33:29.836000+00:00,0.3631591796875,2021-11-26 17:33:29.836000+00:00,2.9510498046875,2021-11-26 17:33:29.836000+00:00,0.0518798828125,2021-11-26 17:33:29.836000+00:00,1.202392578125,2021-11-26 17:33:29.836000+00:00,0.836181640625,2021-11-26 17:33:29.836000+00:00,-0.01220703125,2021-11-26 17:33:29.836000+00:00,0.3204345703125,2021-11-26 17:33:29.836000+00:00,-0.0152587890625,2021-11-26 17:33:29.836000+00:00,0.1312255859375,2021-11-26 17:33:29.836000+00:00,0.1190185546875,2021-11-26 17:33:29.836000+00:00,-0.2838134765625,2021-11-26 17:33:29.836000+00:00,0.140380859375,2021-11-26 17:33:29.836000+00:00,0.482177734375,2021-11-26 17:33:29.836000+00:00,-0.0518798828125,2021-11-26 17:33:29.836000+00:00,-0.1007080078125,2021-11-26 17:33:29.836000+00:00,-0.29296875,2021-11-26 17:33:29.836000+00:00,0.3753662109375,2021-11-26 17:33:29.836000+00:00,0.1129150390625,2021-11-26 17:33:29.836000+00:00,0.1068115234375,2021-11-26 17:33:29.836000+00:00,-0.32958984375,2021-11-26 17:33:29.836000+00:00,-0.0091552734375,2021-11-26 17:33:29.836000+00:00,24.29078023862988,2021-11-26 17:33:29.836000+00:00,23.805673192015774,2021-11-26 17:33:29.836000+00:00,-32.29999542236328,2021-11-26 17:33:29.837000+00:00
31,172.57080078125,2021-11-26 17:33:29.903000+00:00,25.0941934527594,2021-11-26 17:33:29.903000+00:00,227.47802734375,2021-11-26 17:33:29.903000+00:00,26.47174130232605,2021-11-26 17:33:29.903000+00:00,14.385986328125,2021-11-26 17:33:29.903000+00:00,0.4241943359375,2021-11-26 17:33:29.903000+00:00,0.01220703125,2021-11-26 17:33:29.903000+00:00,0.0640869140625,2021-11-26 17:33:29.903000+00:00,-0.3021240234375,2021-11-26 17:33:29.903000+00:00,1.9287109375,2021-11-26 17:33:29.903000+00:00,0.6988525390625,2021-11-26 17:33:29.903000+00:00,-0.0640869140625,2021-11-26 17:33:29.903000+00:00,0.286865234375,2021-11-26 17:33:29.903000+00:00,0.3692626953125,2021-11-26 17:33:29.903000+00:00,3.0487060546875,2021-11-26 17:33:29.903000+00:00,0.0030517578125,2021-11-26 17:33:29.903000+00:00,0.9521484375,2021-11-26 17:33:29.903000+00:00,0.7415771484375,2021-11-26 17:33:29.903000+00:00,-0.0396728515625,2021-11-26 17:33:29.903000+00:00,0.62255859375,2021-11-26 17:33:29.903000+00:00,0.128173828125,2021-11-26 17:33:29.903000+00:00,0.1373291015625,2021-11-26 17:33:29.903000+00:00,0.4364013671875,2021-11-26 17:33:29.903000+00:00,0.115966796875,2021-11-26 17:33:29.903000+00:00,0.6256103515625,2021-11-26 17:33:29.903000+00:00,0.531005859375,2021-11-26 17:33:29.903000+00:00,-0.0335693359375,2021-11-26 17:33:29.903000+00:00,-0.152587890625,2021-11-26 17:33:29.903000+00:00,-0.152587890625,2021-11-26 17:33:29.903000+00:00,0.3997802734375,2021-11-26 17:33:29.903000+00:00,0.1800537109375,2021-11-26 17:33:29.903000+00:00,0.20751953125,2021-11-26 17:33:29.903000+00:00,-0.3692626953125,2021-11-26 17:33:29.903000+00:00,-0.29296875,2021-11-26 17:33:29.903000+00:00,24.57476623105572,2021-11-26 17:33:29.903000+00:00,24.11854601819641,2021-11-26 17:33:29.903000+00:00,-32.29999542236328,2021-11-26 17:33:29.903000+00:00
32,172.47314453125,2021-11-26 17:33:29.970000+00:00,24.989374996880493,2021-11-26 17:33:29.970000+00:00,227.40478515625,2021-11-26 17:33:29.970000+00:00,26.40620946602417,2021-11-26 17:33:29.970000+00:00,13.128662109375,2021-11-26 17:33:29.970000+00:00,0.5218505859375,2021-11-26 17:33:29.970000+00:00,-0.0152587890625,2021-11-26 17:33:29.970000+00:00,-0.0030517578125,2021-11-26 17:33:29.970000+00:00,-0.225830078125,2021-11-26 17:33:29.970000+00:00,1.9561767578125,2021-11-26 17:33:29.970000+00:00,0.7568359375,2021-11-26 17:33:29.970000+00:00,0.0640869140625,2021-11-26 17:33:29.970000+00:00,0.140380859375,2021-11-26 17:33:29.970000+00:00,0.2899169921875,2021-11-26 17:33:29.970000+00:00,2.410888671875,2021-11-26 17:33:29.970000+00:00,0.213623046875,2021-11-26 17:33:29.970000+00:00,0.9857177734375,2021-11-26 17:33:29.970000+00:00,0.701904296875,2021-11-26 17:33:29.970000+00:00,0.091552734375,2021-11-26 17:33:29.970000+00:00,0.5706787109375,2021-11-26 17:33:29.970000+00:00,0.2044677734375,2021-11-26 17:33:29.970000+00:00,0.128173828125,2021-11-26 17:33:29.970000+00:00,0.164794921875,2021-11-26 17:33:29.970000+00:00,-0.03662109375,2021-11-26 17:33:29.970000+00:00,0.3173828125,2021-11-26 17:33:29.970000+00:00,0.567626953125,2021-11-26 17:33:29.970000+00:00,-0.079345703125,2021-11-26 17:33:29.970000+00:00,-0.0213623046875,2021-11-26 17:33:29.970000+00:00,-0.1434326171875,2021-11-26 17:33:29.970000+00:00,0.3509521484375,2021-11-26 17:33:29.970000+00:00,0.115966796875,2021-11-26 17:33:29.970000+00:00,0.1434326171875,2021-11-26 17:33:29.970000+00:00,-0.3143310546875,2021-11-26 17:33:29.970000+00:00,0.006103515625,2021-11-26 17:33:29.970000+00:00,24.511828794896484,2021-11-26 17:33:29.970000+00:00,24.100320416671327,2021-11-26 17:33:29.970000+00:00,-32.29999542236328,2021-11-26 17:33:29.970000+00:00
33,172.37548828125,2021-11-26 17:33:30.036000+00:00,24.93041461544861,2021-11-26 17:33:30.036000+00:00,227.63671875,2021-11-26 17:33:30.036000+00:00,26.209613957118528,2021-11-26 17:33:30.036000+00:00,14.29443359375,2021-11-26 17:33:30.036000+00:00,0.445556640625,2021-11-26 17:33:30.036000+00:00,0.2685546875,2021-11-26 17:33:30.036000+00:00,0.091552734375,2021-11-26 17:33:30.036000+00:00,-0.1007080078125,2021-11-26 17:33:30.036000+00:00,2.197265625,2021-11-26 17:33:30.036000+00:00,0.9368896484375,2021-11-26 17:33:30.036000+00:00,0.06103515625,2021-11-26 17:33:30.036000+00:00,-0.1007080078125,2021-11-26 17:33:30.036000+00:00,0.2777099609375,2021-11-26 17:33:30.036000+00:00,2.325439453125,2021-11-26 17:33:30.036000+00:00,0.25634765625,2021-11-26 17:33:30.036000+00:00,1.4129638671875,2021-11-26 17:33:30.036000+00:00,0.91552734375,2021-11-26 17:33:30.036000+00:00,-0.01220703125,2021-11-26 17:33:30.036000+00:00,0.616455078125,2021-11-26 17:33:30.036000+00:00,0.152587890625,2021-11-26 17:33:30.036000+00:00,0.0732421875,2021-11-26 17:33:30.036000+00:00,0.1220703125,2021-11-26 17:33:30.036000+00:00,-0.115966796875,2021-11-26 17:33:30.036000+00:00,0.1739501953125,2021-11-26 17:33:30.036000+00:00,0.537109375,2021-11-26 17:33:30.036000+00:00,-0.08544921875,2021-11-26 17:33:30.036000+00:00,-0.1495361328125,2021-11-26 17:33:30.036000+00:00,0.0823974609375,2021-11-26 17:33:30.036000+00:00,0.4913330078125,2021-11-26 17:33:30.036000+00:00,0.0518798828125,2021-11-26 17:33:30.036000+00:00,0.177001953125,2021-11-26 17:33:30.036000+00:00,-0.2166748046875,2021-11-26 17:33:30.036000+00:00,0.0030517578125,2021-11-26 17:33:30.036000+00:00,24.30613083281506,2021-11-26 17:33:30.036000+00:00,23.86034999659104,2021-11-26 17:33:30.036000+00:00,-32.29999542236328,2021-11-26 17:33:30.037000+00:00
34,172.27783203125,2021-11-26 17:33:30.103000+00:00,24.91403673171753,2021-11-26 17:33:30.103000+00:00,227.587890625,2021-11-26 17:33:30.103000+00:00,26.234578466185912,2021-11-26 17:33:30.103000+00:00,15.07568359375,2021-11-26 17:33:30.103000+00:00,0.5096435546875,2021-11-26 17:33:30.103000+00:00,0.0885009765625,2021-11-26 17:33:30.103000+00:00,0.201416015625,2021-11-26 17:33:30.103000+00:00,-0.323486328125,2021-11-26 17:33:30.103000+00:00,2.2247314453125,2021-11-26 17:33:30.103000+00:00,0.8056640625,2021-11-26 17:33:30.103000+00:00,-0.0732421875,2021-11-26 17:33:30.103000+00:00,0.29296875,2021-11-26 17:33:30.103000+00:00,0.3814697265625,2021-11-26 17:33:30.103000+00:00,3.0853271484375,2021-11-26 17:33:30.103000+00:00,0.0213623046875,2021-11-26 17:33:30.103000+00:00,1.3214111328125,2021-11-26 17:33:30.103000+00:00,0.81787109375,2021-11-26 17:33:30.103000+00:00,0.0,2021-11-26 17:33:30.103000+00:00,0.50048828125,2021-11-26 17:33:30.103000+00:00,0.0579833984375,2021-11-26 17:33:30.103000+00:00,0.1953125,2021-11-26 17:33:30.103000+00:00,0.048828125,2021-11-26 17:33:30.103000+00:00,0.0732421875,2021-11-26 17:33:30.103000+00:00,0.421142578125,2021-11-26 17:33:30.103000+00:00,0.59814453125,2021-11-26 17:33:30.103000+00:00,0.0244140625,2021-11-26 17:33:30.103000+00:00,-0.250244140625,2021-11-26 17:33:30.103000+00:00,-0.1220703125,2021-11-26 17:33:30.103000+00:00,0.4608154296875,2021-11-26 17:33:30.103000+00:00,0.006103515625,2021-11-26 17:33:30.103000+00:00,0.2044677734375,2021-11-26 17:33:30.103000+00:00,-0.262451171875,2021-11-26 17:33:30.103000+00:00,-0.0152587890625,2021-11-26 17:33:30.103000+00:00,24.29845553572247,2021-11-26 17:33:30.103000+00:00,23.781372389982334,2021-11-26 17:33:30.103000+00:00,-32.29999542236328,2021-11-26 17:33:30.103000+00:00
35,172.18017578125,2021-11-26 17:33:30.169000+00:00,25.087642299266967,2021-11-26 17:33:30.169000+00:00,227.57568359375,2021-11-26 17:33:30.169000+00:00,26.37500382968994,2021-11-26 17:33:30.169000+00:00,13.2080078125,2021-11-26 17:33:30.169000+00:00,0.445556640625,2021-11-26 17:33:30.169000+00:00,0.0213623046875,2021-11-26 17:33:30.169000+00:00,0.0762939453125,2021-11-26 17:33:30.169000+00:00,-0.45166015625,2021-11-26 17:33:30.169000+00:00,1.861572265625,2021-11-26 17:33:30.169000+00:00,0.811767578125,2021-11-26 17:33:30.169000+00:00,0.1220703125,2021-11-26 17:33:30.169000+00:00,-0.1373291015625,2021-11-26 17:33:30.169000+00:00,0.433349609375,2021-11-26 17:33:30.169000+00:00,2.874755859375,2021-11-26 17:33:30.169000+00:00,0.2593994140625,2021-11-26 17:33:30.169000+00:00,1.153564453125,2021-11-26 17:33:30.169000+00:00,0.860595703125,2021-11-26 17:33:30.169000+00:00,0.042724609375,2021-11-26 17:33:30.169000+00:00,0.4608154296875,2021-11-26 17:33:30.169000+00:00,0.1983642578125,2021-11-26 17:33:30.169000+00:00,0.1861572265625,2021-11-26 17:33:30.169000+00:00,0.23193359375,2021-11-26 17:33:30.169000+00:00,-0.0885009765625,2021-11-26 17:33:30.169000+00:00,0.2197265625,2021-11-26 17:33:30.169000+00:00,0.67138671875,2021-11-26 17:33:30.169000+00:00,-0.1434326171875,2021-11-26 17:33:30.169000+00:00,-0.2197265625,2021-11-26 17:33:30.169000+00:00,-0.0946044921875,2021-11-26 17:33:30.169000+00:00,0.37841796875,2021-11-26 17:33:30.169000+00:00,0.01220703125,2021-11-26 17:33:30.169000+00:00,0.0518798828125,2021-11-26 17:33:30.169000+00:00,-0.42724609375,2021-11-26 17:33:30.169000+00:00,-0.1556396484375,2021-11-26 17:33:30.169000+00:00,24.56862599338165,2021-11-26 17:33:30.169000+00:00,24.10943321743387,2021-11-26 17:33:30.169000+00:00,-32.29999542236328,2021-11-26 17:33:30.170000+00:00
36,172.08251953125,2021-11-26 17:33:30.236000+00:00,25.081091145774536,2021-11-26 17:33:30.236000+00:00,227.5634765625,2021-11-26 17:33:30.236000+00:00,26.55287595679504,2021-11-26 17:33:30.236000+00:00,12.3046875,2021-11-26 17:33:30.236000+00:00,0.28076171875,2021-11-26 17:33:30.236000+00:00,0.10986328125,2021-11-26 17:33:30.236000+00:00,0.042724609375,2021-11-26 17:33:30.236000+00:00,-0.1007080078125,2021-11-26 17:33:30.236000+00:00,2.1484375,2021-11-26 17:33:30.236000+00:00,0.89111328125,2021-11-26 17:33:30.236000+00:00,0.079345703125,2021-11-26 17:33:30.236000+00:00,-0.0579833984375,2021-11-26 17:33:30.236000+00:00,0.30517578125,2021-11-26 17:33:30.236000+00:00,2.508544921875,2021-11-26 17:33:30.236000+00:00,0.3143310546875,2021-11-26 17:33:30.236000+00:00,1.0498046875,2021-11-26 17:33:30.236000+00:00,0.506591796875,2021-11-26 17:33:30.236000+00:00,-0.140380859375,2021-11-26 17:33:30.236000+00:00,0.1953125,2021-11-26 17:33:30.236000+00:00,0.28076171875,2021-11-26 17:33:30.236000+00:00,0.1434326171875,2021-11-26 17:33:30.236000+00:00,0.0091552734375,2021-11-26 17:33:30.236000+00:00,-0.10986328125,2021-11-26 17:33:30.236000+00:00,0.3509521484375,2021-11-26 17:33:30.236000+00:00,0.4669189453125,2021-11-26 17:33:30.236000+00:00,-0.244140625,2021-11-26 17:33:30.236000+00:00,0.0091552734375,2021-11-26 17:33:30.236000+00:00,-0.164794921875,2021-11-26 17:33:30.236000+00:00,0.3631591796875,2021-11-26 17:33:30.236000+00:00,0.1739501953125,2021-11-26 17:33:30.236000+00:00,0.177001953125,2021-11-26 17:33:30.236000+00:00,-0.421142578125,2021-11-26 17:33:30.236000+00:00,-0.0335693359375,2021-11-26 17:33:30.236000+00:00,24.58244152814832,2021-11-26 17:33:30.236000+00:00,24.17322282277167,2021-11-26 17:33:30.236000+00:00,-32.29999542236328,2021-11-26 17:33:30.237000+00:00
37,171.98486328125,2021-11-26 17:33:30.303000+00:00,24.94024134568725,2021-11-26 17:33:30.303000+00:00,227.62451171875,2021-11-26 17:33:30.303000+00:00,26.259542975253293,2021-11-26 17:33:30.303000+00:00,15.496826171875,2021-11-26 17:33:30.303000+00:00,0.445556640625,2021-11-26 17:33:30.303000+00:00,0.1190185546875,2021-11-26 17:33:30.303000+00:00,0.054931640625,2021-11-26 17:33:30.303000+00:00,-0.2655029296875,2021-11-26 17:33:30.303000+00:00,2.5054931640625,2021-11-26 17:33:30.303000+00:00,1.0009765625,2021-11-26 17:33:30.303000+00:00,-0.0274658203125,2021-11-26 17:33:30.303000+00:00,0.4364013671875,2021-11-26 17:33:30.303000+00:00,0.482177734375,2021-11-26 17:33:30.303000+00:00,2.8900146484375,2021-11-26 17:33:30.303000+00:00,0.5218505859375,2021-11-26 17:33:30.303000+00:00,1.080322265625,2021-11-26 17:33:30.303000+00:00,0.830078125,2021-11-26 17:33:30.303000+00:00,0.0244140625,2021-11-26 17:33:30.303000+00:00,0.4730224609375,2021-11-26 17:33:30.303000+00:00,0.18310546875,2021-11-26 17:33:30.303000+00:00,0.2044677734375,2021-11-26 17:33:30.303000+00:00,0.1251220703125,2021-11-26 17:33:30.303000+00:00,-0.0091552734375,2021-11-26 17:33:30.303000+00:00,0.494384765625,2021-11-26 17:33:30.303000+00:00,0.68359375,2021-11-26 17:33:30.303000+00:00,-0.018310546875,2021-11-26 17:33:30.303000+00:00,-0.2777099609375,2021-11-26 17:33:30.303000+00:00,-0.213623046875,2021-11-26 17:33:30.303000+00:00,0.408935546875,2021-11-26 17:33:30.303000+00:00,-0.0213623046875,2021-11-26 17:33:30.303000+00:00,0.18310546875,2021-11-26 17:33:30.303000+00:00,-0.3387451171875,2021-11-26 17:33:30.303000+00:00,-0.140380859375,2021-11-26 17:33:30.303000+00:00,24.37213838781134,2021-11-26 17:33:30.303000+00:00,23.90591400040375,2021-11-26 17:33:30.303000+00:00,-32.29999542236328,2021-11-26 17:33:30.303000+00:00
38,171.88720703125,2021-11-26 17:33:30.369000+00:00,24.760084624645387,2021-11-26 17:33:30.369000+00:00,227.57568359375,2021-11-26 17:33:30.369000+00:00,26.069188593614506,2021-11-26 17:33:30.369000+00:00,14.593505859375,2021-11-26 17:33:30.369000+00:00,0.6378173828125,2021-11-26 17:33:30.369000+00:00,0.1800537109375,2021-11-26 17:33:30.369000+00:00,0.06103515625,2021-11-26 17:33:30.369000+00:00,-0.25634765625,2021-11-26 17:33:30.369000+00:00,2.3162841796875,2021-11-26 17:33:30.369000+00:00,0.701904296875,2021-11-26 17:33:30.369000+00:00,0.3692626953125,2021-11-26 17:33:30.369000+00:00,-0.2410888671875,2021-11-26 17:33:30.369000+00:00,0.3753662109375,2021-11-26 17:33:30.369000+00:00,2.978515625,2021-11-26 17:33:30.369000+00:00,0.25634765625,2021-11-26 17:33:30.369000+00:00,1.190185546875,2021-11-26 17:33:30.369000+00:00,0.714111328125,2021-11-26 17:33:30.369000+00:00,-0.0244140625,2021-11-26 17:33:30.369000+00:00,0.433349609375,2021-11-26 17:33:30.369000+00:00,0.189208984375,2021-11-26 17:33:30.369000+00:00,0.09765625,2021-11-26 17:33:30.369000+00:00,0.20751953125,2021-11-26 17:33:30.369000+00:00,-0.03662109375,2021-11-26 17:33:30.369000+00:00,0.30517578125,2021-11-26 17:33:30.369000+00:00,0.8544921875,2021-11-26 17:33:30.369000+00:00,-0.146484375,2021-11-26 17:33:30.369000+00:00,-0.335693359375,2021-11-26 17:33:30.369000+00:00,-0.0152587890625,2021-11-26 17:33:30.369000+00:00,0.4302978515625,2021-11-26 17:33:30.369000+00:00,-0.1708984375,2021-11-26 17:33:30.369000+00:00,0.164794921875,2021-11-26 17:33:30.369000+00:00,-0.3631591796875,2021-11-26 17:33:30.369000+00:00,-0.0274658203125,2021-11-26 17:33:30.369000+00:00,24.15569500980029,2021-11-26 17:33:30.369000+00:00,23.665943580323457,2021-11-26 17:33:30.369000+00:00,-32.29999542236328,2021-11-26 17:33:30.370000+00:00
