idx,L:TO5OUT,L:TO5OUT Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:RFQPAH,L:RFQPAH Timestamp,L:TO3IN,L:TO3IN Timestamp,L:D7TOR,L:D7TOR Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:V5QSET,L:V5QSET Timestamp
41,24.614677775937192,2021-12-20 22:31:39.852000+00:00,229.91943359375,2021-12-20 22:31:39.852000+00:00,26.334436502455443,2021-12-20 22:31:39.852000+00:00,178.89404296875,2021-12-20 22:31:39.852000+00:00,25.17280729466858,2021-12-20 22:31:39.852000+00:00,24.23397482785529,2021-12-20 22:31:39.852000+00:00,11.07177734375,2021-12-20 22:31:39.852000+00:00,0.244140625,2021-12-20 22:31:39.852000+00:00,0.1953125,2021-12-20 22:31:39.852000+00:00,0.13427734375,2021-12-20 22:31:39.852000+00:00,0.0762939453125,2021-12-20 22:31:39.852000+00:00,1.4190673828125,2021-12-20 22:31:39.852000+00:00,0.8087158203125,2021-12-20 22:31:39.852000+00:00,0.103759765625,2021-12-20 22:31:39.852000+00:00,-0.372314453125,2021-12-20 22:31:39.852000+00:00,0.28076171875,2021-12-20 22:31:39.852000+00:00,0.6561279296875,2021-12-20 22:31:39.852000+00:00,0.2227783203125,2021-12-20 22:31:39.852000+00:00,0.4852294921875,2021-12-20 22:31:39.852000+00:00,0.506591796875,2021-12-20 22:31:39.852000+00:00,0.103759765625,2021-12-20 22:31:39.852000+00:00,0.13427734375,2021-12-20 22:31:39.852000+00:00,0.4638671875,2021-12-20 22:31:39.852000+00:00,0.10986328125,2021-12-20 22:31:39.852000+00:00,0.1251220703125,2021-12-20 22:31:39.852000+00:00,0.115966796875,2021-12-20 22:31:39.852000+00:00,0.048828125,2021-12-20 22:31:39.852000+00:00,0.2593994140625,2021-12-20 22:31:39.852000+00:00,-0.1129150390625,2021-12-20 22:31:39.852000+00:00,0.2716064453125,2021-12-20 22:31:39.852000+00:00,0.03662109375,2021-12-20 22:31:39.852000+00:00,1.129150390625,2021-12-20 22:31:39.852000+00:00,0.048828125,2021-12-20 22:31:39.852000+00:00,0.732421875,2021-12-20 22:31:39.852000+00:00,0.03662109375,2021-12-20 22:31:39.852000+00:00,0.054931640625,2021-12-20 22:31:39.852000+00:00,-31.965028762817383,2021-12-20 22:31:39.853000+00:00
42,24.396699338507627,2021-12-20 22:31:39.919000+00:00,229.931640625,2021-12-20 22:31:39.919000+00:00,26.10039422994873,2021-12-20 22:31:39.919000+00:00,178.79638671875,2021-12-20 22:31:39.919000+00:00,24.98609942013428,2021-12-20 22:31:39.919000+00:00,23.98489160701245,2021-12-20 22:31:39.919000+00:00,11.529541015625,2021-12-20 22:31:39.919000+00:00,0.4119873046875,2021-12-20 22:31:39.919000+00:00,0.29296875,2021-12-20 22:31:39.919000+00:00,-0.03662109375,2021-12-20 22:31:39.919000+00:00,-0.1800537109375,2021-12-20 22:31:39.919000+00:00,1.3214111328125,2021-12-20 22:31:39.919000+00:00,0.958251953125,2021-12-20 22:31:39.919000+00:00,0.2044677734375,2021-12-20 22:31:39.919000+00:00,-0.299072265625,2021-12-20 22:31:39.919000+00:00,0.2349853515625,2021-12-20 22:31:39.919000+00:00,0.750732421875,2021-12-20 22:31:39.919000+00:00,-0.0213623046875,2021-12-20 22:31:39.919000+00:00,0.7354736328125,2021-12-20 22:31:39.919000+00:00,0.67138671875,2021-12-20 22:31:39.919000+00:00,0.079345703125,2021-12-20 22:31:39.919000+00:00,0.164794921875,2021-12-20 22:31:39.919000+00:00,0.4730224609375,2021-12-20 22:31:39.919000+00:00,0.2166748046875,2021-12-20 22:31:39.919000+00:00,0.1953125,2021-12-20 22:31:39.919000+00:00,0.1373291015625,2021-12-20 22:31:39.919000+00:00,0.0579833984375,2021-12-20 22:31:39.919000+00:00,0.3814697265625,2021-12-20 22:31:39.919000+00:00,-0.0457763671875,2021-12-20 22:31:39.919000+00:00,0.1190185546875,2021-12-20 22:31:39.919000+00:00,0.140380859375,2021-12-20 22:31:39.919000+00:00,1.03759765625,2021-12-20 22:31:39.919000+00:00,0.079345703125,2021-12-20 22:31:39.919000+00:00,0.4180908203125,2021-12-20 22:31:39.919000+00:00,-0.1251220703125,2021-12-20 22:31:39.919000+00:00,0.030517578125,2021-12-20 22:31:39.919000+00:00,-31.965028762817383,2021-12-20 22:31:39.920000+00:00
43,24.57476623105572,2021-12-20 22:31:39.986000+00:00,230.0048828125,2021-12-20 22:31:39.986000+00:00,26.30635142975464,2021-12-20 22:31:39.986000+00:00,178.69873046875,2021-12-20 22:31:39.986000+00:00,25.10402018299805,2021-12-20 22:31:39.986000+00:00,24.230937227601107,2021-12-20 22:31:39.986000+00:00,11.785888671875,2021-12-20 22:31:39.986000+00:00,0.3173828125,2021-12-20 22:31:39.986000+00:00,0.3753662109375,2021-12-20 22:31:39.986000+00:00,0.0579833984375,2021-12-20 22:31:39.986000+00:00,0.0152587890625,2021-12-20 22:31:39.986000+00:00,1.2451171875,2021-12-20 22:31:39.986000+00:00,0.750732421875,2021-12-20 22:31:39.986000+00:00,0.140380859375,2021-12-20 22:31:39.986000+00:00,-0.323486328125,2021-12-20 22:31:39.986000+00:00,0.1953125,2021-12-20 22:31:39.986000+00:00,0.9185791015625,2021-12-20 22:31:39.986000+00:00,-0.030517578125,2021-12-20 22:31:39.986000+00:00,0.6744384765625,2021-12-20 22:31:39.986000+00:00,0.68359375,2021-12-20 22:31:39.986000+00:00,0.03662109375,2021-12-20 22:31:39.986000+00:00,0.0152587890625,2021-12-20 22:31:39.986000+00:00,0.555419921875,2021-12-20 22:31:39.986000+00:00,0.09765625,2021-12-20 22:31:39.986000+00:00,0.2655029296875,2021-12-20 22:31:39.986000+00:00,0.1312255859375,2021-12-20 22:31:39.986000+00:00,0.2044677734375,2021-12-20 22:31:39.986000+00:00,0.091552734375,2021-12-20 22:31:39.986000+00:00,-0.0732421875,2021-12-20 22:31:39.986000+00:00,0.13427734375,2021-12-20 22:31:39.986000+00:00,0.2197265625,2021-12-20 22:31:39.986000+00:00,1.1505126953125,2021-12-20 22:31:39.986000+00:00,0.103759765625,2021-12-20 22:31:39.986000+00:00,0.3631591796875,2021-12-20 22:31:39.986000+00:00,0.054931640625,2021-12-20 22:31:39.986000+00:00,0.103759765625,2021-12-20 22:31:39.986000+00:00,-31.965028762817383,2021-12-20 22:31:39.986000+00:00
44,24.57169611221869,2021-12-20 22:31:40.053000+00:00,229.931640625,2021-12-20 22:31:40.053000+00:00,26.359401011522827,2021-12-20 22:31:40.053000+00:00,178.60107421875,2021-12-20 22:31:40.053000+00:00,25.123673643475342,2021-12-20 22:31:40.053000+00:00,24.191448424296755,2021-12-20 22:31:40.053000+00:00,11.212158203125,2021-12-20 22:31:40.053000+00:00,0.45166015625,2021-12-20 22:31:40.053000+00:00,0.3326416015625,2021-12-20 22:31:40.053000+00:00,0.0396728515625,2021-12-20 22:31:40.053000+00:00,-0.0701904296875,2021-12-20 22:31:40.053000+00:00,1.3031005859375,2021-12-20 22:31:40.053000+00:00,0.7110595703125,2021-12-20 22:31:40.053000+00:00,0.10986328125,2021-12-20 22:31:40.053000+00:00,-0.28076171875,2021-12-20 22:31:40.053000+00:00,0.1861572265625,2021-12-20 22:31:40.053000+00:00,0.653076171875,2021-12-20 22:31:40.053000+00:00,0.1251220703125,2021-12-20 22:31:40.053000+00:00,0.640869140625,2021-12-20 22:31:40.053000+00:00,0.5462646484375,2021-12-20 22:31:40.053000+00:00,0.10986328125,2021-12-20 22:31:40.053000+00:00,0.2044677734375,2021-12-20 22:31:40.053000+00:00,0.5096435546875,2021-12-20 22:31:40.053000+00:00,0.048828125,2021-12-20 22:31:40.053000+00:00,0.0518798828125,2021-12-20 22:31:40.053000+00:00,0.1373291015625,2021-12-20 22:31:40.053000+00:00,0.262451171875,2021-12-20 22:31:40.053000+00:00,0.2838134765625,2021-12-20 22:31:40.053000+00:00,-0.10986328125,2021-12-20 22:31:40.053000+00:00,0.1861572265625,2021-12-20 22:31:40.053000+00:00,0.1434326171875,2021-12-20 22:31:40.053000+00:00,1.0040283203125,2021-12-20 22:31:40.053000+00:00,0.2960205078125,2021-12-20 22:31:40.053000+00:00,0.2716064453125,2021-12-20 22:31:40.053000+00:00,-0.0762939453125,2021-12-20 22:31:40.053000+00:00,0.238037109375,2021-12-20 22:31:40.053000+00:00,-31.965028762817383,2021-12-20 22:31:40.053000+00:00
45,24.488802903618712,2021-12-20 22:31:40.119000+00:00,229.94384765625,2021-12-20 22:31:40.119000+00:00,26.21273452075195,2021-12-20 22:31:40.119000+00:00,178.50341796875,2021-12-20 22:31:40.119000+00:00,25.067988838789677,2021-12-20 22:31:40.119000+00:00,24.072982014383697,2021-12-20 22:31:40.119000+00:00,11.285400390625,2021-12-20 22:31:40.119000+00:00,0.3570556640625,2021-12-20 22:31:40.119000+00:00,0.250244140625,2021-12-20 22:31:40.119000+00:00,0.13427734375,2021-12-20 22:31:40.119000+00:00,-0.018310546875,2021-12-20 22:31:40.119000+00:00,1.4434814453125,2021-12-20 22:31:40.119000+00:00,0.921630859375,2021-12-20 22:31:40.119000+00:00,0.0518798828125,2021-12-20 22:31:40.119000+00:00,0.01220703125,2021-12-20 22:31:40.119000+00:00,0.274658203125,2021-12-20 22:31:40.119000+00:00,0.701904296875,2021-12-20 22:31:40.119000+00:00,0.030517578125,2021-12-20 22:31:40.119000+00:00,0.5889892578125,2021-12-20 22:31:40.119000+00:00,0.6988525390625,2021-12-20 22:31:40.119000+00:00,0.079345703125,2021-12-20 22:31:40.119000+00:00,0.244140625,2021-12-20 22:31:40.119000+00:00,0.4119873046875,2021-12-20 22:31:40.119000+00:00,0.1556396484375,2021-12-20 22:31:40.119000+00:00,0.1861572265625,2021-12-20 22:31:40.119000+00:00,0.1617431640625,2021-12-20 22:31:40.119000+00:00,0.0274658203125,2021-12-20 22:31:40.119000+00:00,0.2410888671875,2021-12-20 22:31:40.119000+00:00,-0.1190185546875,2021-12-20 22:31:40.119000+00:00,0.1251220703125,2021-12-20 22:31:40.119000+00:00,0.146484375,2021-12-20 22:31:40.119000+00:00,0.726318359375,2021-12-20 22:31:40.119000+00:00,0.189208984375,2021-12-20 22:31:40.119000+00:00,0.238037109375,2021-12-20 22:31:40.119000+00:00,-0.01220703125,2021-12-20 22:31:40.119000+00:00,0.146484375,2021-12-20 22:31:40.119000+00:00,-31.965028762817383,2021-12-20 22:31:40.120000+00:00
46,24.488802903618712,2021-12-20 22:31:40.186000+00:00,229.98046875,2021-12-20 22:31:40.186000+00:00,26.19713170258484,2021-12-20 22:31:40.186000+00:00,178.40576171875,2021-12-20 22:31:40.186000+00:00,25.113846913236696,2021-12-20 22:31:40.186000+00:00,24.066906813875335,2021-12-20 22:31:40.186000+00:00,9.844970703125,2021-12-20 22:31:40.186000+00:00,0.3814697265625,2021-12-20 22:31:40.186000+00:00,0.286865234375,2021-12-20 22:31:40.186000+00:00,0.048828125,2021-12-20 22:31:40.186000+00:00,-0.0091552734375,2021-12-20 22:31:40.186000+00:00,1.275634765625,2021-12-20 22:31:40.186000+00:00,0.87890625,2021-12-20 22:31:40.186000+00:00,-0.042724609375,2021-12-20 22:31:40.186000+00:00,-0.13427734375,2021-12-20 22:31:40.186000+00:00,0.250244140625,2021-12-20 22:31:40.186000+00:00,0.6103515625,2021-12-20 22:31:40.186000+00:00,-0.0030517578125,2021-12-20 22:31:40.186000+00:00,0.4791259765625,2021-12-20 22:31:40.186000+00:00,0.6134033203125,2021-12-20 22:31:40.186000+00:00,-0.1495361328125,2021-12-20 22:31:40.186000+00:00,0.2197265625,2021-12-20 22:31:40.186000+00:00,0.494384765625,2021-12-20 22:31:40.186000+00:00,0.1312255859375,2021-12-20 22:31:40.186000+00:00,0.2197265625,2021-12-20 22:31:40.186000+00:00,0.042724609375,2021-12-20 22:31:40.186000+00:00,0.18310546875,2021-12-20 22:31:40.186000+00:00,0.225830078125,2021-12-20 22:31:40.186000+00:00,-0.1678466796875,2021-12-20 22:31:40.186000+00:00,0.115966796875,2021-12-20 22:31:40.186000+00:00,0.115966796875,2021-12-20 22:31:40.186000+00:00,0.76904296875,2021-12-20 22:31:40.186000+00:00,-0.0091552734375,2021-12-20 22:31:40.186000+00:00,0.2166748046875,2021-12-20 22:31:40.186000+00:00,-0.0091552734375,2021-12-20 22:31:40.186000+00:00,0.140380859375,2021-12-20 22:31:40.186000+00:00,-31.965028762817383,2021-12-20 22:31:40.186000+00:00
47,24.685290509189024,2021-12-20 22:31:40.253000+00:00,229.96826171875,2021-12-20 22:31:40.253000+00:00,26.409330029657596,2021-12-20 22:31:40.253000+00:00,178.30810546875,2021-12-20 22:31:40.253000+00:00,25.264523443562624,2021-12-20 22:31:40.253000+00:00,24.212711626076025,2021-12-20 22:31:40.253000+00:00,12.3779296875,2021-12-20 22:31:40.253000+00:00,0.3692626953125,2021-12-20 22:31:40.253000+00:00,0.25634765625,2021-12-20 22:31:40.253000+00:00,0.1312255859375,2021-12-20 22:31:40.253000+00:00,-0.01220703125,2021-12-20 22:31:40.253000+00:00,1.3427734375,2021-12-20 22:31:40.253000+00:00,1.1199951171875,2021-12-20 22:31:40.253000+00:00,0.0396728515625,2021-12-20 22:31:40.253000+00:00,0.1800537109375,2021-12-20 22:31:40.253000+00:00,0.3631591796875,2021-12-20 22:31:40.253000+00:00,0.958251953125,2021-12-20 22:31:40.253000+00:00,0.164794921875,2021-12-20 22:31:40.253000+00:00,0.8056640625,2021-12-20 22:31:40.253000+00:00,0.5523681640625,2021-12-20 22:31:40.253000+00:00,0.13427734375,2021-12-20 22:31:40.253000+00:00,0.1129150390625,2021-12-20 22:31:40.253000+00:00,0.4730224609375,2021-12-20 22:31:40.253000+00:00,0.048828125,2021-12-20 22:31:40.253000+00:00,0.0946044921875,2021-12-20 22:31:40.253000+00:00,0.0640869140625,2021-12-20 22:31:40.253000+00:00,0.1434326171875,2021-12-20 22:31:40.253000+00:00,0.3265380859375,2021-12-20 22:31:40.253000+00:00,-0.1495361328125,2021-12-20 22:31:40.253000+00:00,0.0030517578125,2021-12-20 22:31:40.253000+00:00,0.28076171875,2021-12-20 22:31:40.253000+00:00,1.01318359375,2021-12-20 22:31:40.253000+00:00,-0.0885009765625,2021-12-20 22:31:40.253000+00:00,0.2777099609375,2021-12-20 22:31:40.253000+00:00,-0.1220703125,2021-12-20 22:31:40.253000+00:00,0.2532958984375,2021-12-20 22:31:40.253000+00:00,-31.965028762817383,2021-12-20 22:31:40.253000+00:00
48,24.60853753826312,2021-12-20 22:31:40.319000+00:00,229.89501953125,2021-12-20 22:31:40.319000+00:00,26.381244956956785,2021-12-20 22:31:40.319000+00:00,178.21044921875,2021-12-20 22:31:40.319000+00:00,25.23831882959289,2021-12-20 22:31:40.319000+00:00,24.252200429380373,2021-12-20 22:31:40.319000+00:00,12.4267578125,2021-12-20 22:31:40.319000+00:00,0.3936767578125,2021-12-20 22:31:40.319000+00:00,0.262451171875,2021-12-20 22:31:40.319000+00:00,0.360107421875,2021-12-20 22:31:40.319000+00:00,0.0732421875,2021-12-20 22:31:40.319000+00:00,1.544189453125,2021-12-20 22:31:40.319000+00:00,0.9613037109375,2021-12-20 22:31:40.319000+00:00,0.1953125,2021-12-20 22:31:40.319000+00:00,-0.42724609375,2021-12-20 22:31:40.319000+00:00,0.439453125,2021-12-20 22:31:40.319000+00:00,0.738525390625,2021-12-20 22:31:40.319000+00:00,0.067138671875,2021-12-20 22:31:40.319000+00:00,0.7293701171875,2021-12-20 22:31:40.319000+00:00,0.6134033203125,2021-12-20 22:31:40.319000+00:00,0.048828125,2021-12-20 22:31:40.319000+00:00,0.238037109375,2021-12-20 22:31:40.319000+00:00,0.45166015625,2021-12-20 22:31:40.319000+00:00,0.0244140625,2021-12-20 22:31:40.319000+00:00,0.250244140625,2021-12-20 22:31:40.319000+00:00,0.1068115234375,2021-12-20 22:31:40.319000+00:00,0.2166748046875,2021-12-20 22:31:40.319000+00:00,0.274658203125,2021-12-20 22:31:40.319000+00:00,-0.1007080078125,2021-12-20 22:31:40.319000+00:00,0.1251220703125,2021-12-20 22:31:40.319000+00:00,0.10986328125,2021-12-20 22:31:40.319000+00:00,1.0589599609375,2021-12-20 22:31:40.319000+00:00,0.18310546875,2021-12-20 22:31:40.319000+00:00,0.3692626953125,2021-12-20 22:31:40.319000+00:00,0.018310546875,2021-12-20 22:31:40.319000+00:00,0.1129150390625,2021-12-20 22:31:40.319000+00:00,-31.965028762817383,2021-12-20 22:31:40.320000+00:00
49,24.57016105280017,2021-12-20 22:31:40.386000+00:00,229.98046875,2021-12-20 22:31:40.386000+00:00,26.26578410252014,2021-12-20 22:31:40.386000+00:00,178.11279296875,2021-12-20 22:31:40.386000+00:00,25.14332710395264,2021-12-20 22:31:40.386000+00:00,24.136771619721497,2021-12-20 22:31:40.386000+00:00,11.614990234375,2021-12-20 22:31:40.386000+00:00,0.28076171875,2021-12-20 22:31:40.386000+00:00,0.2777099609375,2021-12-20 22:31:40.386000+00:00,0.006103515625,2021-12-20 22:31:40.386000+00:00,-0.0701904296875,2021-12-20 22:31:40.386000+00:00,1.4801025390625,2021-12-20 22:31:40.386000+00:00,0.8331298828125,2021-12-20 22:31:40.386000+00:00,0.213623046875,2021-12-20 22:31:40.386000+00:00,-0.35400390625,2021-12-20 22:31:40.386000+00:00,0.2166748046875,2021-12-20 22:31:40.386000+00:00,0.653076171875,2021-12-20 22:31:40.386000+00:00,0.103759765625,2021-12-20 22:31:40.386000+00:00,0.634765625,2021-12-20 22:31:40.386000+00:00,0.6927490234375,2021-12-20 22:31:40.386000+00:00,0.20751953125,2021-12-20 22:31:40.386000+00:00,0.0244140625,2021-12-20 22:31:40.386000+00:00,0.5828857421875,2021-12-20 22:31:40.386000+00:00,0.0091552734375,2021-12-20 22:31:40.386000+00:00,0.323486328125,2021-12-20 22:31:40.386000+00:00,0.0396728515625,2021-12-20 22:31:40.386000+00:00,0.0274658203125,2021-12-20 22:31:40.386000+00:00,0.3387451171875,2021-12-20 22:31:40.386000+00:00,-0.1220703125,2021-12-20 22:31:40.386000+00:00,0.1739501953125,2021-12-20 22:31:40.386000+00:00,0.201416015625,2021-12-20 22:31:40.386000+00:00,1.116943359375,2021-12-20 22:31:40.386000+00:00,0.048828125,2021-12-20 22:31:40.386000+00:00,0.5096435546875,2021-12-20 22:31:40.386000+00:00,0.0274658203125,2021-12-20 22:31:40.386000+00:00,0.15869140625,2021-12-20 22:31:40.386000+00:00,-31.965028762817383,2021-12-20 22:31:40.387000+00:00
50,24.715991697559385,2021-12-20 22:31:40.453000+00:00,229.96826171875,2021-12-20 22:31:40.453000+00:00,26.512308629560547,2021-12-20 22:31:40.453000+00:00,178.01513671875,2021-12-20 22:31:40.453000+00:00,25.3627907459491,2021-12-20 22:31:40.453000+00:00,24.27346363115964,2021-12-20 22:31:40.453000+00:00,12.103271484375,2021-12-20 22:31:40.453000+00:00,0.3814697265625,2021-12-20 22:31:40.453000+00:00,0.2105712890625,2021-12-20 22:31:40.453000+00:00,0.0274658203125,2021-12-20 22:31:40.453000+00:00,0.042724609375,2021-12-20 22:31:40.453000+00:00,1.422119140625,2021-12-20 22:31:40.453000+00:00,1.0894775390625,2021-12-20 22:31:40.453000+00:00,0.079345703125,2021-12-20 22:31:40.453000+00:00,-0.042724609375,2021-12-20 22:31:40.453000+00:00,0.3448486328125,2021-12-20 22:31:40.453000+00:00,0.946044921875,2021-12-20 22:31:40.453000+00:00,0.0396728515625,2021-12-20 22:31:40.453000+00:00,0.634765625,2021-12-20 22:31:40.453000+00:00,0.7110595703125,2021-12-20 22:31:40.453000+00:00,0.1708984375,2021-12-20 22:31:40.453000+00:00,0.1220703125,2021-12-20 22:31:40.453000+00:00,0.32958984375,2021-12-20 22:31:40.453000+00:00,0.177001953125,2021-12-20 22:31:40.453000+00:00,0.1922607421875,2021-12-20 22:31:40.453000+00:00,0.0762939453125,2021-12-20 22:31:40.453000+00:00,0.0640869140625,2021-12-20 22:31:40.453000+00:00,0.45166015625,2021-12-20 22:31:40.453000+00:00,-0.0946044921875,2021-12-20 22:31:40.453000+00:00,0.115966796875,2021-12-20 22:31:40.453000+00:00,0.103759765625,2021-12-20 22:31:40.453000+00:00,0.9979248046875,2021-12-20 22:31:40.453000+00:00,0.0579833984375,2021-12-20 22:31:40.453000+00:00,0.45166015625,2021-12-20 22:31:40.453000+00:00,0.25634765625,2021-12-20 22:31:40.453000+00:00,0.0701904296875,2021-12-20 22:31:40.453000+00:00,-31.965028762817383,2021-12-20 22:31:40.453000+00:00
51,24.7083164004668,2021-12-20 22:31:40.519000+00:00,230.01708984375,2021-12-20 22:31:40.519000+00:00,26.37500382968994,2021-12-20 22:31:40.519000+00:00,177.91748046875,2021-12-20 22:31:40.519000+00:00,25.30383036451721,2021-12-20 22:31:40.519000+00:00,24.297764433193088,2021-12-20 22:31:40.519000+00:00,12.188720703125,2021-12-20 22:31:40.519000+00:00,0.469970703125,2021-12-20 22:31:40.519000+00:00,0.250244140625,2021-12-20 22:31:40.519000+00:00,0.0152587890625,2021-12-20 22:31:40.519000+00:00,0.0244140625,2021-12-20 22:31:40.519000+00:00,1.202392578125,2021-12-20 22:31:40.519000+00:00,0.9857177734375,2021-12-20 22:31:40.519000+00:00,0.06103515625,2021-12-20 22:31:40.519000+00:00,-0.006103515625,2021-12-20 22:31:40.519000+00:00,0.35400390625,2021-12-20 22:31:40.519000+00:00,0.5828857421875,2021-12-20 22:31:40.519000+00:00,0.006103515625,2021-12-20 22:31:40.519000+00:00,0.7598876953125,2021-12-20 22:31:40.519000+00:00,0.9765625,2021-12-20 22:31:40.519000+00:00,0.152587890625,2021-12-20 22:31:40.519000+00:00,0.152587890625,2021-12-20 22:31:40.519000+00:00,0.5584716796875,2021-12-20 22:31:40.519000+00:00,0.0701904296875,2021-12-20 22:31:40.519000+00:00,0.1739501953125,2021-12-20 22:31:40.519000+00:00,0.1007080078125,2021-12-20 22:31:40.519000+00:00,0.0946044921875,2021-12-20 22:31:40.519000+00:00,0.3936767578125,2021-12-20 22:31:40.519000+00:00,-0.079345703125,2021-12-20 22:31:40.519000+00:00,0.1434326171875,2021-12-20 22:31:40.519000+00:00,0.1556396484375,2021-12-20 22:31:40.519000+00:00,0.9918212890625,2021-12-20 22:31:40.519000+00:00,0.146484375,2021-12-20 22:31:40.519000+00:00,0.4486083984375,2021-12-20 22:31:40.519000+00:00,0.0274658203125,2021-12-20 22:31:40.519000+00:00,0.0457763671875,2021-12-20 22:31:40.519000+00:00,-31.965028762817383,2021-12-20 22:31:40.520000+00:00
52,24.824980916274168,2021-12-20 22:31:40.586000+00:00,230.01708984375,2021-12-20 22:31:40.586000+00:00,26.55287595679504,2021-12-20 22:31:40.586000+00:00,177.81982421875,2021-12-20 22:31:40.586000+00:00,25.37589305293396,2021-12-20 22:31:40.586000+00:00,24.41015564259778,2021-12-20 22:31:40.586000+00:00,11.6455078125,2021-12-20 22:31:40.586000+00:00,0.6103515625,2021-12-20 22:31:40.586000+00:00,0.18310546875,2021-12-20 22:31:40.586000+00:00,0.1129150390625,2021-12-20 22:31:40.586000+00:00,0.146484375,2021-12-20 22:31:40.586000+00:00,1.275634765625,2021-12-20 22:31:40.586000+00:00,0.68359375,2021-12-20 22:31:40.586000+00:00,0.152587890625,2021-12-20 22:31:40.586000+00:00,-0.3326416015625,2021-12-20 22:31:40.586000+00:00,0.299072265625,2021-12-20 22:31:40.586000+00:00,0.5462646484375,2021-12-20 22:31:40.586000+00:00,0.09765625,2021-12-20 22:31:40.586000+00:00,0.5706787109375,2021-12-20 22:31:40.586000+00:00,0.78125,2021-12-20 22:31:40.586000+00:00,0.0823974609375,2021-12-20 22:31:40.586000+00:00,0.152587890625,2021-12-20 22:31:40.586000+00:00,0.689697265625,2021-12-20 22:31:40.586000+00:00,0.08544921875,2021-12-20 22:31:40.586000+00:00,0.1373291015625,2021-12-20 22:31:40.586000+00:00,0.06103515625,2021-12-20 22:31:40.586000+00:00,0.13427734375,2021-12-20 22:31:40.586000+00:00,0.372314453125,2021-12-20 22:31:40.586000+00:00,-0.0823974609375,2021-12-20 22:31:40.586000+00:00,0.262451171875,2021-12-20 22:31:40.586000+00:00,0.067138671875,2021-12-20 22:31:40.586000+00:00,1.068115234375,2021-12-20 22:31:40.586000+00:00,0.1007080078125,2021-12-20 22:31:40.586000+00:00,0.4608154296875,2021-12-20 22:31:40.586000+00:00,0.01220703125,2021-12-20 22:31:40.586000+00:00,0.0762939453125,2021-12-20 22:31:40.586000+00:00,-31.965028762817383,2021-12-20 22:31:40.587000+00:00
