idx,L:TO5OUT,L:TO5OUT Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:RFQPAH,L:RFQPAH Timestamp,L:TO3IN,L:TO3IN Timestamp,L:D7TOR,L:D7TOR Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:V5QSET,L:V5QSET Timestamp
78,24.676080152677915,2021-12-20 22:31:42.320000+00:00,230.0048828125,2021-12-20 22:31:42.320000+00:00,26.434294538724973,2021-12-20 22:31:42.320000+00:00,175.28076171875,2021-12-20 22:31:42.320000+00:00,25.19573633189209,2021-12-20 22:31:42.320000+00:00,24.30687723395563,2021-12-20 22:31:42.320000+00:00,12.786865234375,2021-12-20 22:31:42.320000+00:00,0.3997802734375,2021-12-20 22:31:42.320000+00:00,0.3936767578125,2021-12-20 22:31:42.320000+00:00,0.128173828125,2021-12-20 22:31:42.320000+00:00,-0.067138671875,2021-12-20 22:31:42.320000+00:00,1.385498046875,2021-12-20 22:31:42.320000+00:00,0.9765625,2021-12-20 22:31:42.320000+00:00,0.2227783203125,2021-12-20 22:31:42.320000+00:00,-0.2899169921875,2021-12-20 22:31:42.320000+00:00,0.2655029296875,2021-12-20 22:31:42.320000+00:00,0.6317138671875,2021-12-20 22:31:42.320000+00:00,0.054931640625,2021-12-20 22:31:42.320000+00:00,0.6072998046875,2021-12-20 22:31:42.320000+00:00,0.6805419921875,2021-12-20 22:31:42.320000+00:00,0.09765625,2021-12-20 22:31:42.320000+00:00,0.1678466796875,2021-12-20 22:31:42.320000+00:00,0.445556640625,2021-12-20 22:31:42.320000+00:00,0.146484375,2021-12-20 22:31:42.320000+00:00,0.35400390625,2021-12-20 22:31:42.320000+00:00,0.146484375,2021-12-20 22:31:42.320000+00:00,0.1678466796875,2021-12-20 22:31:42.320000+00:00,0.1708984375,2021-12-20 22:31:42.320000+00:00,-0.054931640625,2021-12-20 22:31:42.320000+00:00,0.2044677734375,2021-12-20 22:31:42.320000+00:00,0.3265380859375,2021-12-20 22:31:42.320000+00:00,1.123046875,2021-12-20 22:31:42.320000+00:00,0.1251220703125,2021-12-20 22:31:42.320000+00:00,0.4669189453125,2021-12-20 22:31:42.320000+00:00,-0.0030517578125,2021-12-20 22:31:42.320000+00:00,0.1739501953125,2021-12-20 22:31:42.320000+00:00,-31.965028762817383,2021-12-20 22:31:42.321000+00:00
79,24.80963032208899,2021-12-20 22:31:42.387000+00:00,229.99267578125,2021-12-20 22:31:42.387000+00:00,26.47174130232605,2021-12-20 22:31:42.387000+00:00,175.18310546875,2021-12-20 22:31:42.387000+00:00,25.379168629680176,2021-12-20 22:31:42.387000+00:00,24.364591638785065,2021-12-20 22:31:42.387000+00:00,11.712646484375,2021-12-20 22:31:42.387000+00:00,0.3692626953125,2021-12-20 22:31:42.387000+00:00,0.1556396484375,2021-12-20 22:31:42.387000+00:00,0.0244140625,2021-12-20 22:31:42.387000+00:00,0.0885009765625,2021-12-20 22:31:42.387000+00:00,1.336669921875,2021-12-20 22:31:42.387000+00:00,0.970458984375,2021-12-20 22:31:42.387000+00:00,-0.067138671875,2021-12-20 22:31:42.387000+00:00,-0.0335693359375,2021-12-20 22:31:42.387000+00:00,0.3936767578125,2021-12-20 22:31:42.387000+00:00,0.5828857421875,2021-12-20 22:31:42.387000+00:00,-0.091552734375,2021-12-20 22:31:42.387000+00:00,0.469970703125,2021-12-20 22:31:42.387000+00:00,0.634765625,2021-12-20 22:31:42.387000+00:00,0.0885009765625,2021-12-20 22:31:42.387000+00:00,0.1373291015625,2021-12-20 22:31:42.387000+00:00,0.47607421875,2021-12-20 22:31:42.387000+00:00,0.10986328125,2021-12-20 22:31:42.387000+00:00,0.1312255859375,2021-12-20 22:31:42.387000+00:00,0.13427734375,2021-12-20 22:31:42.387000+00:00,0.1007080078125,2021-12-20 22:31:42.387000+00:00,0.2838134765625,2021-12-20 22:31:42.387000+00:00,0.0518798828125,2021-12-20 22:31:42.387000+00:00,0.1068115234375,2021-12-20 22:31:42.387000+00:00,0.2227783203125,2021-12-20 22:31:42.387000+00:00,1.1932373046875,2021-12-20 22:31:42.387000+00:00,0.2044677734375,2021-12-20 22:31:42.387000+00:00,0.4913330078125,2021-12-20 22:31:42.387000+00:00,-0.0335693359375,2021-12-20 22:31:42.387000+00:00,0.048828125,2021-12-20 22:31:42.387000+00:00,-31.965028762817383,2021-12-20 22:31:42.387000+00:00
80,25.065985244981505,2021-12-20 22:31:42.454000+00:00,229.94384765625,2021-12-20 22:31:42.454000+00:00,26.70578357483276,2021-12-20 22:31:42.454000+00:00,175.08544921875,2021-12-20 22:31:42.454000+00:00,25.598632271676635,2021-12-20 22:31:42.454000+00:00,24.61671245988208,2021-12-20 22:31:42.454000+00:00,9.844970703125,2021-12-20 22:31:42.454000+00:00,0.28076171875,2021-12-20 22:31:42.454000+00:00,0.115966796875,2021-12-20 22:31:42.454000+00:00,0.1129150390625,2021-12-20 22:31:42.454000+00:00,-0.054931640625,2021-12-20 22:31:42.454000+00:00,1.446533203125,2021-12-20 22:31:42.454000+00:00,1.226806640625,2021-12-20 22:31:42.454000+00:00,0.091552734375,2021-12-20 22:31:42.454000+00:00,-0.57373046875,2021-12-20 22:31:42.454000+00:00,0.3570556640625,2021-12-20 22:31:42.454000+00:00,0.640869140625,2021-12-20 22:31:42.454000+00:00,0.0579833984375,2021-12-20 22:31:42.454000+00:00,0.5462646484375,2021-12-20 22:31:42.454000+00:00,0.6500244140625,2021-12-20 22:31:42.454000+00:00,-0.006103515625,2021-12-20 22:31:42.454000+00:00,0.140380859375,2021-12-20 22:31:42.454000+00:00,0.4791259765625,2021-12-20 22:31:42.454000+00:00,0.08544921875,2021-12-20 22:31:42.454000+00:00,0.2166748046875,2021-12-20 22:31:42.454000+00:00,0.115966796875,2021-12-20 22:31:42.454000+00:00,-0.1556396484375,2021-12-20 22:31:42.454000+00:00,0.0030517578125,2021-12-20 22:31:42.454000+00:00,-0.1922607421875,2021-12-20 22:31:42.454000+00:00,-0.0640869140625,2021-12-20 22:31:42.454000+00:00,0.030517578125,2021-12-20 22:31:42.454000+00:00,1.0498046875,2021-12-20 22:31:42.454000+00:00,0.0946044921875,2021-12-20 22:31:42.454000+00:00,0.3509521484375,2021-12-20 22:31:42.454000+00:00,0.0213623046875,2021-12-20 22:31:42.454000+00:00,0.0335693359375,2021-12-20 22:31:42.454000+00:00,-31.965028762817383,2021-12-20 22:31:42.454000+00:00
81,24.805025143833436,2021-12-20 22:31:42.520000+00:00,230.04150390625,2021-12-20 22:31:42.520000+00:00,26.474861865959472,2021-12-20 22:31:42.520000+00:00,174.98779296875,2021-12-20 22:31:42.520000+00:00,25.323483824994508,2021-12-20 22:31:42.520000+00:00,24.41015564259778,2021-12-20 22:31:42.520000+00:00,10.711669921875,2021-12-20 22:31:42.520000+00:00,0.0823974609375,2021-12-20 22:31:42.520000+00:00,0.506591796875,2021-12-20 22:31:42.520000+00:00,0.1190185546875,2021-12-20 22:31:42.520000+00:00,0.1007080078125,2021-12-20 22:31:42.520000+00:00,1.4984130859375,2021-12-20 22:31:42.520000+00:00,0.897216796875,2021-12-20 22:31:42.520000+00:00,0.1800537109375,2021-12-20 22:31:42.520000+00:00,-0.250244140625,2021-12-20 22:31:42.520000+00:00,0.42724609375,2021-12-20 22:31:42.520000+00:00,0.7537841796875,2021-12-20 22:31:42.520000+00:00,-0.1556396484375,2021-12-20 22:31:42.520000+00:00,0.555419921875,2021-12-20 22:31:42.520000+00:00,0.567626953125,2021-12-20 22:31:42.520000+00:00,0.03662109375,2021-12-20 22:31:42.520000+00:00,0.1617431640625,2021-12-20 22:31:42.520000+00:00,0.421142578125,2021-12-20 22:31:42.520000+00:00,-0.006103515625,2021-12-20 22:31:42.520000+00:00,0.03662109375,2021-12-20 22:31:42.520000+00:00,0.0518798828125,2021-12-20 22:31:42.520000+00:00,-0.10986328125,2021-12-20 22:31:42.520000+00:00,0.25634765625,2021-12-20 22:31:42.520000+00:00,-0.0823974609375,2021-12-20 22:31:42.520000+00:00,0.1220703125,2021-12-20 22:31:42.520000+00:00,0.0640869140625,2021-12-20 22:31:42.520000+00:00,0.933837890625,2021-12-20 22:31:42.520000+00:00,0.030517578125,2021-12-20 22:31:42.520000+00:00,0.57373046875,2021-12-20 22:31:42.520000+00:00,0.0030517578125,2021-12-20 22:31:42.520000+00:00,0.0396728515625,2021-12-20 22:31:42.520000+00:00,-31.965028762817383,2021-12-20 22:31:42.521000+00:00
82,24.81423550034454,2021-12-20 22:31:42.587000+00:00,230.04150390625,2021-12-20 22:31:42.587000+00:00,26.468620738692625,2021-12-20 22:31:42.587000+00:00,174.89013671875,2021-12-20 22:31:42.587000+00:00,25.254696713323973,2021-12-20 22:31:42.587000+00:00,24.36762923903925,2021-12-20 22:31:42.587000+00:00,10.894775390625,2021-12-20 22:31:42.587000+00:00,0.3204345703125,2021-12-20 22:31:42.587000+00:00,0.3662109375,2021-12-20 22:31:42.587000+00:00,0.103759765625,2021-12-20 22:31:42.587000+00:00,-0.06103515625,2021-12-20 22:31:42.587000+00:00,1.2420654296875,2021-12-20 22:31:42.587000+00:00,1.0040283203125,2021-12-20 22:31:42.587000+00:00,-0.1434326171875,2021-12-20 22:31:42.587000+00:00,-0.0091552734375,2021-12-20 22:31:42.587000+00:00,0.3143310546875,2021-12-20 22:31:42.587000+00:00,0.6927490234375,2021-12-20 22:31:42.587000+00:00,0.0,2021-12-20 22:31:42.587000+00:00,0.506591796875,2021-12-20 22:31:42.587000+00:00,0.5767822265625,2021-12-20 22:31:42.587000+00:00,-0.03662109375,2021-12-20 22:31:42.587000+00:00,0.13427734375,2021-12-20 22:31:42.587000+00:00,0.45166015625,2021-12-20 22:31:42.587000+00:00,0.0091552734375,2021-12-20 22:31:42.587000+00:00,0.10986328125,2021-12-20 22:31:42.587000+00:00,0.0732421875,2021-12-20 22:31:42.587000+00:00,-0.0091552734375,2021-12-20 22:31:42.587000+00:00,0.3173828125,2021-12-20 22:31:42.587000+00:00,-0.042724609375,2021-12-20 22:31:42.587000+00:00,0.1861572265625,2021-12-20 22:31:42.587000+00:00,0.1129150390625,2021-12-20 22:31:42.587000+00:00,1.0589599609375,2021-12-20 22:31:42.587000+00:00,0.0152587890625,2021-12-20 22:31:42.587000+00:00,0.439453125,2021-12-20 22:31:42.587000+00:00,-0.0732421875,2021-12-20 22:31:42.587000+00:00,0.054931640625,2021-12-20 22:31:42.587000+00:00,-31.965028762817383,2021-12-20 22:31:42.588000+00:00
83,24.858752223481567,2021-12-20 22:31:42.654000+00:00,229.94384765625,2021-12-20 22:31:42.654000+00:00,26.44053566599182,2021-12-20 22:31:42.654000+00:00,174.79248046875,2021-12-20 22:31:42.654000+00:00,25.421751127380983,2021-12-20 22:31:42.654000+00:00,24.416230843106145,2021-12-20 22:31:42.654000+00:00,10.68115234375,2021-12-20 22:31:42.654000+00:00,0.2838134765625,2021-12-20 22:31:42.654000+00:00,0.335693359375,2021-12-20 22:31:42.654000+00:00,0.042724609375,2021-12-20 22:31:42.654000+00:00,-0.01220703125,2021-12-20 22:31:42.654000+00:00,1.3458251953125,2021-12-20 22:31:42.654000+00:00,1.220703125,2021-12-20 22:31:42.654000+00:00,0.213623046875,2021-12-20 22:31:42.654000+00:00,-0.494384765625,2021-12-20 22:31:42.654000+00:00,0.360107421875,2021-12-20 22:31:42.654000+00:00,0.57373046875,2021-12-20 22:31:42.654000+00:00,-0.0091552734375,2021-12-20 22:31:42.654000+00:00,0.4425048828125,2021-12-20 22:31:42.654000+00:00,0.5767822265625,2021-12-20 22:31:42.654000+00:00,-0.0579833984375,2021-12-20 22:31:42.654000+00:00,0.1556396484375,2021-12-20 22:31:42.654000+00:00,0.4302978515625,2021-12-20 22:31:42.654000+00:00,0.1495361328125,2021-12-20 22:31:42.654000+00:00,0.1678466796875,2021-12-20 22:31:42.654000+00:00,0.0213623046875,2021-12-20 22:31:42.654000+00:00,0.067138671875,2021-12-20 22:31:42.654000+00:00,-0.0244140625,2021-12-20 22:31:42.654000+00:00,0.006103515625,2021-12-20 22:31:42.654000+00:00,0.1708984375,2021-12-20 22:31:42.654000+00:00,0.1922607421875,2021-12-20 22:31:42.654000+00:00,0.9979248046875,2021-12-20 22:31:42.654000+00:00,0.15869140625,2021-12-20 22:31:42.654000+00:00,0.3753662109375,2021-12-20 22:31:42.654000+00:00,-0.0457763671875,2021-12-20 22:31:42.654000+00:00,0.0518798828125,2021-12-20 22:31:42.654000+00:00,-31.965028762817383,2021-12-20 22:31:42.654000+00:00
84,24.607002478844603,2021-12-20 22:31:42.720000+00:00,229.9560546875,2021-12-20 22:31:42.720000+00:00,26.190890575317997,2021-12-20 22:31:42.720000+00:00,174.69482421875,2021-12-20 22:31:42.720000+00:00,25.156429410937506,2021-12-20 22:31:42.720000+00:00,24.68050206521988,2021-12-20 22:31:42.720000+00:00,12.3046875,2021-12-20 22:31:42.720000+00:00,0.3143310546875,2021-12-20 22:31:42.720000+00:00,0.1800537109375,2021-12-20 22:31:42.720000+00:00,0.0701904296875,2021-12-20 22:31:42.720000+00:00,0.1495361328125,2021-12-20 22:31:42.720000+00:00,1.495361328125,2021-12-20 22:31:42.720000+00:00,1.153564453125,2021-12-20 22:31:42.720000+00:00,0.1953125,2021-12-20 22:31:42.720000+00:00,-0.3936767578125,2021-12-20 22:31:42.720000+00:00,0.3173828125,2021-12-20 22:31:42.720000+00:00,1.0101318359375,2021-12-20 22:31:42.720000+00:00,0.103759765625,2021-12-20 22:31:42.720000+00:00,0.5889892578125,2021-12-20 22:31:42.720000+00:00,0.579833984375,2021-12-20 22:31:42.720000+00:00,0.09765625,2021-12-20 22:31:42.720000+00:00,0.1220703125,2021-12-20 22:31:42.720000+00:00,0.360107421875,2021-12-20 22:31:42.720000+00:00,0.189208984375,2021-12-20 22:31:42.720000+00:00,0.1373291015625,2021-12-20 22:31:42.720000+00:00,0.1922607421875,2021-12-20 22:31:42.720000+00:00,0.1068115234375,2021-12-20 22:31:42.720000+00:00,0.2227783203125,2021-12-20 22:31:42.720000+00:00,0.006103515625,2021-12-20 22:31:42.720000+00:00,0.067138671875,2021-12-20 22:31:42.720000+00:00,0.1220703125,2021-12-20 22:31:42.720000+00:00,1.0009765625,2021-12-20 22:31:42.720000+00:00,0.08544921875,2021-12-20 22:31:42.720000+00:00,0.4547119140625,2021-12-20 22:31:42.720000+00:00,0.1617431640625,2021-12-20 22:31:42.720000+00:00,0.0091552734375,2021-12-20 22:31:42.720000+00:00,-31.965028762817383,2021-12-20 22:31:42.721000+00:00
85,24.904804006037107,2021-12-20 22:31:42.787000+00:00,229.96826171875,2021-12-20 22:31:42.787000+00:00,26.52479088409424,2021-12-20 22:31:42.787000+00:00,174.59716796875,2021-12-20 22:31:42.787000+00:00,25.388995359918823,2021-12-20 22:31:42.787000+00:00,24.486095648952304,2021-12-20 22:31:42.787000+00:00,12.4267578125,2021-12-20 22:31:42.787000+00:00,0.3204345703125,2021-12-20 22:31:42.787000+00:00,0.2960205078125,2021-12-20 22:31:42.787000+00:00,-0.09765625,2021-12-20 22:31:42.787000+00:00,0.10986328125,2021-12-20 22:31:42.787000+00:00,1.40380859375,2021-12-20 22:31:42.787000+00:00,1.1566162109375,2021-12-20 22:31:42.787000+00:00,0.15869140625,2021-12-20 22:31:42.787000+00:00,-0.482177734375,2021-12-20 22:31:42.787000+00:00,0.4058837890625,2021-12-20 22:31:42.787000+00:00,0.7965087890625,2021-12-20 22:31:42.787000+00:00,0.079345703125,2021-12-20 22:31:42.787000+00:00,0.5523681640625,2021-12-20 22:31:42.787000+00:00,0.67138671875,2021-12-20 22:31:42.787000+00:00,0.1556396484375,2021-12-20 22:31:42.787000+00:00,0.1129150390625,2021-12-20 22:31:42.787000+00:00,0.567626953125,2021-12-20 22:31:42.787000+00:00,0.1220703125,2021-12-20 22:31:42.787000+00:00,0.152587890625,2021-12-20 22:31:42.787000+00:00,0.08544921875,2021-12-20 22:31:42.787000+00:00,0.1251220703125,2021-12-20 22:31:42.787000+00:00,0.1434326171875,2021-12-20 22:31:42.787000+00:00,-0.048828125,2021-12-20 22:31:42.787000+00:00,0.3204345703125,2021-12-20 22:31:42.787000+00:00,0.1708984375,2021-12-20 22:31:42.787000+00:00,1.0467529296875,2021-12-20 22:31:42.787000+00:00,0.15869140625,2021-12-20 22:31:42.787000+00:00,0.4608154296875,2021-12-20 22:31:42.787000+00:00,0.030517578125,2021-12-20 22:31:42.787000+00:00,0.15869140625,2021-12-20 22:31:42.787000+00:00,-31.965028762817383,2021-12-20 22:31:42.788000+00:00
86,24.74362276709271,2021-12-20 22:31:42.854000+00:00,229.99267578125,2021-12-20 22:31:42.854000+00:00,26.4374151023584,2021-12-20 22:31:42.854000+00:00,174.49951171875,2021-12-20 22:31:42.854000+00:00,25.231767676100464,2021-12-20 22:31:42.854000+00:00,24.37977964005597,2021-12-20 22:31:42.854000+00:00,10.589599609375,2021-12-20 22:31:42.854000+00:00,0.1373291015625,2021-12-20 22:31:42.854000+00:00,0.3387451171875,2021-12-20 22:31:42.854000+00:00,0.10986328125,2021-12-20 22:31:42.854000+00:00,-0.1251220703125,2021-12-20 22:31:42.854000+00:00,1.0986328125,2021-12-20 22:31:42.854000+00:00,1.025390625,2021-12-20 22:31:42.854000+00:00,0.115966796875,2021-12-20 22:31:42.854000+00:00,-0.42724609375,2021-12-20 22:31:42.854000+00:00,0.2471923828125,2021-12-20 22:31:42.854000+00:00,0.5767822265625,2021-12-20 22:31:42.854000+00:00,0.0396728515625,2021-12-20 22:31:42.854000+00:00,0.6439208984375,2021-12-20 22:31:42.854000+00:00,0.5889892578125,2021-12-20 22:31:42.854000+00:00,0.13427734375,2021-12-20 22:31:42.854000+00:00,0.152587890625,2021-12-20 22:31:42.854000+00:00,0.4180908203125,2021-12-20 22:31:42.854000+00:00,0.03662109375,2021-12-20 22:31:42.854000+00:00,0.09765625,2021-12-20 22:31:42.854000+00:00,0.1312255859375,2021-12-20 22:31:42.854000+00:00,0.1800537109375,2021-12-20 22:31:42.854000+00:00,0.445556640625,2021-12-20 22:31:42.854000+00:00,-0.299072265625,2021-12-20 22:31:42.854000+00:00,0.1495361328125,2021-12-20 22:31:42.854000+00:00,0.08544921875,2021-12-20 22:31:42.854000+00:00,1.055908203125,2021-12-20 22:31:42.854000+00:00,0.128173828125,2021-12-20 22:31:42.854000+00:00,0.52490234375,2021-12-20 22:31:42.854000+00:00,-0.054931640625,2021-12-20 22:31:42.854000+00:00,0.10986328125,2021-12-20 22:31:42.854000+00:00,-31.965028762817383,2021-12-20 22:31:42.854000+00:00
87,24.70064110337421,2021-12-20 22:31:42.921000+00:00,229.9072265625,2021-12-20 22:31:42.921000+00:00,26.36876270242309,2021-12-20 22:31:42.921000+00:00,174.40185546875,2021-12-20 22:31:42.921000+00:00,25.2809013272937,2021-12-20 22:31:42.921000+00:00,24.27346363115964,2021-12-20 22:31:42.921000+00:00,11.199951171875,2021-12-20 22:31:42.921000+00:00,0.5096435546875,2021-12-20 22:31:42.921000+00:00,0.042724609375,2021-12-20 22:31:42.921000+00:00,0.0762939453125,2021-12-20 22:31:42.921000+00:00,-0.079345703125,2021-12-20 22:31:42.921000+00:00,1.4617919921875,2021-12-20 22:31:42.921000+00:00,1.1627197265625,2021-12-20 22:31:42.921000+00:00,0.1434326171875,2021-12-20 22:31:42.921000+00:00,-0.439453125,2021-12-20 22:31:42.921000+00:00,0.1220703125,2021-12-20 22:31:42.921000+00:00,0.7171630859375,2021-12-20 22:31:42.921000+00:00,0.0762939453125,2021-12-20 22:31:42.921000+00:00,0.6866455078125,2021-12-20 22:31:42.921000+00:00,0.6317138671875,2021-12-20 22:31:42.921000+00:00,0.1800537109375,2021-12-20 22:31:42.921000+00:00,0.18310546875,2021-12-20 22:31:42.921000+00:00,0.30517578125,2021-12-20 22:31:42.921000+00:00,0.1708984375,2021-12-20 22:31:42.921000+00:00,0.1220703125,2021-12-20 22:31:42.921000+00:00,0.1739501953125,2021-12-20 22:31:42.921000+00:00,0.1434326171875,2021-12-20 22:31:42.921000+00:00,0.213623046875,2021-12-20 22:31:42.921000+00:00,-0.1190185546875,2021-12-20 22:31:42.921000+00:00,0.0244140625,2021-12-20 22:31:42.921000+00:00,0.1983642578125,2021-12-20 22:31:42.921000+00:00,0.8941650390625,2021-12-20 22:31:42.921000+00:00,0.042724609375,2021-12-20 22:31:42.921000+00:00,0.4608154296875,2021-12-20 22:31:42.921000+00:00,0.054931640625,2021-12-20 22:31:42.921000+00:00,0.0,2021-12-20 22:31:42.921000+00:00,-31.965028762817383,2021-12-20 22:31:42.921000+00:00
88,24.99230239289264,2021-12-20 22:31:42.987000+00:00,229.96826171875,2021-12-20 22:31:42.987000+00:00,26.6152872294635,2021-12-20 22:31:42.987000+00:00,174.30419921875,2021-12-20 22:31:42.987000+00:00,25.562600927468264,2021-12-20 22:31:42.987000+00:00,24.5346972530192,2021-12-20 22:31:42.987000+00:00,12.078857421875,2021-12-20 22:31:42.987000+00:00,0.1556396484375,2021-12-20 22:31:42.987000+00:00,0.1617431640625,2021-12-20 22:31:42.987000+00:00,0.0701904296875,2021-12-20 22:31:42.987000+00:00,-0.0518798828125,2021-12-20 22:31:42.987000+00:00,1.422119140625,2021-12-20 22:31:42.987000+00:00,1.177978515625,2021-12-20 22:31:42.987000+00:00,0.079345703125,2021-12-20 22:31:42.987000+00:00,-0.0213623046875,2021-12-20 22:31:42.987000+00:00,0.4119873046875,2021-12-20 22:31:42.987000+00:00,0.6927490234375,2021-12-20 22:31:42.987000+00:00,-0.2044677734375,2021-12-20 22:31:42.987000+00:00,0.689697265625,2021-12-20 22:31:42.987000+00:00,0.8087158203125,2021-12-20 22:31:42.987000+00:00,0.2105712890625,2021-12-20 22:31:42.987000+00:00,0.1251220703125,2021-12-20 22:31:42.987000+00:00,0.5889892578125,2021-12-20 22:31:42.987000+00:00,0.0213623046875,2021-12-20 22:31:42.987000+00:00,0.15869140625,2021-12-20 22:31:42.987000+00:00,0.146484375,2021-12-20 22:31:42.987000+00:00,0.1800537109375,2021-12-20 22:31:42.987000+00:00,0.286865234375,2021-12-20 22:31:42.987000+00:00,-0.079345703125,2021-12-20 22:31:42.987000+00:00,0.0701904296875,2021-12-20 22:31:42.987000+00:00,0.1983642578125,2021-12-20 22:31:42.987000+00:00,1.2237548828125,2021-12-20 22:31:42.987000+00:00,0.2288818359375,2021-12-20 22:31:42.987000+00:00,0.25634765625,2021-12-20 22:31:42.987000+00:00,0.048828125,2021-12-20 22:31:42.987000+00:00,0.1068115234375,2021-12-20 22:31:42.987000+00:00,-31.965028762817383,2021-12-20 22:31:42.988000+00:00
89,24.75897336127789,2021-12-20 22:31:43.054000+00:00,229.99267578125,2021-12-20 22:31:43.054000+00:00,26.40620946602417,2021-12-20 22:31:43.054000+00:00,174.20654296875,2021-12-20 22:31:43.054000+00:00,25.4053732436499,2021-12-20 22:31:43.054000+00:00,24.33117803598908,2021-12-20 22:31:43.054000+00:00,11.309814453125,2021-12-20 22:31:43.054000+00:00,0.360107421875,2021-12-20 22:31:43.054000+00:00,0.3997802734375,2021-12-20 22:31:43.054000+00:00,0.0244140625,2021-12-20 22:31:43.054000+00:00,-0.0213623046875,2021-12-20 22:31:43.054000+00:00,1.397705078125,2021-12-20 22:31:43.054000+00:00,1.153564453125,2021-12-20 22:31:43.054000+00:00,0.091552734375,2021-12-20 22:31:43.054000+00:00,-0.3387451171875,2021-12-20 22:31:43.054000+00:00,0.360107421875,2021-12-20 22:31:43.054000+00:00,0.7293701171875,2021-12-20 22:31:43.054000+00:00,-0.067138671875,2021-12-20 22:31:43.054000+00:00,0.8392333984375,2021-12-20 22:31:43.054000+00:00,0.5126953125,2021-12-20 22:31:43.054000+00:00,0.1312255859375,2021-12-20 22:31:43.054000+00:00,0.1129150390625,2021-12-20 22:31:43.054000+00:00,0.5279541015625,2021-12-20 22:31:43.054000+00:00,0.067138671875,2021-12-20 22:31:43.054000+00:00,0.1861572265625,2021-12-20 22:31:43.054000+00:00,0.299072265625,2021-12-20 22:31:43.054000+00:00,0.1220703125,2021-12-20 22:31:43.054000+00:00,0.238037109375,2021-12-20 22:31:43.054000+00:00,-0.1129150390625,2021-12-20 22:31:43.054000+00:00,0.1373291015625,2021-12-20 22:31:43.054000+00:00,0.250244140625,2021-12-20 22:31:43.054000+00:00,0.9857177734375,2021-12-20 22:31:43.054000+00:00,-0.103759765625,2021-12-20 22:31:43.054000+00:00,0.390625,2021-12-20 22:31:43.054000+00:00,-0.1861572265625,2021-12-20 22:31:43.054000+00:00,0.1007080078125,2021-12-20 22:31:43.054000+00:00,-31.965028762817383,2021-12-20 22:31:43.054000+00:00
