idx,tag,stamp,data,name,di
0,0,2021-11-29 22:56:24.128000+00:00,228.490478515625,L:RFBPAH,8505
1,4,2021-11-29 22:56:24.128000+00:00,25.88195477560913,L:TO1IN,3679
2,6,2021-11-29 22:56:24.128000+00:00,24.06359144468921,L:TO5OUT,3961
3,1,2021-11-29 22:56:24.128000+00:00,171.539306640625,L:RFQPAH,256085
4,3,2021-11-29 22:56:24.128000+00:00,13.4765625,L:D7LMSM,166543
5,8,2021-11-29 22:56:24.128000+00:00,0.3662109375,L:D00LM,89506
6,9,2021-11-29 22:56:24.128000+00:00,0.494384765625,L:D11LM,83525
7,10,2021-11-29 22:56:24.128000+00:00,0.03662109375,L:D12LM,83526
8,11,2021-11-29 22:56:24.128000+00:00,-0.1251220703125,L:D13LM,83527
9,12,2021-11-29 22:56:24.128000+00:00,1.6510009765625,L:D14LM,83528
10,13,2021-11-29 22:56:24.128000+00:00,0.7171630859375,L:D21LM,83529
11,14,2021-11-29 22:56:24.128000+00:00,-0.067138671875,L:D22LM,83530
12,15,2021-11-29 22:56:24.128000+00:00,0.299072265625,L:D23LM,83531
13,16,2021-11-29 22:56:24.128000+00:00,0.35400390625,L:D24LM,83532
14,17,2021-11-29 22:56:24.128000+00:00,1.0223388671875,L:D31LM,83533
15,18,2021-11-29 22:56:24.128000+00:00,0.3692626953125,L:D32LM,83534
16,19,2021-11-29 22:56:24.128000+00:00,1.3702392578125,L:D33LM,83535
17,20,2021-11-29 22:56:24.128000+00:00,1.287841796875,L:D34LM,83536
18,21,2021-11-29 22:56:24.128000+00:00,-0.1007080078125,L:D41LM,83537
19,22,2021-11-29 22:56:24.128000+00:00,0.2410888671875,L:D42LM,83538
20,23,2021-11-29 22:56:24.128000+00:00,0.9368896484375,L:D43LM,83539
21,24,2021-11-29 22:56:24.128000+00:00,0.0091552734375,L:D44LM,83540
22,25,2021-11-29 22:56:24.128000+00:00,0.0823974609375,L:D51LM,83541
23,26,2021-11-29 22:56:24.128000+00:00,-0.042724609375,L:D52LM,83542
24,27,2021-11-29 22:56:24.128000+00:00,0.799560546875,L:D53LM,83543
25,28,2021-11-29 22:56:24.128000+00:00,1.0406494140625,L:D54LM,83544
26,29,2021-11-29 22:56:24.128000+00:00,0.0732421875,L:D61LM,83545
27,30,2021-11-29 22:56:24.128000+00:00,0.128173828125,L:D62LM,83546
28,31,2021-11-29 22:56:24.128000+00:00,0.067138671875,L:D63LM,83547
29,32,2021-11-29 22:56:24.128000+00:00,0.3265380859375,L:D64LM,83548
30,33,2021-11-29 22:56:24.128000+00:00,0.09765625,L:D71LM,83549
31,34,2021-11-29 22:56:24.128000+00:00,0.311279296875,L:D72LM,83550
32,35,2021-11-29 22:56:24.128000+00:00,0.1800537109375,L:D73LM,83551
33,36,2021-11-29 22:56:24.128000+00:00,0.0762939453125,L:D74LM,83552
34,5,2021-11-29 22:56:24.128000+00:00,24.586479057095946,L:TO3IN,3834
35,7,2021-11-29 22:56:24.128000+00:00,23.638605178035828,L:D7TOR,82678
36,2,2021-11-29 22:56:24.129000+00:00,-32.19999694824219,L:V5QSET,226471
37,1,2021-11-29 22:56:24.195000+00:00,171.539306640625,L:RFQPAH,256085
38,7,2021-11-29 22:56:24.195000+00:00,23.684169181848542,L:D7TOR,82678
39,6,2021-11-29 22:56:24.195000+00:00,24.18946631700769,L:TO5OUT,3961
40,5,2021-11-29 22:56:24.195000+00:00,24.74043116416809,L:TO3IN,3834
41,0,2021-11-29 22:56:24.195000+00:00,237.49066162109375,L:RFBPAH,8505
42,4,2021-11-29 22:56:24.195000+00:00,26.403088902390746,L:TO1IN,3679
43,3,2021-11-29 22:56:24.195000+00:00,14.776611328125,L:D7LMSM,166543
44,8,2021-11-29 22:56:24.195000+00:00,0.567626953125,L:D00LM,89506
45,9,2021-11-29 22:56:24.195000+00:00,0.2685546875,L:D11LM,83525
46,10,2021-11-29 22:56:24.195000+00:00,0.01220703125,L:D12LM,83526
47,11,2021-11-29 22:56:24.195000+00:00,-0.1983642578125,L:D13LM,83527
48,12,2021-11-29 22:56:24.195000+00:00,2.685546875,L:D14LM,83528
49,13,2021-11-29 22:56:24.195000+00:00,2.1240234375,L:D21LM,83529
50,14,2021-11-29 22:56:24.195000+00:00,0.0457763671875,L:D22LM,83530
51,15,2021-11-29 22:56:24.195000+00:00,0.115966796875,L:D23LM,83531
52,16,2021-11-29 22:56:24.195000+00:00,0.213623046875,L:D24LM,83532
53,17,2021-11-29 22:56:24.195000+00:00,0.13427734375,L:D31LM,83533
54,18,2021-11-29 22:56:24.195000+00:00,0.18310546875,L:D32LM,83534
55,19,2021-11-29 22:56:24.195000+00:00,0.9124755859375,L:D33LM,83535
56,20,2021-11-29 22:56:24.195000+00:00,1.287841796875,L:D34LM,83536
57,21,2021-11-29 22:56:24.195000+00:00,-0.0091552734375,L:D41LM,83537
58,22,2021-11-29 22:56:24.195000+00:00,0.1708984375,L:D42LM,83538
59,23,2021-11-29 22:56:24.195000+00:00,0.8331298828125,L:D43LM,83539
60,24,2021-11-29 22:56:24.195000+00:00,0.1068115234375,L:D44LM,83540
61,25,2021-11-29 22:56:24.195000+00:00,0.1922607421875,L:D51LM,83541
62,26,2021-11-29 22:56:24.195000+00:00,-0.048828125,L:D52LM,83542
63,27,2021-11-29 22:56:24.195000+00:00,0.762939453125,L:D53LM,83543
64,28,2021-11-29 22:56:24.195000+00:00,1.806640625,L:D54LM,83544
65,29,2021-11-29 22:56:24.195000+00:00,0.0762939453125,L:D61LM,83545
66,30,2021-11-29 22:56:24.195000+00:00,-0.03662109375,L:D62LM,83546
67,31,2021-11-29 22:56:24.195000+00:00,-0.0244140625,L:D63LM,83547
68,32,2021-11-29 22:56:24.195000+00:00,0.7232666015625,L:D64LM,83548
69,33,2021-11-29 22:56:24.195000+00:00,0.140380859375,L:D71LM,83549
70,34,2021-11-29 22:56:24.195000+00:00,0.2899169921875,L:D72LM,83550
71,35,2021-11-29 22:56:24.195000+00:00,0.2410888671875,L:D73LM,83551
72,36,2021-11-29 22:56:24.195000+00:00,0.2410888671875,L:D74LM,83552
73,2,2021-11-29 22:56:24.196000+00:00,-32.19999694824219,L:V5QSET,226471
74,1,2021-11-29 22:56:24.262000+00:00,171.539306640625,L:RFQPAH,256085
75,7,2021-11-29 22:56:24.262000+00:00,23.57481557269803,L:D7TOR,82678
76,6,2021-11-29 22:56:24.262000+00:00,24.074336860618835,L:TO5OUT,3961
77,5,2021-11-29 22:56:24.262000+00:00,24.606132517573243,L:TO3IN,3834
78,0,2021-11-29 22:56:24.262000+00:00,237.38134765625,L:RFBPAH,8505
79,4,2021-11-29 22:56:24.262000+00:00,26.156564375350342,L:TO1IN,3679
80,3,2021-11-29 22:56:24.262000+00:00,16.473388671875,L:D7LMSM,166543
81,8,2021-11-29 22:56:24.262000+00:00,0.5218505859375,L:D00LM,89506
82,9,2021-11-29 22:56:24.262000+00:00,0.885009765625,L:D11LM,83525
83,10,2021-11-29 22:56:24.262000+00:00,-0.1739501953125,L:D12LM,83526
84,11,2021-11-29 22:56:24.262000+00:00,-0.140380859375,L:D13LM,83527
85,12,2021-11-29 22:56:24.262000+00:00,2.7801513671875,L:D14LM,83528
86,13,2021-11-29 22:56:24.262000+00:00,1.59912109375,L:D21LM,83529
87,14,2021-11-29 22:56:24.262000+00:00,-0.0701904296875,L:D22LM,83530
88,15,2021-11-29 22:56:24.262000+00:00,0.311279296875,L:D23LM,83531
89,16,2021-11-29 22:56:24.262000+00:00,0.244140625,L:D24LM,83532
90,17,2021-11-29 22:56:24.262000+00:00,0.4364013671875,L:D31LM,83533
91,18,2021-11-29 22:56:24.262000+00:00,0.2685546875,L:D32LM,83534
92,19,2021-11-29 22:56:24.262000+00:00,1.1749267578125,L:D33LM,83535
93,20,2021-11-29 22:56:24.262000+00:00,1.3824462890625,L:D34LM,83536
94,21,2021-11-29 22:56:24.262000+00:00,0.0946044921875,L:D41LM,83537
95,22,2021-11-29 22:56:24.262000+00:00,0.1373291015625,L:D42LM,83538
96,23,2021-11-29 22:56:24.262000+00:00,1.2542724609375,L:D43LM,83539
97,24,2021-11-29 22:56:24.262000+00:00,0.10986328125,L:D44LM,83540
98,25,2021-11-29 22:56:24.262000+00:00,0.25634765625,L:D51LM,83541
99,26,2021-11-29 22:56:24.262000+00:00,0.1251220703125,L:D52LM,83542
100,27,2021-11-29 22:56:24.262000+00:00,0.738525390625,L:D53LM,83543
101,28,2021-11-29 22:56:24.262000+00:00,1.5899658203125,L:D54LM,83544
102,29,2021-11-29 22:56:24.262000+00:00,0.2960205078125,L:D61LM,83545
103,30,2021-11-29 22:56:24.262000+00:00,0.0457763671875,L:D62LM,83546
104,31,2021-11-29 22:56:24.262000+00:00,-0.0396728515625,L:D63LM,83547
105,32,2021-11-29 22:56:24.262000+00:00,0.62255859375,L:D64LM,83548
106,33,2021-11-29 22:56:24.262000+00:00,0.164794921875,L:D71LM,83549
107,34,2021-11-29 22:56:24.262000+00:00,0.2777099609375,L:D72LM,83550
108,35,2021-11-29 22:56:24.262000+00:00,0.0885009765625,L:D73LM,83551
109,36,2021-11-29 22:56:24.262000+00:00,0.201416015625,L:D74LM,83552
110,2,2021-11-29 22:56:24.262000+00:00,-32.19999694824219,L:V5QSET,226471
111,1,2021-11-29 22:56:24.328000+00:00,171.539306640625,L:RFQPAH,256085
112,7,2021-11-29 22:56:24.328000+00:00,23.702394783373627,L:D7TOR,82678
113,5,2021-11-29 22:56:24.328000+00:00,24.81904500607727,L:TO3IN,3834
114,6,2021-11-29 22:56:24.328000+00:00,24.223237624215088,L:TO5OUT,3961
115,3,2021-11-29 22:56:24.328000+00:00,15.789794921875,L:D7LMSM,166543
116,8,2021-11-29 22:56:24.328000+00:00,0.701904296875,L:D00LM,89506
117,9,2021-11-29 22:56:24.328000+00:00,0.3204345703125,L:D11LM,83525
118,10,2021-11-29 22:56:24.328000+00:00,-0.0030517578125,L:D12LM,83526
119,11,2021-11-29 22:56:24.328000+00:00,-0.2532958984375,L:D13LM,83527
120,12,2021-11-29 22:56:24.328000+00:00,3.11279296875,L:D14LM,83528
121,13,2021-11-29 22:56:24.328000+00:00,1.666259765625,L:D21LM,83529
122,14,2021-11-29 22:56:24.328000+00:00,-0.1953125,L:D22LM,83530
123,15,2021-11-29 22:56:24.328000+00:00,0.6378173828125,L:D23LM,83531
124,16,2021-11-29 22:56:24.328000+00:00,0.18310546875,L:D24LM,83532
125,17,2021-11-29 22:56:24.328000+00:00,0.634765625,L:D31LM,83533
126,18,2021-11-29 22:56:24.328000+00:00,0.0335693359375,L:D32LM,83534
127,19,2021-11-29 22:56:24.328000+00:00,0.909423828125,L:D33LM,83535
128,20,2021-11-29 22:56:24.328000+00:00,1.458740234375,L:D34LM,83536
129,21,2021-11-29 22:56:24.328000+00:00,0.006103515625,L:D41LM,83537
130,22,2021-11-29 22:56:24.328000+00:00,0.1007080078125,L:D42LM,83538
131,23,2021-11-29 22:56:24.328000+00:00,0.8026123046875,L:D43LM,83539
132,24,2021-11-29 22:56:24.328000+00:00,0.1678466796875,L:D44LM,83540
133,25,2021-11-29 22:56:24.328000+00:00,0.2166748046875,L:D51LM,83541
134,26,2021-11-29 22:56:24.328000+00:00,0.0274658203125,L:D52LM,83542
135,27,2021-11-29 22:56:24.328000+00:00,0.9124755859375,L:D53LM,83543
136,28,2021-11-29 22:56:24.328000+00:00,1.64794921875,L:D54LM,83544
137,29,2021-11-29 22:56:24.328000+00:00,0.1678466796875,L:D61LM,83545
138,30,2021-11-29 22:56:24.328000+00:00,0.0030517578125,L:D62LM,83546
139,31,2021-11-29 22:56:24.328000+00:00,-0.054931640625,L:D63LM,83547
140,32,2021-11-29 22:56:24.328000+00:00,0.592041015625,L:D64LM,83548
141,33,2021-11-29 22:56:24.328000+00:00,0.18310546875,L:D71LM,83549
142,34,2021-11-29 22:56:24.328000+00:00,0.5279541015625,L:D72LM,83550
