# #xSet,ySet,RFQPAH_R,RFBPAH_R,TO1IN,TO3IN,D7TOR
161.0,223.0,161.004638671875,223.76708984375,23.969049268320923,21.263488973164062,20.786298539359958
165.0,223.0,165.00244140625,223.79150390625,23.619546141377562,20.574511476708985,20.048161677593995
169.0,223.0,169.000244140625,223.876953125,23.93472306835327,19.961384713808595,19.45279202777454
173.0,223.0,173.004150390625,223.84033203125,23.47287965060669,18.94688115251465,18.441271143132294
177.0,223.0,177.001953125,223.8525390625,23.79117714121582,17.410903798032226,16.901207814262573
181.0,223.0,181.005859375,223.73046875,23.819262213916623,16.2162547445459,15.792483721486542
185.0,223.0,185.003662109375,223.81591796875,23.566496559609373,14.124038677329102,13.647937942034822
125.0,225.0,125.0,225.74462890625,24.465218886035156,20.865272622001953,20.36103450377463
129.0,225.0,129.00390625,225.732421875,24.072027868223877,20.836828596918945,20.376222505045533
133.0,225.0,133.001708984375,225.732421875,24.409048740633544,21.506843409985354,21.080945764015503
137.0,225.0,137.005615234375,225.79345703125,24.19685041356079,21.55425011845703,21.138660168844943
141.0,225.0,141.00341796875,225.7080078125,23.97841095922119,21.503682962753906,21.059682562236237
145.0,225.0,145.001220703125,225.7568359375,23.909758559285887,21.639582193706055,21.26320177926636
149.0,225.0,149.005126953125,225.69580078125,24.19372984992737,22.028317203173827,21.573037005192813
153.0,225.0,153.0029296875,225.81787109375,23.98777265012146,21.72491426895508,21.39685619045032
157.0,225.0,157.000732421875,225.732421875,24.075148431857297,21.813406791435547,21.421156992483766
161.0,225.0,161.004638671875,225.79345703125,24.00025490465515,21.57637324907715,21.217637775453646
165.0,225.0,165.00244140625,225.76904296875,23.622666705010985,21.0011718529541,20.552403319788027
169.0,225.0,169.000244140625,225.927734375,23.600822759577024,20.56503013501465,20.011710474543825
173.0,225.0,173.004150390625,225.79345703125,23.89103517748535,19.926619794262695,19.474055229553805
177.0,225.0,177.001953125,225.67138671875,23.67259572314575,18.801500579868165,18.32280473321924
181.0,225.0,181.005859375,225.79345703125,23.75997150488159,17.50887766220703,17.05308782697162
185.0,225.0,185.003662109375,225.81787109375,23.4198300688385,15.470389197924804,15.030046057687136
125.0,227.0,125.0,228.076171875,24.237417740795287,20.331157039887696,19.829454459292972
129.0,227.0,129.00390625,228.21044921875,24.171885904493408,20.75149652166992,20.275981696657563
133.0,227.0,133.001708984375,228.1005859375,24.093871813657834,20.98220916956543,20.518989716992035
137.0,227.0,137.005615234375,228.22265625,24.146921395426023,21.358302390107422,20.847050544443576
141.0,227.0,141.00341796875,228.1494140625,24.047063359156493,21.55425011845703,21.114359366811495
145.0,227.0,145.001220703125,228.0517578125,23.97841095922119,21.585854590771486,21.184224172657654
149.0,227.0,149.005126953125,228.16162109375,23.766212632148438,21.547929223994142,21.175111371895113
153.0,227.0,153.0029296875,228.1005859375,24.256141122595825,22.119970172885743,21.63378901027643
157.0,227.0,157.000732421875,228.08837890625,24.090751250024415,21.94614557515625,21.524435401125917
161.0,227.0,161.004638671875,228.08837890625,24.212453231727903,21.952466469619143,21.53051060163428
165.0,227.0,165.00244140625,228.076171875,23.628907832277832,21.323537470561526,20.86527614596866
169.0,227.0,169.000244140625,228.11279296875,24.06578674095703,21.355141942875978,20.86223854571448
173.0,227.0,173.004150390625,228.11279296875,23.98777265012146,20.72621294381836,20.266868895895023
177.0,227.0,177.001953125,228.16162109375,23.666354595878904,19.73699296037598,19.255348011252778
181.0,227.0,181.005859375,228.076171875,23.809900523016356,18.69088492676758,18.173962320764375
185.0,227.0,185.003662109375,228.03955078125,23.75060981398132,17.000045657944337,16.55492138528595
125.0,229.0,125.0,230.029296875,24.22805604989502,20.008791422280275,19.583408838704315
129.0,229.0,129.00390625,230.04150390625,24.309190704364013,20.51130253208008,20.048161677593995
133.0,229.0,133.001708984375,230.078125,24.281105631663205,20.855791280307617,20.3974857068248
137.0,229.0,137.005615234375,230.16357421875,24.18748872266052,21.197119581303713,20.749847336309784
141.0,229.0,141.00341796875,230.1025390625,24.134439140892333,21.544768776762695,21.035381760202792
145.0,229.0,145.001220703125,230.16357421875,23.95344645015381,21.48155983213379,21.014118558423526
149.0,229.0,149.005126953125,230.13916015625,23.784936013948972,21.54160832953125,21.083983364269685
153.0,229.0,153.0029296875,230.1025390625,23.806779959382933,21.747037399575195,21.238900977232912
157.0,229.0,157.000732421875,230.029296875,23.906637995652464,21.8797761832959,21.457608195533936
161.0,229.0,161.004638671875,230.029296875,23.869191232051392,21.794444108046875,21.405968991212863
165.0,229.0,165.00244140625,230.0537109375,23.881673486585083,21.658544877094727,21.244976177741272
169.0,229.0,169.000244140625,230.1025390625,23.56025543234253,21.225563606386718,20.713396133259614
173.0,229.0,173.004150390625,230.01708984375,23.600822759577024,20.96956738063965,20.479500913687684
177.0,229.0,177.001953125,230.04150390625,24.146921395426023,20.479698059765624,19.938808068443482
181.0,229.0,181.005859375,230.09033203125,23.80365939574951,19.657981779589843,19.100430398289554
185.0,229.0,185.003662109375,230.0537109375,23.675716286779174,18.4064446759375,17.864127094837922
125.0,231.0,125.0,232.09228515625,24.324793522531127,19.72119072421875,19.303949615319674
129.0,231.0,129.00390625,232.04345703125,24.15316252269287,20.13836975876953,19.622897642008667
133.0,231.0,133.001708984375,232.080078125,24.362240286132202,20.811545019067385,20.288132097674286
137.0,231.0,137.005615234375,231.99462890625,23.925361377453,20.757817416132813,20.29724489843683
141.0,231.0,141.00341796875,231.99462890625,23.809900523016356,21.06438079758301,20.610117724617464
145.0,231.0,145.001220703125,232.0068359375,24.18748872266052,21.585854590771486,21.1295473680824
149.0,231.0,149.005126953125,232.080078125,23.769333195781858,21.449955359819338,21.071832963252962
153.0,231.0,153.0029296875,232.080078125,24.034581104622802,21.816567238666995,21.381668189179415
157.0,231.0,157.000732421875,232.04345703125,24.18748872266052,22.037798544868163,21.63378901027643
161.0,231.0,161.004638671875,232.03125,24.19685041356079,22.132611961811524,21.679353014089145
165.0,231.0,165.00244140625,232.0068359375,23.844226722984008,21.822888133129883,21.469758596550662
169.0,231.0,169.000244140625,232.1044921875,23.7474892503479,21.680668007714843,21.181186572403476
173.0,231.0,173.004150390625,232.09228515625,23.856708977517698,21.4752389376709,20.938178552069
177.0,231.0,177.001953125,232.03125,23.828623904816894,21.080183033740234,20.452162511400058
181.0,231.0,181.005859375,232.0556640625,23.831744468450317,20.182616020009768,19.607709640737763
185.0,231.0,185.003662109375,232.1044921875,23.53217035964172,19.13334753916992,18.584038355078796
125.0,233.0,125.0,233.92333984375,24.499545086002808,19.718030276987307,19.124731200322998
129.0,233.0,129.00390625,233.8623046875,24.471460013302,20.068839919677735,19.680612046838107
133.0,233.0,133.001708984375,233.935546875,24.334155213431394,20.555548793320312,19.689724847600647
137.0,233.0,137.005615234375,233.99658203125,24.274864504396362,20.95692559171387,20.376222505045533
141.0,233.0,141.00341796875,234.033203125,24.11883632272522,21.225563606386718,20.59189212309238
145.0,233.0,145.001220703125,233.97216796875,23.822382777550047,21.27929120932129,20.737696935293062
149.0,233.0,149.005126953125,233.9111328125,24.334155213431394,21.95878736408203,21.384705789433596
153.0,233.0,153.0029296875,234.02099609375,24.249899995328978,22.012514967016603,21.560886604176087
157.0,233.0,157.000732421875,233.9111328125,24.121956886358642,22.03463809763672,21.551773803413546
161.0,233.0,161.004638671875,233.9599609375,24.05330448642334,21.89873886668457,21.560886604176087
165.0,233.0,165.00244140625,233.935546875,23.919120250186158,21.924022444536135,21.512285000109195
169.0,233.0,169.000244140625,233.99658203125,23.97841095922119,21.901899313916015,21.524435401125917
173.0,233.0,173.004150390625,233.9599609375,23.700680795846555,21.478399384902346,21.074870563507144
177.0,233.0,177.001953125,233.935546875,23.872311795684812,21.478399384902346,21.023231359186067
181.0,233.0,181.005859375,233.9599609375,23.994013777388304,21.07702258650879,20.588854522838197
185.0,233.0,185.003662109375,233.94775390625,23.831744468450317,20.075160814140627,19.477092829807983
125.0,235.0,125.0,235.87646484375,24.21869435899475,18.889993102348633,18.41393274084467
129.0,235.0,129.00390625,235.87646484375,24.440254376967772,19.752795196533203,19.25838561150696
133.0,235.0,133.001708984375,235.92529296875,24.14068026815918,20.07200036690918,19.59555923972104
137.0,235.0,137.005615234375,235.90087890625,24.487062831469114,20.836828596918945,20.33065850123282
141.0,235.0,141.00341796875,235.8642578125,24.121956886358642,20.86211217477051,20.370147304537173
145.0,235.0,145.001220703125,235.90087890625,24.281105631663205,21.456276254282226,20.941216152323182
149.0,235.0,149.005126953125,235.9130859375,23.940964195620115,21.424671781967774,20.877426546985383
153.0,235.0,153.0029296875,235.9375,23.869191232051392,21.57005235461426,21.0019681574068
157.0,235.0,157.000732421875,235.87646484375,23.75997150488159,21.747037399575195,21.223712975962005
161.0,235.0,161.004638671875,235.94970703125,24.146921395426023,22.164216434125976,21.63075141002225
165.0,235.0,165.00244140625,235.85205078125,23.72564530491394,21.826048580361327,21.384705789433596
169.0,235.0,169.000244140625,235.87646484375,24.096992377291258,22.164216434125976,21.77351862196875
173.0,235.0,173.004150390625,235.8642578125,23.77245375941528,21.750197846806643,21.354329786891785
177.0,235.0,177.001953125,235.9619140625,23.797418268482666,21.52264564614258,21.087020964523866
181.0,235.0,181.005859375,235.83984375,23.822382777550047,21.317216576098634,20.7954113401225
185.0,235.0,185.003662109375,235.986328125,23.681957414046018,20.748336074438477,20.12106408369434
125.0,237.0,125.0,237.80517578125,24.072027868223877,18.558146143046876,17.879315096108826
129.0,237.0,129.00390625,237.82958984375,24.549474104137573,19.433590026157226,18.85134717744672
133.0,237.0,133.001708984375,237.85400390625,24.35287859523193,19.822325035625,19.29483681455713
137.0,237.0,137.005615234375,237.79296875,23.95656701378723,20.037235447363283,19.56214563692505
141.0,237.0,141.00341796875,237.87841796875,24.337275777064818,20.919000224936525,20.282056897165926
145.0,237.0,145.001220703125,237.841796875,23.850467850250855,20.84630993861328,20.26383129564084
149.0,237.0,149.005126953125,237.8173828125,24.290467322563476,21.538447882299806,20.938178552069
153.0,237.0,153.0029296875,237.841796875,23.95344645015381,21.532126987836914,21.00500575766098
157.0,237.0,157.000732421875,237.85400390625,23.975290395587766,21.750197846806643,21.217637775453646
161.0,237.0,161.004638671875,237.85400390625,23.90039686838562,21.78496276635254,21.348254586383426
165.0,237.0,165.00244140625,237.85400390625,23.903517432019044,21.860813499907227,21.43938259400885
169.0,237.0,169.000244140625,237.85400390625,24.10011294092468,22.104167936728516,21.718841817393496
173.0,237.0,173.004150390625,237.841796875,23.80053883211609,21.77232097742676,21.317878583841615
177.0,237.0,177.001953125,237.78076171875,23.962808141054076,21.949306022387695,21.457608195533936
181.0,237.0,181.005859375,237.9150390625,23.909758559285887,21.57637324907715,21.0657577627446
185.0,237.0,185.003662109375,237.82958984375,23.710042486746826,21.07702258650879,20.56455372080475
125.0,239.0,125.0,239.78271484375,24.421530995167235,17.986105194155275,17.615043873995088
129.0,239.0,129.00390625,239.697265625,24.41841043153381,18.73197074077637,18.13143591720584
133.0,239.0,133.001708984375,239.83154296875,24.449616067868043,19.348257950908202,18.854384777700897
137.0,239.0,137.005615234375,239.78271484375,24.41528986790039,20.053037683520508,19.540882435145782
141.0,239.0,141.00341796875,239.73388671875,24.35287859523193,20.520783873774416,19.978296871747833
145.0,239.0,145.001220703125,239.80712890625,24.07826899549072,20.64720176303223,20.187891289286316
149.0,239.0,149.005126953125,239.74609375,24.518268467803342,21.465757595976562,20.87135134647702
153.0,239.0,153.0029296875,239.794921875,24.387204795199583,21.61745906308594,21.09309616503223
157.0,239.0,157.000732421875,239.75830078125,24.10635406819153,21.655384429863282,21.16903617138675
161.0,239.0,161.004638671875,239.8193359375,23.91287912291931,21.639582193706055,21.162960970878387
165.0,239.0,165.00244140625,239.78271484375,23.981531522854613,21.88609707775879,21.451532995025577
169.0,239.0,169.000244140625,239.83154296875,24.072027868223877,22.009354519785155,21.518360200617554
173.0,239.0,173.004150390625,239.794921875,23.809900523016356,21.80392544974121,21.3361041853667
177.0,239.0,177.001953125,239.80712890625,23.75060981398132,21.668026218789063,21.266239379520538
181.0,239.0,181.005859375,239.74609375,23.71316305038025,21.674347113251955,21.2085249746911
185.0,239.0,185.003662109375,239.7705078125,23.769333195781858,21.402548651347658,20.868313746222842
125.0,241.0,125.0,242.15087890625,24.23117661352844,17.331892617246094,16.773628603586975
129.0,241.0,129.00390625,242.12646484375,24.792878067544553,18.207336500356448,17.666683078316165
133.0,241.0,133.001708984375,242.138671875,24.28422619529663,18.694045373999025,18.15877431949347
137.0,241.0,137.005615234375,242.08984375,24.274864504396362,19.373541528759766,18.79363277261728
141.0,241.0,141.00341796875,242.08984375,24.237417740795287,19.907657110874023,19.38900242243674
145.0,241.0,145.001220703125,242.08984375,24.15316252269287,20.435451798525392,19.96007127022275
149.0,241.0,149.005126953125,242.138671875,24.302949577097166,20.95376514448242,20.443049710637514
153.0,241.0,153.0029296875,242.10205078125,24.334155213431394,21.348821048413086,20.913877750035553
157.0,241.0,157.000732421875,242.1630859375,23.9659287046875,21.329858365024414,20.850088144697754
161.0,241.0,161.004638671875,242.1875,24.10635406819153,21.753358294038087,21.287502581299805
165.0,241.0,165.00244140625,242.1142578125,24.08763068639099,21.908220208378907,21.448495394771395
169.0,241.0,169.000244140625,242.1875,23.909758559285887,21.81972768589844,21.33306658511252
173.0,241.0,173.004150390625,242.138671875,24.050183922789916,21.949306022387695,21.542661002651002
177.0,241.0,177.001953125,242.10205078125,23.903517432019044,22.091526147802735,21.63986421078479
181.0,241.0,181.005859375,242.2119140625,23.950325886520385,21.97458960023926,21.53962340239682
185.0,241.0,185.003662109375,242.1630859375,23.69443966857971,21.626940404780274,21.184224172657654
125.0,243.0,125.0,244.10400390625,24.583800304105225,16.962120291166993,16.442530175881256
129.0,243.0,129.00390625,244.12841796875,24.508906776903075,17.50887766220703,16.904245414516755
133.0,243.0,133.001708984375,244.091796875,24.87713328564697,18.472814067797852,17.903615898142274
137.0,243.0,137.005615234375,244.1162109375,24.30607014073059,18.88683265511719,18.365331136777773
141.0,243.0,141.00341796875,244.10400390625,24.02521941372253,19.297690795205078,18.772369570838013
145.0,243.0,145.001220703125,244.03076171875,24.530750722337036,20.236343622944336,19.765664853955172
149.0,243.0,149.005126953125,244.0673828125,24.281105631663205,20.615597290717773,20.142327285473602
153.0,243.0,153.0029296875,244.091796875,24.047063359156493,20.76729875782715,20.30028249869101
157.0,243.0,157.000732421875,244.05517578125,23.931602504719848,21.08334348097168,20.5402529187713
161.0,243.0,161.004638671875,243.9697265625,24.081389559124144,21.60165682692871,20.99893055715262
165.0,243.0,165.00244140625,244.0673828125,24.15316252269287,21.835529922055663,21.257126578757997
169.0,243.0,169.000244140625,244.0673828125,23.975290395587766,21.826048580361327,21.339141785620882
173.0,243.0,173.004150390625,244.140625,23.80365939574951,21.77864187188965,21.345216986129245
177.0,243.0,177.001953125,244.00634765625,23.844226722984008,21.870294841601563,21.381668189179415
181.0,243.0,181.005859375,244.091796875,23.81302108664978,21.80392544974121,21.405968991212863
185.0,243.0,185.003662109375,244.07958984375,23.875432359318236,22.025156755942383,21.497096998838288
125.0,245.0,125.0,245.98388671875,24.449616067868043,16.225736086240236,15.655791710048401
129.0,245.0,129.00390625,246.0693359375,24.23117661352844,16.80409792959473,16.169146153004977
133.0,245.0,133.001708984375,245.95947265625,24.387204795199583,17.575247054067383,17.007523823158905
137.0,245.0,137.005615234375,246.03271484375,24.246779431695554,18.128325319570312,17.569479870182374
141.0,245.0,141.00341796875,246.03271484375,24.65869383130737,19.250284086733398,18.705542365246036
145.0,245.0,145.001220703125,245.88623046875,24.409048740633544,19.575810151572266,19.106505598797913
149.0,245.0,149.005126953125,245.93505859375,24.256141122595825,20.22686228125,19.644160843787933
153.0,245.0,153.0029296875,246.0205078125,24.128198013625486,20.495500295922852,20.00259767378128
157.0,245.0,157.000732421875,246.03271484375,23.972169831954343,20.903197988779297,20.39141050631644
161.0,245.0,161.004638671875,245.8984375,24.19685041356079,21.33933970671875,20.789336139614136
165.0,245.0,165.00244140625,245.9716796875,23.887914613851926,21.525806093374023,20.913877750035553
169.0,245.0,169.000244140625,245.8984375,24.171885904493408,22.028317203173827,21.43634499375467
173.0,245.0,173.004150390625,245.93505859375,24.034581104622802,21.889257524990235,21.40293139095868
177.0,245.0,177.001953125,245.99609375,23.80365939574951,21.917701550073243,21.320916184095797
181.0,245.0,181.005859375,245.98388671875,23.79117714121582,21.860813499907227,21.381668189179415
185.0,245.0,185.003662109375,245.95947265625,23.67259572314575,21.75967918850098,21.39685619045032
125.0,247.0,125.0,247.9248046875,24.440254376967772,15.587325745488283,15.093835663024933
129.0,247.0,129.00390625,247.96142578125,24.315431831630857,16.314228608720704,15.722618915640382
133.0,247.0,133.001708984375,247.900390625,24.655573267673947,17.012687446870117,16.497206980456514
137.0,247.0,137.005615234375,247.93701171875,24.28422619529663,17.565765712373047,17.040937425954898
141.0,247.0,141.00341796875,247.96142578125,24.24053830442871,18.261064103291016,17.697059080857972
145.0,247.0,145.001220703125,247.91259765625,24.38408423156616,19.104903514086914,18.614414357620607
149.0,247.0,149.005126953125,247.802734375,24.499545086002808,19.967705608271483,19.39204002269092
153.0,247.0,153.0029296875,247.900390625,24.08763068639099,19.974026502734375,19.49531843133307
157.0,247.0,157.000732421875,247.93701171875,24.18748872266052,20.637720421337892,20.105876082423432
161.0,247.0,161.004638671875,247.91259765625,24.028339977355955,20.979048722333985,20.455200111654236
165.0,247.0,165.00244140625,247.9248046875,23.635148959544676,20.991690511259765,20.42786170936661
169.0,247.0,169.000244140625,247.900390625,23.909758559285887,21.58269414354004,21.02930655969443
173.0,247.0,173.004150390625,247.8515625,23.80053883211609,21.53528743506836,21.053607361727877
177.0,247.0,177.001953125,247.9248046875,24.134439140892333,21.99987317809082,21.497096998838288
181.0,247.0,181.005859375,247.900390625,23.97841095922119,21.93982468069336,21.497096998838288
185.0,247.0,185.003662109375,247.86376953125,23.906637995652464,21.92718289176758,21.4636833960423
125.0,249.0,125.0,249.86572265625,24.71174341307556,15.25863923341797,14.78400043709848
129.0,249.0,129.00390625,249.84130859375,24.59940312227234,15.811717498920899,15.254828476496522
133.0,249.0,133.001708984375,249.96337890625,24.396566486099854,16.516497231533204,15.841085325553438
137.0,249.0,137.005615234375,249.8779296875,24.081389559124144,16.668198698642577,16.09016854639627
141.0,249.0,141.00341796875,249.90234375,24.128198013625486,17.398262009106446,16.837418208924774
145.0,249.0,145.001220703125,249.91455078125,24.32791408616455,18.35903796746582,17.894503097379733
149.0,249.0,149.005126953125,249.9755859375,23.89103517748535,18.848907288339845,18.204338323306185
153.0,249.0,153.0029296875,249.89013671875,24.33103464979797,19.79388101054199,19.26142321176114
157.0,249.0,157.000732421875,249.8779296875,24.355999158865355,20.388045090053712,19.950958469460208
161.0,249.0,161.004638671875,249.93896484375,24.08763068639099,20.700929365966797,20.10283848216925
165.0,249.0,165.00244140625,249.853515625,23.91287912291931,20.960086038945313,20.409636107841525
169.0,249.0,169.000244140625,249.89013671875,23.919120250186158,21.329858365024414,20.72250893402216
173.0,249.0,173.004150390625,249.8291015625,24.29670844983032,21.860813499907227,21.278389780537264
177.0,249.0,177.001953125,249.853515625,23.7474892503479,21.680668007714843,21.13258496833658
181.0,249.0,181.005859375,249.84130859375,23.735006995814206,21.674347113251955,21.156885770370028
185.0,249.0,185.003662109375,249.81689453125,23.81302108664978,21.977750047470703,21.43026979324631
125.0,251.0,125.0,251.8310546875,24.35287859523193,14.762449018081055,14.158254784737213
129.0,251.0,129.00390625,251.8310546875,24.64621157677368,15.287083258500978,14.668571627439606
